,420,122,243,252,458,199,73,Agg
67,meanbp_max,platelet_max,bg_pao2fio2ratio_first,tempc_min,wbc_first,heartrate_min,wbc_min,wbc_last
68,hemoglobin_max,bicarbonate_max,potassium_last,bg_paco2_max,resprate_last,bicarbonate_last,platelet_max,albumin_max
69,spo2_max,sysbp_first,sysbp_max,wbc_last,hematocrit_min,bg_baseexcess_min,lactate_max,bilirubin_min
70,bg_pao2_first,heartrate_min,wbc_last,resprate_last,inr_first,tempc_min,spo2_first,sodium_max
71,heartrate_min,diasbp_max,bg_ph_min,hematocrit_min,albumin_first,hematocrit_min,bg_ph_max,inr_last
72,glucose_first,bg_pao2_min,wbc_max,calcium_min,bicarbonate_first,potassium_last,calcium_last,bicarbonate_max
73,bg_paco2_last,bg_pao2fio2ratio_last,wbc_min,bg_pao2fio2ratio_max,resprate_max,platelet_max,hemoglobin_min,bg_ph_max
74,sodium_min,bicarbonate_first,bg_pao2fio2ratio_max,sodium_first,inr_min,sysbp_first,lactate_first,platelet_first
75,bg_pao2_min,bg_baseexcess_last,calcium_min,bg_pao2fio2ratio_first,bicarbonate_min,inr_first,heartrate_max,hemoglobin_last
76,wbc_min,lactate_min,bg_pao2_last,bicarbonate_min,potassium_first,bg_pao2fio2ratio_min,potassium_last,albumin_last
77,sodium_first,spo2_min,resprate_min,sysbp_last,heartrate_last,creatinine_first,calcium_min,lactate_first
78,lactate_max,sodium_min,albumin_min,bg_ph_min,sodium_max,bg_pao2_last,sysbp_min,diasbp_min
79,bun_max,ZOLPIDEM,spo2_min,bun_last,hematocrit_last,bg_ph_last,spo2_max,bg_baseexcess_last
80,hemoglobin_first,albumin_first,tempc_max,bg_ph_max,wbc_last,bicarbonate_first,bg_ph_first,bg_ph_first
81,bicarbonate_max,bun_first,spo2_first,bun_first,bg_baseexcess_min,bg_pao2fio2ratio_first,tempc_min,hemoglobin_max
82,platelet_first,potassium_max,sodium_max,potassium_first,bun_first,spo2_last,platelet_min,platelet_min
83,bicarbonate_min,lactate_max,glucose_first,lactate_last,bg_ph_last,calcium_min,potassium_max,wbc_max
84,bg_paco2_max,resprate_first,bg_paco2_max,lactate_max,hematocrit_first,potassium_first,bg_paco2_last,bicarbonate_min
85,is_female,bicarbonate_min,inr_min,bun_min,sodium_last,wbc_last,platelet_first,lactate_max
86,bg_paco2_first,potassium_first,hemoglobin_last,albumin_max,sodium_first,bg_pao2_first,meanbp_last,hematocrit_max
87,bg_ph_max,sodium_first,lactate_min,sysbp_max,bun_min,wbc_first,sodium_max,platelet_max
88,bg_baseexcess_min,meanbp_min,inr_last,bg_pao2_min,hematocrit_max,resprate_last,bg_paco2_first,heartrate_last
89,bg_pao2_max,resprate_last,meanbp_min,hematocrit_last,sodium_min,SODIUM CHLORIDE,wbc_max,inr_min
90,spo2_first,bun_last,sodium_last,calcium_max,bg_pao2fio2ratio_first,hemoglobin_min,calcium_max,sodium_last
91,ASPIRIN,platelet_min,hemoglobin_min,platelet_first,heartrate_min,hemoglobin_last,inr_max,creatinine_first
92,bun_last,sodium_last,wbc_first,bg_pao2fio2ratio_min,CHLORHEXIDINE,HEPARIN,albumin_first,resprate_first
93,bg_baseexcess_first,calcium_max,hemoglobin_first,sodium_max,potassium_last,spo2_min,HYDROMORPHONE,heartrate_min
94,meanbp_min,wbc_first,potassium_first,spo2_max,wbc_max,sodium_first,wbc_last,lactate_min
95,hemoglobin_min,bg_baseexcess_max,bg_ph_max,platelet_max,bg_baseexcess_first,calcium_last,lactate_last,inr_max
96,albumin_first,bun_max,calcium_first,bg_baseexcess_max,calcium_first,calcium_first,LACTATED RINGER,VANCOMYCIN
97,potassium_first,lactate_last,bicarbonate_first,heartrate_min,albumin_min,wbc_max,lactate_min,albumin_first
98,bicarbonate_first,bilirubin_max,sodium_first,bicarbonate_last,inr_last,sodium_last,SODIUM CHLORIDE,potassium_first
99,potassium_min,ASPIRIN,hematocrit_first,sysbp_min,lactate_last,wbc_min,calcium_first,tempc_min
100,albumin_max,meanbp_first,albumin_max,lactate_first,FUROSEMIDE,bilirubin_last,bicarbonate_first,meanbp_last
101,hemoglobin_last,lactate_first,calcium_last,METOPROLOL,albumin_last,albumin_max,sodium_last,hematocrit_last
102,bun_min,calcium_min,bilirubin_min,platelet_min,resprate_min,albumin_last,bilirubin_last,POTASSIUM CHLORIDE
103,inr_max,inr_first,bg_pao2_first,bilirubin_last,inr_max,tempc_first,bg_baseexcess_max,sodium_first
104,KETOROLAC,sodium_max,spo2_last,bg_ph_first,calcium_min,potassium_min,inr_first,sodium_min
105,platelet_max,inr_last,bg_baseexcess_max,platelet_last,lactate_first,hematocrit_last,AMLODIPINE,HEPARIN
106,bg_baseexcess_max,spo2_max,bilirubin_first,inr_min,calcium_max,bilirubin_max,albumin_min,bun_first
107,bilirubin_first,calcium_last,bg_baseexcess_last,bicarbonate_first,SODIUM CHLORIDE,bg_baseexcess_last,bg_baseexcess_last,PHENYLEPHRINE
108,albumin_min,inr_max,lactate_last,bicarbonate_max,bicarbonate_last,hemoglobin_first,bicarbonate_min,spo2_last
109,albumin_last,bilirubin_first,hematocrit_min,tempc_max,potassium_max,bilirubin_min,sodium_min,bg_baseexcess_first
110,hematocrit_max,inr_min,albumin_last,lactate_min,lactate_min,hemoglobin_max,bilirubin_max,potassium_last
111,bg_baseexcess_last,bilirubin_min,hematocrit_last,albumin_min,bicarbonate_max,spo2_max,bicarbonate_last,bun_min
112,bilirubin_last,ONDANSETRON,bilirubin_max,inr_first,spo2_max,inr_max,bg_paco2_max,albumin_min
113,ALBUTEROL,MAGNESIUM SULF,sodium_min,bilirubin_min,is_female,bilirubin_first,sodium_first,wbc_first
114,inr_first,bilirubin_last,tempc_min,inr_max,bg_baseexcess_max,creatinine_min,MUPIROCIN,bg_paco2_first
115,METRONIDAZOLE,ALBUTEROL,bg_baseexcess_first,POLYETHYLENE GLYCOL,PANTOPRAZOLE,calcium_max,bilirubin_min,bicarbonate_first
116,bilirubin_min,AMIODARONE,calcium_max,METHYLPREDNISOLONE,LISPRO,ASPART,bicarbonate_max,bg_pao2fio2ratio_max
117,bilirubin_max,PANTOPRAZOLE,ASPART,inr_last,electivesurgery,CEFEPIME,bun_min,bicarbonate_last
118,inr_last,race_other,DEXTROSE,NOREPINEPHRINE,INSULIN,DOCUSATE,LIDOCAINE,AMIODARONE
119,ATORVASTATIN,ENOXAPARIN,hemoglobin_max,IPRATROPIUM,ACETAMIN,OMEPRAZOLE,HEPARIN,spo2_max
120,FENTANYL,SODIUM CHLORIDE,hematocrit_max,AMIODARONE,MEPERIDINE,CHLORHEXIDINE,VITAMIN,ASPART
121,THIAMINE,METOPROLOL,SENNOSIDES,LISPRO,BISACODYL,FAMOTIDINE,bg_baseexcess_min,SENNOSIDES
122,ONDANSETRON,LIDOCAINE,PANTOPRAZOLE,SODIUM CHLORIDE,ALBUTEROL,IPRATROPIUM,NITROPRUSSIDE,ALBUMIN
123,CALCIUM GLUCONATE,HYDROCODONE,bun_min,MAGNESIUM SULF,ONDANSETRON,ONDANSETRON,bg_baseexcess_first,BISACODYL
124,inr_min,is_female,is_female,GLARGINE,MAGNESIUM SULF,AMIODARONE,HYDROCODONE,THIAMINE
125,TACROLIMUS,electivesurgery,spo2_max,CARVEDILOL,ASPIRIN,ALBUMIN,ANTICOAGULANT,LIDOCAINE
126,ASPART,MORPHINE,LORAZEPAM,FAMOTIDINE,DOCUSATE,WARFARIN,GLARGINE,NOREPINEPHRINE
127,SIMVASTATIN,ATORVASTATIN,BIOTENE,HYDROMORPHONE,LISINOPRIL,CALCIUM GLUCONATE,ALUM HYDROXIDE,MUPIROCIN
128,ALBUMIN,race_asian,HYDROCORTISONE,ASPIRIN,FAMOTIDINE,SENNOSIDES,AMIODARONE,INSULIN
129,IPRATROPIUM,IPRATROPIUM,CHLORHEXIDINE,TRAMADOL,race_black,ENOXAPARIN,PROCHLORPERAZINE,CALCIUM GLUCONATE
130,DILTIAZEM,VANCOMYCIN,ENOXAPARIN,DOCUSATE,LANTUS,ASPIRIN,NITROGLYCERIN,LACTATED RINGER
131,MAGNESIUM SULF,PERCOCET,TRAMADOL,MORPHINE,race_other,LORAZEPAM,REFRESH P.M. OP OINT,LACTULOSE
132,TRAMADOL,TRAMADOL,ONDANSETRON,is_female,GABAPENTIN,is_female,ACETAMIN,FERROUS
133,ATENOLOL,SODIUM PHOSPHATE,METOCLOPRAMIDE,HYDROCODONE,albumin_max,ALBUTEROL,PROPOFOL,is_female
134,DEXTROSE,MILK OF MAGNESIA,ZOLPIDEM,MIDAZOLAM,OXYCODONE,VANCOMYCIN,LORAZEPAM,BIOTENE
135,NOREPINEPHRINE,MINERAL,SIMVASTATIN,HYDRALAZINE,METOPROLOL,OXYCODONE,CLONIDINE,ONDANSETRON
136,SODIUM CHLORIDE,MINERAL OIL,LACTATED RINGER,TAMSULOSIN,ENOXAPARIN,MIDAZOLAM,FENTANYL,race_other
137,ACETAMIN,SODIUM POLYSTYRENE SULFONATE,PIPERACILLIN,SENNOSIDES,LORAZEPAM,MAGNESIUM SULF,CLOPIDOGREL,CEFAZOLIN
138,LEVOTHYROXINE,SPIRONOLACTONE,SODIUM BICARBONATE,electivesurgery,SODIUM PHOSPHATE,POTASSIUM CHLORIDE,IPRATROPIUM,ACETAMIN
139,OXYCODONE,SUBLIMAZE,MIDAZOLAM,DIPHENHYDRAMINE,race_asian,FUROSEMIDE,ALBUTEROL,race_black
140,MORPHINE,SUCCINYLCHOLINE,ACETAMIN,LEVETIRACETAM,HYDROMORPHONE,POLYETHYLENE GLYCOL,BISACODYL,MAGNESIUM SULF
141,DIPHENHYDRAMINE,MIDODRINE,race_black,ATORVASTATIN,LACTATED RINGER,NOREPINEPHRINE,MINERAL,FAMOTIDINE
142,PANTOPRAZOLE,TACROLIMUS,DEXMEDETOMIDINE,FENTANYL,CARVEDILOL,DEXTROSE,electivesurgery,FENTANYL
143,AMLODIPINE,METRONIDAZOLE,DOCUSATE,SODIUM BICARBONATE,CLOPIDOGREL,INSULIN,DOCUSATE,AMLODIPINE
144,METOCLOPRAMIDE,LEVOTHYROXINE,LEVOTHYROXINE,SIMVASTATIN,PROMETHAZINE,electivesurgery,LEVOTHYROXINE,DEXTROSE
145,CHLORHEXIDINE,MIDAZOLAM,NOREPINEPHRINE,DEXTROSE,NOREPINEPHRINE,PROPOFOL,SODIUM BICARBONATE,PANTOPRAZOLE
146,race_black,TAMSULOSIN,CLONIDINE,PANTOPRAZOLE,CLONAZEPAM,BISACODYL,ALPRAZOLAM,CLONIDINE
147,NITROGLYCERIN,THIAMINE,GLARGINE,LORAZEPAM,NITROGLYCERIN,PLASMA-LYTE,CEFTRIAXONE,CEFTRIAXONE
148,LISPRO,TICAGRELOR,OXYCODONE,DEXMEDETOMIDINE,LEVETIRACETAM,PHENYLEPHRINE,POLYETHYLENE GLYCOL,LISPRO
149,CEFEPIME,TIOTROPIUM,DIGOXIN,HEPARIN,KETOROLAC,PIPERACILLIN,SIMVASTATIN,NITROPRUSSIDE
150,CLOPIDOGREL,METFORMIN,NITROGLYCERIN,LISINOPRIL,POTASSIUM CHLORIDE,ALTEPLASE,DEXMEDETOMIDINE,LEVETIRACETAM
151,MIDAZOLAM,METHYLPREDNISOLONE,LEVOFLOXACIN,VANCOMYCIN,DIPHENHYDRAMINE,NAFCILLIN,DIPHENHYDRAMINE,ENOXAPARIN
152,PREDNISONE,METOCLOPRAMIDE,SODIUM CHLORIDE,METOCLOPRAMIDE,CLONIDINE,LOSARTAN,POTASSIUM CHLORIDE,SODIUM PHOSPHATE
153,RINGERS SOLUTION,PARENTERAL NUTRITION,race_other,METFORMIN,ATROPINE,MAGNESIUM HYDROXIDE,MIDAZOLAM,VITAMIN
154,ENOXAPARIN,TORADOL,CLOPIDOGREL,CLOPIDOGREL,DILTIAZEM,NARCAN,is_female,MORPHINE
155,POTASSIUM PHOSPHATE,TRANDATE,ALBUTEROL,ENOXAPARIN,MORPHINE,MUPIROCIN,FERROUS,NITROGLYCERIN
156,DOCUSATE,SIMVASTATIN,MORPHINE,PREDNISONE,PHENYLEPHRINE,NALOXONE,LISPRO,GLUCAGON
157,BISACODYL,MEPERIDINE,PROMETHAZINE,LABETALOL,MILK OF MAGNESIA,MONO-SOD,GLUCAGON,LORAZEPAM
158,PIPERACILLIN,MEROPENEM,LISINOPRIL,race_other,MINERAL,MORPHINE,METOCLOPRAMIDE,CEFEPIME
159,LORAZEPAM,MERREM,FENTANYL,IOPAMIDOL,MINERAL OIL,MOTRIN,ATORVASTATIN,CLOPIDOGREL
160,NALOXONE,TRANSDERM-SCOP,CALCIUM CARBONATE,FERROUS,MONO-SOD,VENTOLIN,CALCIUM CHLORIDE,GLUCOSE
161,PROPOFOL,TRAZODONE,HYDROCODONE,OMEPRAZOLE,MIDODRINE,PHYTONADIONE,VANCOMYCIN,MIDAZOLAM
162,LEVETIRACETAM,ULTRAM,AMLODIPINE,MAGNESIUM HYDROXIDE,MOTRIN,NEOSTIGMINE,LISINOPRIL,SIMVASTATIN
163,electivesurgery,VALIUM,METHYLPREDNISOLONE,CEFAZOLIN,METRONIDAZOLE,MILK OF MAGNESIA,FAMOTIDINE,CALCIUM CHLORIDE
164,DEXAMETHASONE,MEDROL,MAGNESIUM SULF,ACETAMIN,NEOSTIGMINE,MINERAL,LACTULOSE,HYDROCODONE
165,VITAMIN,LEVETIRACETAM,race_asian,ALBUTEROL,MIDAZOLAM,MINERAL OIL,NALOXONE,METRONIDAZOLE
166,FERROUS,MAGNESIUM HYDROXIDE,MEROPENEM,SPIRONOLACTONE,MUPIROCIN,SODIUM PHOSPHATE,HYDROCORTISONE,IPRATROPIUM
167,OMEPRAZOLE,MAGNESIUM OXIDE,HEPARIN,ZOLPIDEM,NAFCILLIN,SODIUM POLYSTYRENE SULFONATE,METOPROLOL,SODIUM BICARBONATE
168,AMIODARONE,MAGOX,HYDROMORPHONE,METRONIDAZOLE,NALOXONE,SPIRONOLACTONE,HYDRALAZINE,PROCHLORPERAZINE
169,GABAPENTIN,VASOPRESSIN,NICOTINE,MIDODRINE,MERREM,SUBLIMAZE,PANTOPRAZOLE,MAGNESIUM HYDROXIDE
170,SODIUM BICARBONATE,VENTOLIN,PNEUMOCOCCAL,MEPERIDINE,METFORMIN,MIDODRINE,FOLIC ACID,WARFARIN
171,POTASSIUM CHLORIDE,VITAMIN,GABAPENTIN,MEROPENEM,METHYLPREDNISOLONE,SUCCINYLCHOLINE,race_other,ATORVASTATIN
172,PHYTONADIONE,MAGNESIUM CHLORIDE,NALOXONE,MERREM,METOCLOPRAMIDE,TACROLIMUS,TRAMADOL,DOCUSATE
173,METHYLPREDNISOLONE,WARFARIN,MAGNESIUM HYDROXIDE,MILK OF MAGNESIA,NARCAN,TAMSULOSIN,SODIUM PHOSPHATE,PIPERACILLIN
174,GLUCAGON,LORAZEPAM,ALLOPURINOL,WARFARIN,PARENTERAL NUTRITION,THIAMINE,CEFAZOLIN,TRAMADOL
175,CEFTRIAXONE,LOSARTAN,IPRATROPIUM,ZOCOR,PNU-IMMUNE-23,MAALOX,race_black,GLARGINE
176,TRAZODONE,MAALOX,FERROUS,MINERAL OIL,PERCOCET,METHYLPREDNISOLONE,ENOXAPARIN,DIAZEPAM
177,SODIUM POLYSTYRENE SULFONATE,XANAX,MILK OF MAGNESIA,MEDROL,MEROPENEM,METOCLOPRAMIDE,INSULIN,AZITHROMYCIN
178,race_other,ZESTRIL,MINERAL,MONO-SOD,SERTRALINE,TICAGRELOR,ATROPINE,SODIUM CHLORIDE
179,FOLIC ACID,ZOCOR,MINERAL OIL,MAGNESIUM OXIDE,SODIUM POLYSTYRENE SULFONATE,METFORMIN,LEVETIRACETAM,ALLOPURINOL
180,QUETIAPINE,LISINOPRIL,MONO-SOD,MAGOX,MAGOX,TIOTROPIUM,DEXAMETHASONE,PNEUMOCOCCAL
181,LABETALOL,LISPRO,METRONIDAZOLE,NYSTATIN,MEDROL,TORADOL,PNEUMOCOCCAL,ALBUTEROL
182,LIDOCAINE,LORATADINE,MIDODRINE,LOSARTAN,SIMVASTATIN,TRAMADOL,race_hispanic,ATROPINE
183,CITALOPRAM,SODIUM BICARBONATE,MOTRIN,MAALOX,SUBLIMAZE,MEDROL,GLUCOSE,DEXMEDETOMIDINE
184,ALLOPURINOL,MONO-SOD,NAFCILLIN,MAGNESIUM CHLORIDE,MAGNESIUM OXIDE,MEPERIDINE,PRAVASTATIN SODIUM,RINGERS SOLUTION
185,INSULIN,SIMETHICONE,METFORMIN,REGLAN,SUCCINYLCHOLINE,MEROPENEM,MAGNESIUM HYDROXIDE,TIOTROPIUM
186,NYSTATIN,PHENERGAN,NARCAN,RESTORIL,TACROLIMUS,MERREM,AZITHROMYCIN,MEPERIDINE
187,PHENYLEPHRINE,PRINIVIL,MEDROL,RINGERS SOLUTION,TAMSULOSIN,TRANDATE,CARVEDILOL,METHYLPREDNISOLONE
188,LISINOPRIL,PHENYLEPHRINE,MEPERIDINE,ZESTRIL,NEOSTIGMINE METHYLSULFATE,TRANSDERM-SCOP,ALTEPLASE,PLASMA-LYTE
189,LACTULOSE,OMEPRAZOLE,MERREM,ROCURONIUM,MAGNESIUM CHLORIDE,TRAZODONE,FLUTICASONE-SALMETEROL,KETOROLAC
190,HALOPERIDOL,NITROGLYCERIN,NEOSTIGMINE,VALIUM,MAGNESIUM HYDROXIDE,ULTRAM,DIGOXIN,HYDROCORTISONE
191,MEDROL,LIPITOR,VASOPRESSIN,MINERAL,THIAMINE,MAGNESIUM OXIDE,GABAPENTIN,LEVOTHYROXINE
192,MEPERIDINE,PHYTONADIONE,MAALOX,MOTRIN,TICAGRELOR,MAGOX,CALCIUM GLUCONATE,IOPAMIDOL
193,MEROPENEM,PIPERACILLIN,PARENTERAL NUTRITION,LORATADINE,TIOTROPIUM,VALIUM,LABETALOL,OXYCODONE
194,MERREM,PLASMA-LYTE,MAGNESIUM OXIDE,ROXICODONE,TORADOL,METRONIDAZOLE,IOPAMIDOL,CALCIUM CARBONATE
195,METFORMIN,NYSTATIN,MAGOX,NITROPRUSSIDE,NITROPRUSSIDE,VASOPRESSIN,HALOPERIDOL,LABETALOL
196,NICARDIPINE,PLAVIX,TORADOL,SEROQUEL,NORVASC,LIPITOR,NOREPINEPHRINE,ZOLPIDEM
197,MILK OF MAGNESIA,NORMODYNE,SODIUM PHOSPHATE,NICOTINE,TRAMADOL,NEOSTIGMINE METHYLSULFATE,KETOROLAC,MAGNESIUM OXIDE
198,MAGOX,OXYCODONE,SODIUM POLYSTYRENE SULFONATE,XANAX,TRANDATE,MAGNESIUM CHLORIDE,CEFEPIME,MINERAL
199,MIDODRINE,NORVASC,MUPIROCIN,NITRO-BID,TRANSDERM-SCOP,LORATADINE,TACROLIMUS,PROPOFOL
200,MINERAL,PNEUMOCOCCAL,NEURONTIN,NITROGLYCERIN,TRAZODONE,VITAMIN,OXYCODONE,CHLORHEXIDINE
201,NARCAN,PNU-IMMUNE-23,NEOSTIGMINE METHYLSULFATE,SERTRALINE,NYSTATIN,NORVASC,METHYLPREDNISOLONE,PRILOCAINE
202,NEXTERONE,POTASSIUM PHOSPHATE,SPIRONOLACTONE,SIMETHICONE,NEURONTIN,NYSTATIN,PREDNISONE,SPIRONOLACTONE
203,PARENTERAL NUTRITION,NITROPRUSSIDE,SUBLIMAZE,NICARDIPINE,NORMODYNE,XANAX,MONO-SOD,NALOXONE
204,ASCORBIC ACID,NORCO,SUCCINYLCHOLINE,NICODERM,ULTRAM,ZESTRIL,ZOLPIDEM,FOLIC ACID
