col_name,Agg
HYDRALAZINE,1.9236911426929229
lactate_last,1.8897844519032145
meanbp_last,1.8173927315684861
bg_pao2fio2ratio_max,1.7012770239087764
bg_paco2_last,1.6658873945970933
TRAMADOL,1.6492079380968334
LEVETIRACETAM,1.5991057304555014
PIPERACILLIN,1.5365599882393526
ASPART,1.5109712663134625
PHENYLEPHRINE,1.4990534423509085
bicarbonate_max,1.495856810975293
inr_last,1.476929613845271
bilirubin_first,1.474874523508634
potassium_first,1.458841539325733
GLUCOSE,1.4470886519420094
METOPROLOL,1.3975532984121126
urineoutput_sum,1.378528805978585
calcium_max,1.3651521719748767
OMEPRAZOLE,1.2088439291589241
bg_pao2fio2ratio_last,1.1817819842374122
bicarbonate_first,1.094644968472517
spo2_min,1.0762643402082457
bilirubin_last,1.067886828042845
bicarbonate_last,1.0164209499126022
inr_first,0.9711627450350591
GLUCAGON,0.9200003201308771
VITAMIN,0.9149584723296098
heartrate_first,0.9065335775779246
AMLODIPINE,0.8997979816542371
LABETALOL,0.8809194552167869
MUPIROCIN,0.8207756614673607
bg_paco2_max,0.8081961810032432
LACTATED RINGER,0.7804322513838982
bg_pao2_min,0.7746879486283972
resprate_max,0.7658209065508638
CLOPIDOGREL,0.7586103813127071
ALUM HYDROXIDE,0.7351958986134106
MAGNESIUM HYDROXIDE,0.7190144740212441
sodium_last,0.7170023874988541
LORAZEPAM,0.6680728953472377
DEXMEDETOMIDINE,0.6266497449782141
diasbp_first,0.6214624551348108
RINGERS SOLUTION,0.6053399591941331
MAGNESIUM SULF,0.6003039152060894
bg_baseexcess_min,0.5901272697703088
sysbp_min,0.5600457575603504
POLYETHYLENE GLYCOL,0.5501295276870827
calcium_min,0.5381410566178045
TAMSULOSIN,0.5294574454056119
DIPHENHYDRAMINE,0.5094312425353333
hematocrit_max,0.5094168924610751
ZOLPIDEM,0.4974119360373185
PROCHLORPERAZINE,0.48812878590419573
diasbp_max,0.472842659380287
LIDOCAINE,0.4700334812300545
bilirubin_min,0.45196179168299555
LEVOFLOXACIN,0.44850452885788517
FOLIC ACID,0.44757213698508386
DIAZEPAM,0.43622711852892704
spo2_max,0.43295957658456474
ALBUTEROL,0.4270065872116615
resprate_last,0.37185214203747485
NALOXONE,0.3664744316974384
IPRATROPIUM,0.33278044367708237
race_asian,0.30766150010402044
NITROGLYCERIN,0.30292673426087285
inr_min,0.2877709612874384
METOCLOPRAMIDE,0.28764317420114116
NITROPRUSSIDE,0.27469527173229447
GABAPENTIN,0.26058896135222914
lactate_max,0.24245977576444208
CEFTRIAXONE,0.23494136636652604
THIAMINE,0.2348316101329443
CEFEPIME,0.23262012861368409
SIMVASTATIN,0.23095392272570017
CLONIDINE,0.20612027807905772
CALCIUM GLUCONATE,0.20471501028635897
bg_paco2_first,0.20199499168887167
HYDROCORTISONE,0.20115491684119763
CLONAZEPAM,0.19941565203707895
diasbp_min,0.19544617232028502
NYSTATIN,0.19355082517654865
INSULIN DETEMIR,0.18176853643221172
MONO-SOD,0.15684143091057362
TICAGRELOR,0.1519016764051052
ENOXAPARIN,0.14896458204920407
HALOPERIDOL,0.14670161489429884
DEXAMETHASONE,0.13790921401862705
FERROUS,0.129890528687498
race_hispanic,0.12023006100015468
ROCURONIUM,0.11889266789550974
LEVOTHYROXINE,0.11523528555960107
LISINOPRIL,0.114730787249658
AMINOCAPROIC ACID,0.11465421210330419
AZITHROMYCIN,0.11160067001241605
CALCIUM CHLORIDE,0.10777341594836053
TIOTROPIUM,0.10192698096674407
KETOROLAC,0.09635851902060491
LOSARTAN,0.08642362760066576
LACTULOSE,0.08519594374866579
heartrate_max,0.08213388572564394
DILTIAZEM,0.0812585944687105
ALPRAZOLAM,0.07961123251267231
PHYTONADIONE,0.07791481671700787
MINERAL,0.07722414141830973
PNEUMOCOCCAL,0.0755725998452322
ISOSORBIDE,0.07437608194963284
lactate_first,0.07338676663726668
SERTRALINE,0.07211262124426404
SODIUM PHOSPHATE,0.06919900755171572
FAMOTIDINE,0.06714712459058313
CALCIUM CARBONATE,0.06412384914949273
PRILOCAINE,0.06403566718894126
MEROPENEM,0.06342301234693987
ALLOPURINOL,0.06335098097640394
MAGNESIUM OXIDE,0.06203842349990504
NICOTINE,0.05931655271827228
METHYLPREDNISOLONE,0.05925557427750876
MEPERIDINE,0.05766823170295924
SPIRONOLACTONE,0.05642624320768819
GLARGINE,0.05446021938045727
TACROLIMUS,0.052122355493648756
CITALOPRAM,0.04809364128308899
INFLUENZA VAC,0.04760177279408237
DIGOXIN,0.047383082682673085
BIOTENE,0.047368542833186617
ANTICOAGULANT,0.046922615906186134
QUETIAPINE,0.04330315580799078
WARFARIN,0.040219750903345355
CARVEDILOL,0.03966300895360012
HYDROCHLOROTHIAZIDE,0.039436215075363504
METRONIDAZOLE,0.03826158057946476
SODIUM POLYSTYRENE SULFONATE,0.037898985719411936
SODIUM BICARBONATE,0.037565438394266785
LANTUS,0.03689767093439624
IBUPROFEN,0.03586588376137244
NEOSTIGMINE METHYLSULFATE,0.03499505771301982
MIDODRINE,0.03477655696348286
IOPAMIDOL,0.03337540209694018
PREDNISONE,0.03134175539700462
ALTEPLASE,0.028486754756129988
BACITRACIN,0.026532503751882153
CIPROFLOXACIN,0.025837243910366244
GUAIFENESIN,0.024333335437408492
POTASSIUM PHOSPHATE,0.023792503568557034
PROMETHAZINE,0.02365668408005434
GLYCOPYRROLATE,0.023250795381823727
ATROPINE,0.022955234040921643
ATENOLOL,0.016013144936356256
REFRESH P.M. OP OINT,0.00862296124014265
METFORMIN,0.00845969363271972
PRAVASTATIN SODIUM,0.008254623101246222
FLUTICASONE-SALMETEROL,0.007711771035748485
PLASMA-LYTE,0.004718923121931192
LORATADINE,0.0033460825605905464
SUBLIMAZE,0.0
XANAX,0.0
ZESTRIL,0.0
PHENERGAN,0.0
PERCOCET,0.0
PARENTERAL NUTRITION,0.0
VENTOLIN,0.0
ZOCOR,0.0
PLAVIX,0.0
PRECEDEX,0.0
SEROQUEL,0.0
ULTRAM,0.0
TORADOL,0.0
TRAZODONE,0.0
SIMETHICONE,0.0
SUCCINYLCHOLINE,0.0
PULMICORT RESPULE,0.0
REGLAN,0.0
PRINIVIL,0.0
PNU-IMMUNE-23,0.0
RESTORIL,0.0
VALIUM,0.0
ADVAIR DISKUS,0.0
TRANSDERM-SCOP,0.0
TRANDATE,0.0
VASOPRESSIN,0.0
ROXICODONE,0.0
CETIRIZINE,0.0
OPTIRAY,0.0
NORVASC,0.0
INFUVITE,0.0
IMDUR,0.0
BUMETANIDE,0.0
BUMEX,0.0
HUMULIN,0.0
BUMINATE,0.0
HALDOL,0.0
GLUCAGEN,0.0
FLUMAZENIL,0.0
FLOMAX,0.0
FLAGYL,0.0
CARDIZEM,0.0
FAT EMULSION,0.0
ETOMIDATE,0.0
EPINEPHRINE,0.0
EPHEDRINE,0.0
ECOTRIN,0.0
DOPAMINE,0.0
DIPRIVAN,0.0
CATAPRES,0.0
DELTASONE,0.0
DEFINITY,0.0
DECADRON,0.0
COZAAR,0.0
COREG,0.0
COMPAZINE,0.0
CEPHULAC,0.0
CLINDAMYCIN,0.0
CISATRACURIUM,0.0
BAYER CHEWABLE,0.0
IOHEXOL,0.0
KAYCIEL,0.0
MILK OF MAGNESIA,0.0
NORMODYNE,0.0
NORCO,0.0
NITRO-BID,0.0
NICODERM,0.0
NICARDIPINE,0.0
NEXTERONE,0.0
NEURONTIN,0.0
NEOSTIGMINE,0.0
NARCAN,0.0
NAFCILLIN,0.0
MOTRIN,0.0
AMBIEN,0.0
MINERAL OIL,0.0
MERREM,0.0
KAYEXALATE,0.0
MEDROL,0.0
MAGOX,0.0
APRESOLINE,0.0
ASCORBIC ACID,0.0
MAGNESIUM CHLORIDE,0.0
MAALOX,0.0
LIPITOR,0.0
ATROVENT,0.0
LEVEMIR,0.0
LEVAQUIN,0.0
LANOXIN,0.0
KLONOPIN,0.0
KEPPRA,0.0
ZOSYN,0.0
