,420,122,243,252,458,199,73,Agg
62,glucose_first,bilirubin_first,hemoglobin_last,platelet_first,ONDANSETRON,inr_max,resprate_max,bg_paco2_max
63,heartrate_min,meanbp_min,wbc_max,wbc_min,creatinine_first,spo2_last,resprate_last,bilirubin_last
64,bg_pao2_last,platelet_max,bilirubin_last,lactate_min,bilirubin_min,bg_ph_last,bun_max,resprate_min
65,bg_ph_max,albumin_first,tempc_last,diasbp_last,sysbp_last,bg_pao2_first,potassium_first,diasbp_last
66,FAMOTIDINE,spo2_first,DOCUSATE,hemoglobin_max,sodium_last,bg_pao2fio2ratio_max,platelet_last,platelet_min
67,potassium_min,tempc_max,ALPRAZOLAM,bg_baseexcess_first,heartrate_max,inr_last,bg_ph_first,BIOTENE
68,creatinine_first,hematocrit_max,hematocrit_last,hemoglobin_last,hemoglobin_last,meanbp_first,heartrate_last,wbc_last
69,spo2_max,spo2_max,albumin_last,bg_pao2_min,sysbp_first,hematocrit_first,bilirubin_last,meanbp_max
70,bg_paco2_last,hematocrit_first,bg_ph_first,bg_pao2_first,bg_ph_last,OMEPRAZOLE,sodium_first,potassium_max
71,diasbp_max,urineoutput_sum,hematocrit_min,MAGNESIUM HYDROXIDE,albumin_min,bg_baseexcess_min,sysbp_min,bg_pao2fio2ratio_first
72,BMI,bg_paco2_first,wbc_min,bun_max,wbc_max,sysbp_last,ALBUMIN,creatinine_min
73,spo2_last,SODIUM CHLORIDE,calcium_min,hemoglobin_first,diasbp_max,bg_paco2_last,meanbp_last,lactate_first
74,bg_pao2fio2ratio_last,heartrate_first,bg_paco2_last,platelet_last,bg_paco2_first,bg_baseexcess_max,bg_ph_min,OMEPRAZOLE
75,wbc_first,bg_pao2_min,bg_paco2_max,diasbp_first,bg_pao2fio2ratio_max,bg_ph_first,HEPARIN,wbc_min
76,lactate_max,bg_baseexcess_first,bicarbonate_first,bilirubin_max,bg_ph_max,bg_paco2_max,bilirubin_first,glucose_last
77,tempc_last,bg_baseexcess_min,meanbp_min,hematocrit_last,platelet_first,SODIUM CHLORIDE,bg_pao2fio2ratio_min,meanbp_last
78,resprate_min,glucose_last,lactate_max,sysbp_min,diasbp_first,resprate_min,tempc_min,hematocrit_first
79,hemoglobin_last,tempc_last,calcium_first,meanbp_max,calcium_last,albumin_first,bg_pao2_min,bg_baseexcess_last
80,bg_baseexcess_last,inr_min,wbc_last,calcium_first,sodium_first,diasbp_max,sysbp_last,sodium_last
81,heartrate_last,bg_baseexcess_last,bg_ph_max,tempc_min,tempc_max,resprate_first,bg_baseexcess_last,wbc_max
82,calcium_first,BMI,sysbp_last,bun_min,calcium_first,age,diasbp_first,sysbp_first
83,meanbp_min,bg_pao2fio2ratio_last,heartrate_last,inr_min,wbc_first,sodium_first,bg_pao2_max,bg_ph_last
84,PROPOFOL,lactate_last,bg_baseexcess_first,albumin_min,LEVOTHYROXINE,bicarbonate_first,hematocrit_last,albumin_min
85,inr_last,bg_paco2_last,albumin_first,calcium_last,bg_baseexcess_min,bicarbonate_min,ANTICOAGULANT,CALCIUM CHLORIDE
86,spo2_first,meanbp_max,platelet_last,bun_first,NOREPINEPHRINE,hemoglobin_last,bicarbonate_max,diasbp_min
87,bg_ph_last,race_other,SENNOSIDES,spo2_first,lactate_first,tempc_last,platelet_first,sodium_first
88,sysbp_max,bicarbonate_first,hemoglobin_min,wbc_last,platelet_max,sodium_last,albumin_first,tempc_max
89,bg_baseexcess_first,tempc_min,platelet_first,heartrate_first,potassium_last,meanbp_max,sysbp_max,bg_pao2_last
90,NOREPINEPHRINE,sysbp_first,glucose_last,diasbp_min,bg_baseexcess_last,bilirubin_last,PROPOFOL,wbc_first
91,spo2_min,bilirubin_last,sodium_last,bg_ph_min,sysbp_max,AMIODARONE,inr_first,spo2_last
92,hematocrit_max,resprate_first,bg_baseexcess_min,bilirubin_first,bg_pao2_min,potassium_max,spo2_min,bg_pao2fio2ratio_last
93,sysbp_last,tempc_first,resprate_last,potassium_first,spo2_min,ASPIRIN,CARVEDILOL,PROPOFOL
94,diasbp_first,spo2_min,bg_baseexcess_last,creatinine_first,inr_last,IPRATROPIUM,bg_paco2_min,sysbp_min
95,tempc_first,sysbp_last,resprate_min,resprate_min,spo2_first,MORPHINE,bg_pao2fio2ratio_first,calcium_max
96,lactate_min,sodium_first,lactate_first,glucose_min,bg_ph_first,spo2_max,bg_pao2_first,lactate_min
97,sodium_first,resprate_min,sodium_max,bilirubin_last,heartrate_min,calcium_max,hemoglobin_first,BMI
98,age,sysbp_max,THIAMINE,inr_last,bg_baseexcess_first,glucose_first,ALBUTEROL,sysbp_last
99,bg_paco2_min,albumin_max,sodium_min,PROPOFOL,GLUCOSE,potassium_last,bg_baseexcess_first,albumin_first
