,420,122,243,252,458,199,73,Agg
96,CEFTRIAXONE,inr_min,bg_pao2fio2ratio_last,bg_baseexcess_min,lactate_first,calcium_max,PANTOPRAZOLE,CHLORHEXIDINE
97,VITAMIN,LABETALOL,bg_pao2_min,platelet_last,calcium_first,bg_pao2fio2ratio_min,bg_pao2_first,race_black
98,MORPHINE,bg_pao2_min,NITROGLYCERIN,bg_baseexcess_max,bun_max,platelet_first,bg_baseexcess_last,race_other
99,bg_ph_last,bicarbonate_first,platelet_max,bg_pao2_max,sysbp_last,bg_pao2_first,ALBUTEROL,hematocrit_first
100,bun_min,bg_paco2_max,LORAZEPAM,bg_baseexcess_first,hematocrit_last,SENNOSIDES,spo2_first,bg_paco2_last
101,bg_ph_max,meanbp_min,creatinine_max,wbc_min,LORAZEPAM,electivesurgery,albumin_last,bg_ph_min
102,sodium_first,inr_max,age,calcium_first,hemoglobin_first,bg_paco2_last,bg_paco2_max,albumin_first
103,bicarbonate_min,sodium_max,sodium_min,sodium_first,race_black,bg_baseexcess_last,BISACODYL,spo2_min
104,albumin_last,wbc_last,OXYCODONE,bun_last,hematocrit_first,sysbp_last,MAGNESIUM HYDROXIDE,LISPRO
105,hemoglobin_last,bg_ph_max,sodium_last,ALBUMIN,wbc_max,DEXTROSE,glucose_first,calcium_max
106,bg_ph_min,bilirubin_first,MORPHINE,bg_paco2_max,bg_pao2_last,potassium_min,REFRESH P.M. OP OINT,potassium_first
107,bun_first,heartrate_first,heartrate_min,bg_ph_min,BISACODYL,bilirubin_last,MIDAZOLAM,FAMOTIDINE
108,bg_pao2_last,ACETAMIN,PROPOFOL,lactate_first,ENOXAPARIN,MIDAZOLAM,CLONIDINE,glucose_first
109,bun_max,hematocrit_last,hematocrit_max,bilirubin_first,albumin_min,potassium_last,inr_last,bg_pao2fio2ratio_first
110,inr_min,race_black,race_black,hematocrit_last,sodium_first,bilirubin_max,PROCHLORPERAZINE,LABETALOL
111,bg_baseexcess_min,ZOLPIDEM,wbc_first,METOCLOPRAMIDE,bg_baseexcess_min,bicarbonate_last,bg_paco2_first,lactate_first
112,CHLORHEXIDINE,bun_max,race_other,hemoglobin_max,bicarbonate_first,OXYCODONE,DOCUSATE,ENOXAPARIN
113,bg_baseexcess_last,LIDOCAINE,ALBUTEROL,platelet_max,platelet_first,inr_first,meanbp_first,lactate_min
114,FENTANYL,bilirubin_min,bg_baseexcess_first,sodium_min,hemoglobin_last,PIPERACILLIN,calcium_min,bg_ph_first
115,bg_paco2_min,lactate_last,MIDAZOLAM,CLOPIDOGREL,FAMOTIDINE,hematocrit_max,wbc_last,PIPERACILLIN
116,inr_first,spo2_first,bicarbonate_max,bg_ph_last,ALBUTEROL,CALCIUM GLUCONATE,bicarbonate_last,wbc_last
117,meanbp_min,glucose_max,glucose_last,wbc_max,wbc_last,bilirubin_first,bilirubin_last,tempc_min
118,potassium_first,calcium_max,bicarbonate_first,inr_max,bg_paco2_first,hemoglobin_max,LIDOCAINE,NITROGLYCERIN
119,LISPRO,wbc_min,hematocrit_first,bg_pao2_last,bg_paco2_max,bg_pao2_last,bg_baseexcess_max,HYDROMORPHONE
120,SENNOSIDES,wbc_max,bun_min,bun_first,POTASSIUM CHLORIDE,PROPOFOL,MUPIROCIN,platelet_max
121,albumin_max,glucose_first,sodium_first,calcium_min,wbc_first,inr_max,wbc_max,sodium_last
122,PROPOFOL,bg_baseexcess_min,bg_pao2fio2ratio_first,hemoglobin_first,bg_baseexcess_last,resprate_last,METOPROLOL,AMIODARONE
123,wbc_first,bilirubin_max,spo2_max,bg_paco2_last,heartrate_max,ASPART,wbc_min,LEVETIRACETAM
124,THIAMINE,albumin_last,potassium_last,platelet_min,CLOPIDOGREL,hemoglobin_first,CLOPIDOGREL,GLUCAGON
125,bun_last,lactate_min,NOREPINEPHRINE,albumin_last,heartrate_min,ONDANSETRON,calcium_max,bun_first
126,lactate_max,ATORVASTATIN,ZOLPIDEM,inr_min,hemoglobin_min,platelet_min,bg_pao2fio2ratio_last,NOREPINEPHRINE
127,inr_last,albumin_min,albumin_max,bg_paco2_first,bun_min,inr_min,race_hispanic,resprate_first
128,POTASSIUM PHOSPHATE,MORPHINE,bicarbonate_last,LABETALOL,MORPHINE,inr_last,potassium_min,ZOLPIDEM
129,bg_pao2_min,AMLODIPINE,bun_first,HEPARIN,spo2_min,creatinine_first,hematocrit_last,HYDRALAZINE
130,hematocrit_min,AMIODARONE,bg_pao2_max,inr_first,albumin_last,VANCOMYCIN,NALOXONE,inr_min
131,METRONIDAZOLE,INSULIN DETEMIR,diasbp_max,lactate_min,IPRATROPIUM,bg_pao2fio2ratio_first,calcium_last,IPRATROPIUM
132,glucose_first,bilirubin_last,GLARGINE,LORAZEPAM,ATORVASTATIN,sodium_first,bilirubin_max,creatinine_max
133,LABETALOL,IPRATROPIUM,wbc_last,wbc_last,CARVEDILOL,bg_baseexcess_min,BMI,bilirubin_max
134,KETOROLAC,POLYETHYLENE GLYCOL,AMIODARONE,NOREPINEPHRINE,inr_max,hemoglobin_min,race_black,HYDROCODONE
135,ASPART,NITROGLYCERIN,DEXTROSE,DIPHENHYDRAMINE,FENTANYL,bg_baseexcess_first,CALCIUM GLUCONATE,CEFAZOLIN
136,heartrate_min,FAMOTIDINE,inr_last,bilirubin_max,LACTATED RINGER,hematocrit_min,inr_min,wbc_first
137,INSULIN,DOCUSATE,HYDROCODONE,race_black,GLUCOSE,bg_baseexcess_max,MONO-SOD,sodium_max
138,ATORVASTATIN,VITAMIN,bg_paco2_last,potassium_first,inr_first,POLYETHYLENE GLYCOL,bg_pao2_last,MORPHINE
139,IPRATROPIUM,HYDROCODONE,calcium_first,SODIUM BICARBONATE,HYDRALAZINE,albumin_min,platelet_max,inr_last
140,albumin_min,PREDNISONE,INSULIN,race_other,HYDROMORPHONE,hematocrit_last,creatinine_first,ATORVASTATIN
141,OMEPRAZOLE,LACTULOSE,SENNOSIDES,MAGNESIUM HYDROXIDE,hematocrit_max,PHENYLEPHRINE,DEXTROSE,bilirubin_first
142,platelet_first,FOLIC ACID,bg_baseexcess_max,LISINOPRIL,ASPIRIN,CEFTRIAXONE,bicarbonate_first,platelet_min
143,HYDROCORTISONE,race_asian,METOCLOPRAMIDE,DEXMEDETOMIDINE,LEVOTHYROXINE,bg_paco2_max,METHYLPREDNISOLONE,CALCIUM CHLORIDE
144,wbc_min,WARFARIN,bilirubin_min,LEVOTHYROXINE,VANCOMYCIN,ENOXAPARIN,ONDANSETRON,bg_pao2_max
145,PHYTONADIONE,MIDAZOLAM,glucose_first,METHYLPREDNISOLONE,SODIUM PHOSPHATE,BISACODYL,ATORVASTATIN,LISINOPRIL
146,HYDROMORPHONE,MIDODRINE,DEXMEDETOMIDINE,bilirubin_last,LISINOPRIL,THIAMINE,NITROGLYCERIN,bun_min
147,bilirubin_first,MILK OF MAGNESIA,hemoglobin_max,bilirubin_min,HYDROCODONE,bg_ph_last,PROPOFOL,GLUCOSE
148,BISACODYL,MINERAL,inr_min,calcium_max,ZOLPIDEM,NOREPINEPHRINE,LEVOTHYROXINE,CALCIUM GLUCONATE
149,CEFAZOLIN,NEOSTIGMINE,diasbp_min,PROPOFOL,OXYCODONE,WARFARIN,VANCOMYCIN,AMLODIPINE
150,LIDOCAINE,MINERAL OIL,AMLODIPINE,bg_pao2fio2ratio_last,GABAPENTIN,FOLIC ACID,platelet_min,DEXMEDETOMIDINE
151,AMINOCAPROIC ACID,MERREM,sysbp_min,TRAMADOL,AMIODARONE,NITROGLYCERIN,hematocrit_first,bilirubin_last
152,GABAPENTIN,METFORMIN,GABAPENTIN,MEROPENEM,MEPERIDINE,HYDROMORPHONE,bg_baseexcess_first,sysbp_min
153,lactate_last,METHYLPREDNISOLONE,CLOPIDOGREL,SIMVASTATIN,ALPRAZOLAM,CEFEPIME,bg_pao2_max,inr_first
154,DIPHENHYDRAMINE,METRONIDAZOLE,PIPERACILLIN,GABAPENTIN,THIAMINE,LEVETIRACETAM,VITAMIN,MAGNESIUM HYDROXIDE
155,platelet_min,MOTRIN,ACETAMIN,wbc_first,PROMETHAZINE,MEROPENEM,lactate_last,THIAMINE
156,ALBUMIN,MUPIROCIN,creatinine_first,hemoglobin_last,NOREPINEPHRINE,ALTEPLASE,TRAMADOL,NITROPRUSSIDE
157,TRAZODONE,NAFCILLIN,METHYLPREDNISOLONE,GLARGINE,DIPHENHYDRAMINE,ALBUMIN,NICARDIPINE,PANTOPRAZOLE
158,DEXTROSE,NALOXONE,LEVOTHYROXINE,bg_pao2fio2ratio_first,KETOROLAC,MORPHINE,LABETALOL,bun_max
159,lactate_min,MEDROL,FERROUS,HYDROMORPHONE,MAGNESIUM OXIDE,race_other,PIPERACILLIN,REFRESH P.M. OP OINT
160,inr_max,MEPERIDINE,LACTATED RINGER,LEVOFLOXACIN,MAGNESIUM SULF,race_black,bg_paco2_last,ONDANSETRON
161,GLUCOSE,MEROPENEM,THIAMINE,platelet_first,SODIUM BICARBONATE,LORAZEPAM,bilirubin_first,LORAZEPAM
162,hemoglobin_max,NARCAN,SIMVASTATIN,AMLODIPINE,ATROPINE,INFUVITE,METOCLOPRAMIDE,CARVEDILOL
163,DIAZEPAM,PARENTERAL NUTRITION,TIOTROPIUM,inr_last,VITAMIN,race_hispanic,bg_baseexcess_min,MIDAZOLAM
164,FOLIC ACID,XANAX,LISINOPRIL,TAMSULOSIN,NALOXONE,PREDNISONE,FERROUS,PROPOFOL
165,LEVETIRACETAM,MAGOX,HYDROCHLOROTHIAZIDE,IOPAMIDOL,DIAZEPAM,race_asian,DEXAMETHASONE,METRONIDAZOLE
166,race_other,PERCOCET,MAGNESIUM SULF,PIPERACILLIN,LANTUS,MERREM,MINERAL,PHENYLEPHRINE
167,LACTULOSE,METOCLOPRAMIDE,WARFARIN,NITROGLYCERIN,NITROGLYCERIN,MEPERIDINE,PNEUMOCOCCAL,ATROPINE
168,sysbp_first,MAGNESIUM CHLORIDE,PNEUMOCOCCAL,ENOXAPARIN,TAMSULOSIN,OPTIRAY,LEVETIRACETAM,LACTATED RINGER
169,bilirubin_min,MAGNESIUM HYDROXIDE,bg_ph_min,CARVEDILOL,CLONIDINE,MEDROL,DIPHENHYDRAMINE,urineoutput_sum
170,SODIUM BICARBONATE,MAGNESIUM OXIDE,LEVOFLOXACIN,HYDROCHLOROTHIAZIDE,race_asian,NORVASC,albumin_max,FERROUS
171,NALOXONE,TORADOL,PROMETHAZINE,TICAGRELOR,FOLIC ACID,PARENTERAL NUTRITION,CARVEDILOL,ALUM HYDROXIDE
172,PREDNISONE,SODIUM BICARBONATE,ISOSORBIDE,FOLIC ACID,SENNOSIDES,MIDODRINE,inr_first,spo2_last
173,TACROLIMUS,SODIUM PHOSPHATE,HYDROMORPHONE,LEVETIRACETAM,PHENYLEPHRINE,METRONIDAZOLE,ATROPINE,KETOROLAC
174,METOCLOPRAMIDE,SODIUM POLYSTYRENE SULFONATE,SPIRONOLACTONE,FERROUS,METOCLOPRAMIDE,METFORMIN,platelet_first,TRAMADOL
175,DEXAMETHASONE,NEXTERONE,DIAZEPAM,METFORMIN,HALOPERIDOL,METHYLPREDNISOLONE,NITROPRUSSIDE,VITAMIN
176,NITROGLYCERIN,MONO-SOD,DIPHENHYDRAMINE,LISPRO,DILTIAZEM,MINERAL,METRONIDAZOLE,CLONIDINE
177,bilirubin_max,NEOSTIGMINE METHYLSULFATE,PREDNISONE,THIAMINE,ETOMIDATE,NORMODYNE,bg_pao2fio2ratio_first,LACTULOSE
178,HYDRALAZINE,SPIRONOLACTONE,TICAGRELOR,VITAMIN,ROCURONIUM,NEURONTIN,CEFTRIAXONE,ASPART
179,CEFEPIME,SUBLIMAZE,HYDROCORTISONE,AMIODARONE,AMLODIPINE,NARCAN,FOLIC ACID,ALPRAZOLAM
180,race_black,SUCCINYLCHOLINE,LORATADINE,DIAZEPAM,AZITHROMYCIN,METOCLOPRAMIDE,CALCIUM CHLORIDE,LEVOFLOXACIN
181,LISINOPRIL,NYSTATIN,POLYETHYLENE GLYCOL,ZOLPIDEM,CITALOPRAM,NYSTATIN,hematocrit_min,hematocrit_min
182,METHYLPREDNISOLONE,TACROLIMUS,FOLIC ACID,ALPRAZOLAM,CLONAZEPAM,MILK OF MAGNESIA,GLARGINE,OXYCODONE
183,SIMVASTATIN,OMEPRAZOLE,DIGOXIN,SERTRALINE,SPIRONOLACTONE,NEOSTIGMINE METHYLSULFATE,hematocrit_max,RINGERS SOLUTION
184,QUETIAPINE,NORCO,TAMSULOSIN,WARFARIN,SIMVASTATIN,NICARDIPINE,albumin_min,TAMSULOSIN
185,AMIODARONE,NOREPINEPHRINE,IPRATROPIUM,ALLOPURINOL,LIDOCAINE,NICODERM,SIMVASTATIN,PREDNISONE
186,MAGNESIUM OXIDE,NORMODYNE,GUAIFENESIN,DEXAMETHASONE,FERROUS,NEXTERONE,SODIUM PHOSPHATE,OMEPRAZOLE
187,ATENOLOL,TAMSULOSIN,LOSARTAN,CALCIUM CARBONATE,PIPERACILLIN,NICOTINE,LISINOPRIL,NALOXONE
188,TRAMADOL,THIAMINE,ALUM HYDROXIDE,ALUM HYDROXIDE,DIGOXIN,NEOSTIGMINE,KETOROLAC,WARFARIN
189,CLOPIDOGREL,TICAGRELOR,MEROPENEM,NICOTINE,IBUPROFEN,NITRO-BID,HALOPERIDOL,CEFTRIAXONE
190,AZITHROMYCIN,TIOTROPIUM,ALLOPURINOL,ATORVASTATIN,PREDNISONE,NALOXONE,PREDNISONE,NICARDIPINE
191,HALOPERIDOL,OXYCODONE,LEVETIRACETAM,PREDNISONE,ALLOPURINOL,MINERAL OIL,LEVOFLOXACIN,ALLOPURINOL
192,bilirubin_last,OPTIRAY,CALCIUM CARBONATE,OXYCODONE,ATENOLOL,NITROPRUSSIDE,ALLOPURINOL,AZITHROMYCIN
193,AMLODIPINE,NEURONTIN,CLONIDINE,TRAZODONE,POTASSIUM PHOSPHATE,NAFCILLIN,OXYCODONE,LEVOTHYROXINE
194,TAMSULOSIN,TRAMADOL,TRAMADOL,CEFTRIAXONE,LACTULOSE,NORCO,THIAMINE,DIPHENHYDRAMINE
195,CALCIUM CARBONATE,SIMETHICONE,NALOXONE,LACTATED RINGER,CALCIUM CARBONATE,MUPIROCIN,lactate_max,PLASMA-LYTE
196,CLONAZEPAM,TRANDATE,CIPROFLOXACIN,ALTEPLASE,WARFARIN,MOTRIN,LACTULOSE,MINERAL
197,platelet_max,NITRO-BID,TRAZODONE,SPIRONOLACTONE,DEXAMETHASONE,MONO-SOD,HYDROCORTISONE,METHYLPREDNISOLONE
198,IBUPROFEN,TRANSDERM-SCOP,SODIUM BICARBONATE,CLONIDINE,NITRO-BID,PANTOPRAZOLE,IOPAMIDOL,FLUTICASONE-SALMETEROL
199,GLUCAGON,TRAZODONE,MAGNESIUM OXIDE,MAGNESIUM OXIDE,MUPIROCIN,TIOTROPIUM,NOREPINEPHRINE,FOLIC ACID
200,NYSTATIN,ULTRAM,ALTEPLASE,DIGOXIN,MOTRIN,PERCOCET,ANTICOAGULANT,TRAZODONE
201,ALPRAZOLAM,VALIUM,MIDODRINE,AZITHROMYCIN,PARENTERAL NUTRITION,SODIUM BICARBONATE,ZOLPIDEM,POTASSIUM PHOSPHATE
202,DIGOXIN,NITROPRUSSIDE,DEXAMETHASONE,PARENTERAL NUTRITION,OPTIRAY,SODIUM POLYSTYRENE SULFONATE,ALPRAZOLAM,SODIUM BICARBONATE
203,ROCURONIUM,NICARDIPINE,SERTRALINE,CEFEPIME,NAFCILLIN,SPIRONOLACTONE,AMIODARONE,HYDROCORTISONE
