,420,122,243,252,458,199,73,Agg
16,tempc_last,MAGNESIUM SULF,spo2_first,heartrate_last,meanbp_min,diasbp_last,FAMOTIDINE,hemoglobin_min
17,ONDANSETRON,PANTOPRAZOLE,CHLORHEXIDINE,sysbp_min,glucose_first,resprate_max,sysbp_min,hemoglobin_last
18,heartrate_first,creatinine_min,diasbp_last,PANTOPRAZOLE,glucose_min,glucose_min,GLUCAGON,platelet_first
19,wbc_max,potassium_min,creatinine_last,bg_pao2_first,meanbp_last,bicarbonate_min,resprate_min,INSULIN
20,meanbp_last,hemoglobin_min,resprate_last,albumin_first,diasbp_min,bg_pao2fio2ratio_max,hemoglobin_min,POTASSIUM CHLORIDE
21,creatinine_first,ALBUTEROL,VANCOMYCIN,SODIUM CHLORIDE,is_female,resprate_min,urineoutput_sum,tempc_max
22,bicarbonate_last,bg_paco2_last,ASPIRIN,HYDROCODONE,creatinine_first,heartrate_max,HYDROMORPHONE,bun_last
23,hemoglobin_first,bg_pao2_first,bun_last,SENNOSIDES,creatinine_max,sysbp_first,electivesurgery,glucose_max
24,calcium_max,bun_last,creatinine_min,sysbp_first,sysbp_min,sodium_min,diasbp_max,creatinine_max
25,resprate_first,hematocrit_min,diasbp_first,ACETAMIN,CHLORHEXIDINE,diasbp_first,bicarbonate_max,BISACODYL
26,resprate_max,hemoglobin_max,hemoglobin_first,tempc_min,bg_pao2fio2ratio_first,tempc_min,diasbp_first,meanbp_first
27,BMI,bg_pao2fio2ratio_first,lactate_max,diasbp_first,meanbp_first,bg_paco2_min,race_other,MAGNESIUM SULF
28,calcium_last,age,sysbp_first,resprate_first,SODIUM CHLORIDE,hematocrit_first,spo2_last,bg_ph_last
29,is_female,bg_pao2fio2ratio_last,resprate_first,hemoglobin_min,resprate_min,creatinine_min,HYDRALAZINE,bg_pao2_last
30,heartrate_last,ASPIRIN,bilirubin_last,MORPHINE,bilirubin_last,meanbp_last,glucose_min,wbc_max
31,bg_pao2fio2ratio_min,hematocrit_first,urineoutput_sum,spo2_max,bg_pao2_max,tempc_first,LISPRO,calcium_min
32,bg_pao2fio2ratio_last,bg_ph_last,bicarbonate_min,meanbp_max,ACETAMIN,platelet_max,CEFAZOLIN,bg_baseexcess_last
33,bg_pao2_max,albumin_max,wbc_max,BMI,heartrate_first,bun_last,bg_ph_max,ASPIRIN
34,diasbp_min,heartrate_max,heartrate_first,spo2_last,bilirubin_min,heartrate_min,INSULIN,bg_pao2fio2ratio_min
35,heartrate_max,resprate_last,calcium_min,spo2_min,resprate_first,bicarbonate_first,sodium_last,age
36,bg_pao2fio2ratio_first,resprate_min,bg_ph_first,heartrate_max,ONDANSETRON,bun_min,POTASSIUM CHLORIDE,bg_pao2_min
37,bg_baseexcess_max,resprate_first,bg_pao2fio2ratio_max,diasbp_last,diasbp_max,wbc_max,ALBUMIN,meanbp_min
38,meanbp_first,hemoglobin_last,spo2_min,bicarbonate_last,tempc_last,glucose_last,sodium_min,resprate_max
39,bg_ph_first,bg_baseexcess_max,bg_paco2_min,METOPROLOL,PANTOPRAZOLE,POTASSIUM CHLORIDE,heartrate_min,albumin_min
40,potassium_min,sodium_min,HEPARIN,bg_ph_first,calcium_last,creatinine_first,calcium_first,diasbp_last
41,bg_paco2_max,diasbp_min,ASPART,diasbp_min,diasbp_first,wbc_first,bg_pao2fio2ratio_max,heartrate_min
42,spo2_last,potassium_max,heartrate_max,BISACODYL,bilirubin_max,diasbp_min,glucose_last,METOPROLOL
43,sysbp_min,bun_min,calcium_max,FENTANYL,bg_paco2_last,bg_ph_first,tempc_last,VANCOMYCIN
44,wbc_last,glucose_last,resprate_max,POLYETHYLENE GLYCOL,sodium_last,wbc_last,meanbp_max,lactate_last
45,electivesurgery,meanbp_first,ONDANSETRON,potassium_min,urineoutput_sum,MAGNESIUM SULF,bg_pao2fio2ratio_min,DEXTROSE
46,MAGNESIUM SULF,diasbp_first,calcium_last,albumin_min,wbc_min,bun_max,MORPHINE,hematocrit_max
47,PANTOPRAZOLE,meanbp_last,creatinine_max,age,albumin_first,ALBUTEROL,spo2_min,diasbp_first
48,resprate_min,bg_baseexcess_first,bg_baseexcess_last,DEXTROSE,potassium_max,bg_pao2fio2ratio_last,resprate_last,heartrate_first
49,bicarbonate_first,bun_max,bg_paco2_max,meanbp_min,meanbp_max,calcium_max,creatinine_max,tempc_first
50,RINGERS SOLUTION,lactate_max,meanbp_last,tempc_max,bg_pao2fio2ratio_min,hemoglobin_last,resprate_first,sysbp_max
51,tempc_first,race_other,sysbp_max,bg_paco2_max,platelet_last,bg_ph_max,inr_max,bg_pao2_first
52,glucose_max,sodium_first,ATORVASTATIN,hematocrit_min,heartrate_last,bicarbonate_max,spo2_max,bicarbonate_last
53,diasbp_max,SODIUM CHLORIDE,sodium_max,bg_paco2_min,resprate_last,sysbp_last,diasbp_last,bg_baseexcess_first
54,bg_ph_max,heartrate_last,albumin_first,bicarbonate_first,bg_ph_last,lactate_max,hemoglobin_last,bg_pao2fio2ratio_max
55,inr_first,bg_pao2fio2ratio_max,spo2_last,heartrate_min,race_black,spo2_last,sysbp_first,FENTANYL
56,inr_min,sysbp_min,bg_pao2_min,bg_baseexcess_last,bg_pao2_min,lactate_min,lactate_min,heartrate_last
57,hemoglobin_min,albumin_first,bilirubin_max,CEFAZOLIN,hemoglobin_max,calcium_min,bicarbonate_min,hematocrit_min
58,ASPIRIN,platelet_min,lactate_first,diasbp_max,bicarbonate_max,heartrate_last,LACTATED RINGER,resprate_last
59,CALCIUM GLUCONATE,platelet_max,bg_pao2_last,potassium_last,spo2_max,HEPARIN,potassium_max,bicarbonate_first
60,albumin_min,potassium_first,lactate_min,resprate_max,bun_first,OMEPRAZOLE,glucose_max,bg_baseexcess_max
61,MIDAZOLAM,inr_last,meanbp_max,hemoglobin_last,resprate_max,CHLORHEXIDINE,creatinine_first,sodium_max
62,bun_max,spo2_min,bicarbonate_max,calcium_last,bicarbonate_min,BMI,MAGNESIUM HYDROXIDE,bg_paco2_first
63,spo2_first,potassium_last,BMI,sodium_max,albumin_max,albumin_max,potassium_last,meanbp_last
64,ENOXAPARIN,bicarbonate_max,BIOTENE,heartrate_first,spo2_first,sysbp_min,bg_pao2_first,bg_pao2fio2ratio_last
65,potassium_last,is_female,inr_max,MIDAZOLAM,platelet_first,FENTANYL,meanbp_last,wbc_min
66,lactate_first,platelet_last,tempc_last,is_female,sysbp_last,platelet_last,HEPARIN,ALBUMIN
67,bun_first,calcium_last,LORAZEPAM,tempc_first,sodium_first,albumin_first,sodium_first,is_female
68,sodium_last,hematocrit_max,bg_paco2_first,wbc_min,bg_ph_min,heartrate_first,age,bg_ph_first
69,diasbp_first,wbc_first,tempc_min,bg_baseexcess_min,bg_paco2_min,lactate_last,bg_pao2_min,diasbp_max
70,FENTANYL,resprate_max,FENTANYL,resprate_last,LISPRO,potassium_last,bg_ph_last,bg_ph_max
71,POTASSIUM CHLORIDE,heartrate_min,sodium_last,inr_first,potassium_first,AMIODARONE,ALUM HYDROXIDE,SODIUM CHLORIDE
72,calcium_first,bg_ph_max,PHENYLEPHRINE,resprate_min,calcium_min,SENNOSIDES,tempc_first,sysbp_first
73,bicarbonate_min,bg_paco2_first,bg_ph_min,bun_last,tempc_first,bg_pao2_max,AMLODIPINE,lactate_max
74,bg_paco2_first,inr_first,bg_ph_max,bg_pao2_min,sodium_max,sodium_last,sodium_max,tempc_last
75,spo2_max,bicarbonate_min,bg_baseexcess_min,glucose_last,bilirubin_first,bilirubin_min,IPRATROPIUM,albumin_max
76,ACETAMIN,spo2_max,hematocrit_min,bg_pao2_last,electivesurgery,hematocrit_min,platelet_last,BMI
77,meanbp_max,sodium_last,inr_first,bg_pao2fio2ratio_min,wbc_last,bun_first,ENOXAPARIN,SENNOSIDES
78,PHENYLEPHRINE,sysbp_first,bun_min,ALBUMIN,METOPROLOL,IPRATROPIUM,bg_ph_first,CHLORHEXIDINE
79,DOCUSATE,inr_max,albumin_last,MAGNESIUM SULF,potassium_last,urineoutput_sum,sysbp_last,diasbp_min
80,wbc_first,calcium_max,HYDRALAZINE,bg_ph_min,bg_baseexcess_first,PLASMA-LYTE,calcium_min,inr_min
81,LEVOTHYROXINE,glucose_min,tempc_max,ONDANSETRON,bg_ph_max,creatinine_max,calcium_max,NITROGLYCERIN
82,tempc_max,sysbp_last,meanbp_min,calcium_first,BMI,bg_ph_min,bun_min,potassium_min
83,hematocrit_last,diasbp_max,bg_pao2fio2ratio_last,spo2_first,heartrate_min,age,tempc_max,LISPRO
84,LORAZEPAM,electivesurgery,platelet_first,lactate_first,inr_min,albumin_last,PANTOPRAZOLE,hematocrit_first
85,bicarbonate_max,calcium_first,potassium_last,platelet_min,calcium_max,bg_pao2_last,bilirubin_last,platelet_max
86,tempc_min,meanbp_max,hemoglobin_min,bg_pao2_max,potassium_min,MIDAZOLAM,wbc_first,IPRATROPIUM
87,hematocrit_max,bun_first,heartrate_min,bicarbonate_max,albumin_last,lactate_first,bun_max,inr_max
88,hemoglobin_last,sysbp_max,DOCUSATE,platelet_last,bg_baseexcess_last,inr_first,heartrate_max,electivesurgery
89,resprate_last,ENOXAPARIN,glucose_last,calcium_max,lactate_first,resprate_first,albumin_first,HEPARIN
90,meanbp_min,tempc_last,albumin_min,hematocrit_max,race_other,calcium_first,diasbp_min,wbc_last
91,sysbp_max,bg_baseexcess_min,albumin_max,FAMOTIDINE,bun_last,ASPIRIN,LORAZEPAM,potassium_last
92,albumin_last,inr_min,wbc_min,IPRATROPIUM,calcium_first,bg_ph_last,BISACODYL,bg_baseexcess_min
93,sodium_min,spo2_last,CARVEDILOL,tempc_last,inr_last,meanbp_first,heartrate_last,ACETAMIN
94,bg_baseexcess_min,platelet_first,bun_max,meanbp_last,sodium_min,potassium_first,wbc_min,resprate_min
95,hematocrit_first,lactate_first,BISACODYL,bg_ph_max,bun_min,bg_pao2fio2ratio_min,lactate_first,potassium_first
96,bg_pao2_last,albumin_last,wbc_last,hemoglobin_max,hematocrit_first,bicarbonate_last,bun_first,wbc_first
97,bg_paco2_last,bicarbonate_first,bg_pao2_first,electivesurgery,bg_ph_first,bg_baseexcess_first,wbc_last,spo2_first
98,PIPERACILLIN,calcium_min,ALBUTEROL,wbc_max,lactate_last,bg_paco2_first,ALBUTEROL,PANTOPRAZOLE
99,LISPRO,wbc_last,platelet_max,VANCOMYCIN,tempc_max,CALCIUM GLUCONATE,SENNOSIDES,bg_paco2_last
100,CHLORHEXIDINE,bilirubin_max,platelet_last,lactate_last,platelet_min,bg_baseexcess_min,bg_pao2fio2ratio_last,bun_first
101,bg_pao2_first,bg_paco2_max,MORPHINE,inr_max,albumin_min,inr_min,hemoglobin_max,DOCUSATE
102,SODIUM CHLORIDE,ONDANSETRON,NOREPINEPHRINE,bun_min,hemoglobin_first,platelet_min,bg_pao2_last,bg_paco2_max
103,FAMOTIDINE,albumin_min,creatinine_first,OMEPRAZOLE,platelet_max,sodium_max,platelet_min,creatinine_first
104,heartrate_min,METOPROLOL,hemoglobin_max,hematocrit_last,IPRATROPIUM,bg_baseexcess_max,glucose_first,glucose_first
105,diasbp_last,tempc_first,ENOXAPARIN,sodium_last,bicarbonate_first,diasbp_max,bicarbonate_last,sodium_last
106,bg_baseexcess_last,lactate_min,bg_pao2fio2ratio_first,potassium_first,ENOXAPARIN,hemoglobin_first,spo2_first,ONDANSETRON
107,sodium_max,wbc_min,bilirubin_first,LABETALOL,bun_max,OXYCODONE,inr_last,inr_first
108,bg_pao2_min,LABETALOL,ALPRAZOLAM,sodium_first,bg_baseexcess_max,wbc_min,METOPROLOL,race_black
109,platelet_min,race_black,bg_paco2_last,sysbp_max,hematocrit_min,tempc_max,DEXMEDETOMIDINE,resprate_first
110,inr_max,bg_pao2_min,hematocrit_max,inr_min,bg_paco2_first,bg_paco2_last,LABETALOL,heartrate_max
111,NOREPINEPHRINE,glucose_max,diasbp_max,ALBUTEROL,LORAZEPAM,bg_pao2_first,bg_baseexcess_min,spo2_max
112,hematocrit_min,bg_baseexcess_last,lactate_last,albumin_last,lactate_max,glucose_first,bun_last,sodium_first
113,VITAMIN,wbc_max,bicarbonate_first,DOCUSATE,BISACODYL,bilirubin_last,MIDAZOLAM,sodium_min
114,platelet_first,meanbp_min,bg_pao2fio2ratio_min,lactate_min,bg_paco2_max,bg_paco2_max,tempc_min,MUPIROCIN
115,glucose_first,heartrate_first,hemoglobin_last,bg_ph_last,FAMOTIDINE,FUROSEMIDE,CLONIDINE,lactate_min
116,sodium_first,bilirubin_first,sysbp_min,bicarbonate_min,bicarbonate_last,ASPART,bg_baseexcess_first,AMIODARONE
117,bg_ph_min,ACETAMIN,bun_first,LORAZEPAM,DOCUSATE,DEXTROSE,GLUCOSE,FAMOTIDINE
118,platelet_last,ZOLPIDEM,glucose_first,bg_pao2fio2ratio_last,lactate_min,hemoglobin_max,race_black,bilirubin_last
119,albumin_max,spo2_first,ACETAMIN,calcium_min,heartrate_max,hemoglobin_min,bicarbonate_first,bg_pao2_max
120,CEFTRIAXONE,sodium_max,DEXTROSE,HEPARIN,hemoglobin_last,platelet_first,REFRESH P.M. OP OINT,LIDOCAINE
121,bg_pao2fio2ratio_max,glucose_first,ZOLPIDEM,CLOPIDOGREL,POTASSIUM CHLORIDE,meanbp_min,LIDOCAINE,albumin_last
122,ASPART,ATORVASTATIN,MIDAZOLAM,METOCLOPRAMIDE,CARVEDILOL,resprate_last,hematocrit_min,GLUCAGON
123,bilirubin_max,bicarbonate_last,bilirubin_min,wbc_first,wbc_max,spo2_min,potassium_min,spo2_min
124,METRONIDAZOLE,bilirubin_last,AMIODARONE,sodium_min,inr_first,hematocrit_max,lactate_max,bilirubin_first
125,THIAMINE,LIDOCAINE,OXYCODONE,MAGNESIUM HYDROXIDE,ATORVASTATIN,albumin_min,DEXTROSE,CEFAZOLIN
126,hemoglobin_max,HYDROCODONE,sodium_min,bg_paco2_first,inr_max,inr_last,race_hispanic,bilirubin_min
127,wbc_min,lactate_last,SENNOSIDES,hemoglobin_first,hematocrit_last,bg_pao2fio2ratio_first,ATORVASTATIN,NOREPINEPHRINE
128,MORPHINE,IPRATROPIUM,NITROGLYCERIN,bg_baseexcess_first,CLOPIDOGREL,BISACODYL,inr_min,urineoutput_sum
129,potassium_first,FAMOTIDINE,bg_pao2_max,bilirubin_max,hemoglobin_min,bg_pao2_min,bg_paco2_max,sysbp_min
130,bilirubin_min,AMLODIPINE,PROPOFOL,DIPHENHYDRAMINE,FENTANYL,bg_baseexcess_last,albumin_last,bg_ph_min
131,ATORVASTATIN,MORPHINE,inr_last,bun_max,bg_baseexcess_min,inr_max,wbc_max,MORPHINE
132,IPRATROPIUM,hematocrit_last,age,inr_last,MORPHINE,hematocrit_last,NICARDIPINE,PIPERACILLIN
133,bg_ph_last,AMIODARONE,calcium_first,PROPOFOL,spo2_min,bilirubin_first,CALCIUM GLUCONATE,METOCLOPRAMIDE
134,bun_min,INSULIN DETEMIR,METHYLPREDNISOLONE,platelet_max,HYDRALAZINE,electivesurgery,meanbp_first,LABETALOL
135,bg_baseexcess_first,bilirubin_min,wbc_first,HYDRALAZINE,ALBUTEROL,DOCUSATE,CLOPIDOGREL,lactate_first
136,bun_last,NITROGLYCERIN,SODIUM CHLORIDE,bg_pao2fio2ratio_max,ASPIRIN,sodium_first,PROPOFOL,LEVETIRACETAM
137,LEVETIRACETAM,POLYETHYLENE GLYCOL,sodium_first,lactate_max,wbc_first,PIPERACILLIN,platelet_max,bilirubin_max
138,ALBUMIN,DOCUSATE,bicarbonate_last,bg_paco2_last,LACTATED RINGER,PROPOFOL,NALOXONE,ALUM HYDROXIDE
139,age,VITAMIN,AMLODIPINE,hematocrit_first,GLUCOSE,ONDANSETRON,ONDANSETRON,ZOLPIDEM
140,HYDROMORPHONE,FOLIC ACID,bg_baseexcess_first,METHYLPREDNISOLONE,AMIODARONE,NOREPINEPHRINE,calcium_last,race_other
141,lactate_max,LACTULOSE,race_black,LISINOPRIL,HYDROCODONE,THIAMINE,LEVOTHYROXINE,HYDROMORPHONE
142,platelet_max,PREDNISONE,spo2_max,race_other,DIPHENHYDRAMINE,CEFTRIAXONE,MUPIROCIN,inr_last
143,POTASSIUM PHOSPHATE,WARFARIN,CLOPIDOGREL,bilirubin_last,LISINOPRIL,POLYETHYLENE GLYCOL,DOCUSATE,tempc_min
144,GABAPENTIN,race_asian,INSULIN,TRAMADOL,MAGNESIUM SULF,PHENYLEPHRINE,TRAMADOL,albumin_first
145,SENNOSIDES,MUPIROCIN,GLARGINE,platelet_first,bg_pao2_last,WARFARIN,albumin_min,bun_min
146,bg_paco2_min,NAFCILLIN,resprate_min,bg_baseexcess_max,LEVOTHYROXINE,ALBUMIN,NITROGLYCERIN,calcium_max
147,KETOROLAC,NALOXONE,HYDROCODONE,bilirubin_first,HYDROMORPHONE,bilirubin_max,bg_paco2_first,ENOXAPARIN
148,LIDOCAINE,NARCAN,MAGNESIUM SULF,race_black,OXYCODONE,ENOXAPARIN,bg_baseexcess_last,platelet_min
149,PROPOFOL,METRONIDAZOLE,GABAPENTIN,SODIUM BICARBONATE,VANCOMYCIN,VANCOMYCIN,bg_pao2_max,spo2_last
150,OMEPRAZOLE,MONO-SOD,LEVOTHYROXINE,bun_first,ZOLPIDEM,potassium_min,albumin_max,ALBUTEROL
151,albumin_first,METOCLOPRAMIDE,inr_min,bg_pao2fio2ratio_first,GABAPENTIN,FOLIC ACID,hematocrit_last,LISINOPRIL
152,PHYTONADIONE,MOTRIN,FERROUS,wbc_last,hematocrit_max,LEVETIRACETAM,hematocrit_max,ATORVASTATIN
153,TRAZODONE,METHYLPREDNISOLONE,HYDROCORTISONE,bilirubin_min,NOREPINEPHRINE,NITROGLYCERIN,VANCOMYCIN,meanbp_max
154,lactate_min,NEOSTIGMINE,PIPERACILLIN,MEROPENEM,LANTUS,CEFEPIME,bg_paco2_last,DEXMEDETOMIDINE
155,sysbp_first,NEOSTIGMINE METHYLSULFATE,race_other,LEVOTHYROXINE,KETOROLAC,MEROPENEM,VITAMIN,HYDROCODONE
156,METOCLOPRAMIDE,NEURONTIN,diasbp_min,NOREPINEPHRINE,MEPERIDINE,HYDROMORPHONE,NITROPRUSSIDE,bg_pao2fio2ratio_first
157,BISACODYL,MIDAZOLAM,potassium_first,SIMVASTATIN,ATROPINE,ALTEPLASE,PNEUMOCOCCAL,GLUCOSE
158,CLOPIDOGREL,NEXTERONE,LEVOFLOXACIN,GABAPENTIN,race_asian,INFUVITE,MONO-SOD,ATROPINE
159,DIPHENHYDRAMINE,NICODERM,hematocrit_first,HYDROMORPHONE,CLONIDINE,MORPHINE,potassium_first,LACTATED RINGER
160,INSULIN,MINERAL,bg_baseexcess_max,DEXMEDETOMIDINE,NITROGLYCERIN,race_black,METHYLPREDNISOLONE,METRONIDAZOLE
161,LISINOPRIL,MINERAL OIL,LACTATED RINGER,ATORVASTATIN,FOLIC ACID,race_other,CARVEDILOL,THIAMINE
162,FOLIC ACID,NICARDIPINE,platelet_min,LEVOFLOXACIN,TAMSULOSIN,LORAZEPAM,CALCIUM CHLORIDE,ASPART
163,inr_last,PARENTERAL NUTRITION,DIPHENHYDRAMINE,TAMSULOSIN,NALOXONE,PREDNISONE,bg_baseexcess_max,HYDRALAZINE
164,LABETALOL,XANAX,SIMVASTATIN,FOLIC ACID,SODIUM PHOSPHATE,race_asian,PIPERACILLIN,MAGNESIUM HYDROXIDE
165,DEXTROSE,MAGNESIUM CHLORIDE,TIOTROPIUM,IOPAMIDOL,PROMETHAZINE,race_hispanic,hemoglobin_first,bun_max
166,GLUCOSE,METFORMIN,PNEUMOCOCCAL,ENOXAPARIN,MAGNESIUM OXIDE,MINERAL OIL,bilirubin_max,FERROUS
167,GLUCAGON,NITRO-BID,DIAZEPAM,CARVEDILOL,DILTIAZEM,NORCO,SIMVASTATIN,PHENYLEPHRINE
168,CEFAZOLIN,NICOTINE,ISOSORBIDE,NITROGLYCERIN,PHENYLEPHRINE,NITROPRUSSIDE,MINERAL,REFRESH P.M. OP OINT
169,HYDROCORTISONE,PERCOCET,METOCLOPRAMIDE,LISPRO,ROCURONIUM,MOTRIN,bilirubin_first,KETOROLAC
170,TACROLIMUS,TORADOL,LISINOPRIL,TICAGRELOR,VITAMIN,METHYLPREDNISOLONE,LISINOPRIL,LACTULOSE
171,DEXAMETHASONE,SODIUM BICARBONATE,PROMETHAZINE,LEVETIRACETAM,CLONAZEPAM,MUPIROCIN,PROCHLORPERAZINE,NICARDIPINE
172,NITROGLYCERIN,SODIUM PHOSPHATE,DEXMEDETOMIDINE,AMLODIPINE,DIAZEPAM,OPTIRAY,BMI,CALCIUM GLUCONATE
173,SIMVASTATIN,OXYCODONE,WARFARIN,METFORMIN,SODIUM BICARBONATE,NORMODYNE,OXYCODONE,VITAMIN
174,DIAZEPAM,SODIUM POLYSTYRENE SULFONATE,PREDNISONE,GLARGINE,HALOPERIDOL,METOCLOPRAMIDE,METRONIDAZOLE,WARFARIN
175,CEFEPIME,MAGNESIUM OXIDE,DIGOXIN,HYDROCHLOROTHIAZIDE,SENNOSIDES,MERREM,DEXAMETHASONE,LORAZEPAM
176,SODIUM BICARBONATE,OPTIRAY,IPRATROPIUM,ALPRAZOLAM,LACTULOSE,MINERAL,METOCLOPRAMIDE,MIDAZOLAM
177,NALOXONE,MAGNESIUM HYDROXIDE,FOLIC ACID,DIAZEPAM,AMLODIPINE,NAFCILLIN,bg_pao2fio2ratio_first,CARVEDILOL
178,PREDNISONE,SPIRONOLACTONE,SPIRONOLACTONE,PIPERACILLIN,THIAMINE,NALOXONE,AMIODARONE,CALCIUM CHLORIDE
179,LACTULOSE,SUBLIMAZE,LOSARTAN,VITAMIN,CITALOPRAM,MILK OF MAGNESIA,CEFTRIAXONE,NITROPRUSSIDE
180,bilirubin_first,SUCCINYLCHOLINE,HYDROCHLOROTHIAZIDE,SERTRALINE,ETOMIDATE,MEPERIDINE,DIPHENHYDRAMINE,FLUTICASONE-SALMETEROL
181,METHYLPREDNISOLONE,MIDODRINE,GUAIFENESIN,WARFARIN,AZITHROMYCIN,NORVASC,GLARGINE,LEVOTHYROXINE
182,bilirubin_last,MEDROL,HYDROMORPHONE,AMIODARONE,ALPRAZOLAM,NYSTATIN,FERROUS,PREDNISONE
183,race_other,OMEPRAZOLE,THIAMINE,OXYCODONE,LIDOCAINE,NARCAN,MAGNESIUM SULF,RINGERS SOLUTION
184,AMLODIPINE,MAGOX,TRAZODONE,ALLOPURINOL,SPIRONOLACTONE,NEOSTIGMINE,FOLIC ACID,AMLODIPINE
185,ROCURONIUM,TACROLIMUS,TICAGRELOR,NICOTINE,ALLOPURINOL,MIDODRINE,lactate_last,TRAMADOL
186,AMIODARONE,TAMSULOSIN,LORATADINE,FERROUS,METOCLOPRAMIDE,MEDROL,NOREPINEPHRINE,HYDROCORTISONE
187,QUETIAPINE,THIAMINE,NALOXONE,TRAZODONE,SIMVASTATIN,METFORMIN,ZOLPIDEM,TAMSULOSIN
188,ATENOLOL,TICAGRELOR,SODIUM BICARBONATE,SPIRONOLACTONE,DIGOXIN,NEOSTIGMINE METHYLSULFATE,LEVETIRACETAM,OXYCODONE
189,lactate_last,NYSTATIN,CALCIUM CARBONATE,ZOLPIDEM,PREDNISONE,NEURONTIN,INFLUENZA VAC,AZITHROMYCIN
190,NYSTATIN,TIOTROPIUM,LEVETIRACETAM,ALUM HYDROXIDE,FERROUS,PANTOPRAZOLE,hematocrit_first,ALPRAZOLAM
191,race_black,NORMODYNE,POLYETHYLENE GLYCOL,THIAMINE,PIPERACILLIN,NEXTERONE,HYDROCORTISONE,CLONIDINE
192,TAMSULOSIN,MERREM,CIPROFLOXACIN,CALCIUM CARBONATE,DEXAMETHASONE,NICARDIPINE,inr_first,CEFEPIME
193,MAGNESIUM OXIDE,MEROPENEM,MEROPENEM,ALTEPLASE,IBUPROFEN,NICODERM,PREDNISONE,OMEPRAZOLE
194,DILTIAZEM,NORVASC,TAMSULOSIN,CEFTRIAXONE,POTASSIUM PHOSPHATE,NICOTINE,bilirubin_min,METHYLPREDNISOLONE
195,HYDRALAZINE,TRAMADOL,TRAMADOL,DEXAMETHASONE,WARFARIN,NITRO-BID,KETOROLAC,LEVOFLOXACIN
196,TRAMADOL,SIMETHICONE,ALUM HYDROXIDE,PREDNISONE,CALCIUM CARBONATE,MONO-SOD,SODIUM PHOSPHATE,PLASMA-LYTE
197,HALOPERIDOL,TRANDATE,DEXAMETHASONE,DIGOXIN,ATENOLOL,METRONIDAZOLE,platelet_first,MINERAL
198,AMINOCAPROIC ACID,TRANSDERM-SCOP,ALLOPURINOL,PARENTERAL NUTRITION,OPTIRAY,XANAX,ALTEPLASE,NALOXONE
199,AZITHROMYCIN,NITROPRUSSIDE,PRAVASTATIN SODIUM,AZITHROMYCIN,OMEPRAZOLE,PNU-IMMUNE-23,GABAPENTIN,CEFTRIAXONE
200,ALPRAZOLAM,NORCO,CLONIDINE,CLONIDINE,MUPIROCIN,PARENTERAL NUTRITION,FLUTICASONE-SALMETEROL,TRAZODONE
201,CITALOPRAM,NOREPINEPHRINE,MIDODRINE,CEFEPIME,NEXTERONE,SODIUM BICARBONATE,POLYETHYLENE GLYCOL,PROPOFOL
202,CALCIUM CARBONATE,TRAZODONE,AZITHROMYCIN,MAGNESIUM OXIDE,NYSTATIN,SODIUM POLYSTYRENE SULFONATE,CEFEPIME,FOLIC ACID
203,CLONAZEPAM,ULTRAM,NICOTINE,DILTIAZEM,NORVASC,SPIRONOLACTONE,ALLOPURINOL,POLYETHYLENE GLYCOL
