,420,122,243,252,458,199,73,Agg
146,POTASSIUM PHOSPHATE,TAMSULOSIN,MAGNESIUM SULF,DOCUSATE,METOPROLOL,LEVETIRACETAM,AMLODIPINE,PREDNISONE
147,is_female,THIAMINE,SIMVASTATIN,ALBUMIN,GABAPENTIN,CLONIDINE,DIPHENHYDRAMINE,MIDAZOLAM
148,SODIUM CHLORIDE,TICAGRELOR,LOSARTAN,DIPHENHYDRAMINE,HYDRALAZINE,ENOXAPARIN,CLOPIDOGREL,HYDROCODONE
149,PIPERACILLIN,TIOTROPIUM,OXYCODONE,TRAMADOL,ETOMIDATE,OXYCODONE,is_female,POTASSIUM CHLORIDE
150,GLUCAGON,MEROPENEM,POLYETHYLENE GLYCOL,SERTRALINE,DIPHENHYDRAMINE,MUPIROCIN,LABETALOL,is_female
151,DIPHENHYDRAMINE,MERREM,CARVEDILOL,ALLOPURINOL,MEPERIDINE,NAFCILLIN,PANTOPRAZOLE,CALCIUM CHLORIDE
152,MAGNESIUM SULF,METFORMIN,TICAGRELOR,PREDNISONE,HYDROCHLOROTHIAZIDE,MAGNESIUM CHLORIDE,DIGOXIN,BIOTENE
153,CALCIUM GLUCONATE,METHYLPREDNISOLONE,MAGNESIUM OXIDE,SODIUM BICARBONATE,PROMETHAZINE,MINERAL,MAGNESIUM SULF,FOLIC ACID
154,LACTULOSE,TORADOL,NITROGLYCERIN,WARFARIN,ATORVASTATIN,MINERAL OIL,METRONIDAZOLE,race_black
155,DEXTROSE,TRAMADOL,ATORVASTATIN,PIPERACILLIN,CLOPIDOGREL,MONO-SOD,MIDAZOLAM,LORATADINE
156,INSULIN,TRANDATE,race_black,ACETAMIN,LACTATED RINGER,LISPRO,DEXAMETHASONE,CALCIUM GLUCONATE
157,ETOMIDATE,MEPERIDINE,ALBUTEROL,AMIODARONE,SODIUM PHOSPHATE,PERCOCET,ALUM HYDROXIDE,PLASMA-LYTE
158,AMIODARONE,TRANSDERM-SCOP,HYDROCORTISONE,AMLODIPINE,AMIODARONE,TRANSDERM-SCOP,PIPERACILLIN,METOCLOPRAMIDE
159,ATORVASTATIN,MAGOX,GABAPENTIN,CEFAZOLIN,MAGNESIUM SULF,SODIUM POLYSTYRENE SULFONATE,METOCLOPRAMIDE,MAGNESIUM HYDROXIDE
160,FOLIC ACID,MEDROL,DIPHENHYDRAMINE,PANTOPRAZOLE,ALPRAZOLAM,SPIRONOLACTONE,METHYLPREDNISOLONE,MUPIROCIN
161,RINGERS SOLUTION,TRAZODONE,PIPERACILLIN,GLARGINE,FOLIC ACID,MILK OF MAGNESIA,ALTEPLASE,ENOXAPARIN
162,PANTOPRAZOLE,ULTRAM,NALOXONE,LEVOFLOXACIN,SODIUM POLYSTYRENE SULFONATE,SUBLIMAZE,ALLOPURINOL,CEFEPIME
163,QUETIAPINE,VALIUM,IPRATROPIUM,CALCIUM CARBONATE,BISACODYL,METRONIDAZOLE,GABAPENTIN,GLUCOSE
164,CEFAZOLIN,MAGNESIUM OXIDE,CLOPIDOGREL,METOCLOPRAMIDE,IBUPROFEN,MIDODRINE,FERROUS,ATORVASTATIN
165,race_black,VANCOMYCIN,CALCIUM GLUCONATE,METFORMIN,DILTIAZEM,SUCCINYLCHOLINE,NITROPRUSSIDE,OXYCODONE
166,VITAMIN,MAALOX,HEPARIN,DIGOXIN,METRONIDAZOLE,TACROLIMUS,GUAIFENESIN,PANTOPRAZOLE
167,GABAPENTIN,MAGNESIUM CHLORIDE,AMLODIPINE,HEPARIN,MIDAZOLAM,TAMSULOSIN,HALOPERIDOL,CARVEDILOL
168,DIAZEPAM,MAGNESIUM HYDROXIDE,METOCLOPRAMIDE,LISPRO,MIDODRINE,THIAMINE,LEVOFLOXACIN,SPIRONOLACTONE
169,DIGOXIN,LEVETIRACETAM,ISOSORBIDE,HYDROCHLOROTHIAZIDE,MILK OF MAGNESIA,TICAGRELOR,GLUCOSE,CLONIDINE
170,HYDROMORPHONE,VENTOLIN,GLARGINE,FAMOTIDINE,MINERAL,TIOTROPIUM,POTASSIUM CHLORIDE,LEVOTHYROXINE
171,BISACODYL,VITAMIN,PNEUMOCOCCAL,HYDROMORPHONE,MINERAL OIL,TORADOL,MUPIROCIN,DOCUSATE
172,HYDRALAZINE,WARFARIN,DEXTROSE,SIMVASTATIN,METFORMIN,MERREM,FAMOTIDINE,ALBUTEROL
173,POTASSIUM CHLORIDE,LISPRO,MILK OF MAGNESIA,AZITHROMYCIN,METHYLPREDNISOLONE,METFORMIN,electivesurgery,ACETAMIN
174,METHYLPREDNISOLONE,LORATADINE,MOTRIN,LABETALOL,METOCLOPRAMIDE,METHYLPREDNISOLONE,HYDROMORPHONE,LIDOCAINE
175,CEFEPIME,LORAZEPAM,MUPIROCIN,HYDROCODONE,MONO-SOD,METOCLOPRAMIDE,ENOXAPARIN,CLOPIDOGREL
176,MIDAZOLAM,LOSARTAN,NAFCILLIN,TICAGRELOR,MUPIROCIN,TRAMADOL,CALCIUM CARBONATE,POLYETHYLENE GLYCOL
177,LEVOTHYROXINE,XANAX,MIDODRINE,CARVEDILOL,OPTIRAY,TRANDATE,SODIUM CHLORIDE,DIPHENHYDRAMINE
178,SIMVASTATIN,ZESTRIL,MAGNESIUM CHLORIDE,DILTIAZEM,MERREM,TRAZODONE,GLUCAGON,DEXTROSE
179,LISINOPRIL,ZOCOR,NEURONTIN,XANAX,VENTOLIN,SODIUM BICARBONATE,LORAZEPAM,SENNOSIDES
180,AMINOCAPROIC ACID,LISINOPRIL,MINERAL OIL,MAALOX,MAGOX,MEDROL,ALPRAZOLAM,MEROPENEM
181,CLOPIDOGREL,SIMETHICONE,METRONIDAZOLE,MAGNESIUM CHLORIDE,MEDROL,MEPERIDINE,METOPROLOL,DEXAMETHASONE
182,LIDOCAINE,LIDOCAINE,MAGNESIUM HYDROXIDE,METRONIDAZOLE,MEROPENEM,ULTRAM,MEROPENEM,NITROGLYCERIN
183,ALBUTEROL,LIPITOR,NEXTERONE,ZOCOR,ZOLPIDEM,MAGOX,WARFARIN,GLUCAGON
184,CLONAZEPAM,LEVOTHYROXINE,NARCAN,ZESTRIL,ROCURONIUM,VALIUM,SODIUM PHOSPHATE,NITROPRUSSIDE
185,BACITRACIN,SERTRALINE,MAGOX,LOSARTAN,SENNOSIDES,LIPITOR,LISINOPRIL,ALUM HYDROXIDE
186,KETOROLAC,SEROQUEL,NORMODYNE,MAGNESIUM OXIDE,SEROQUEL,LORATADINE,CEFAZOLIN,TACROLIMUS
187,CARVEDILOL,PREDNISONE,MINERAL,VITAMIN,MAGNESIUM HYDROXIDE,MAGNESIUM HYDROXIDE,FOLIC ACID,FERROUS
188,GLYCOPYRROLATE,MINERAL OIL,MAALOX,MAGOX,MAGNESIUM OXIDE,MAGNESIUM OXIDE,PRAVASTATIN SODIUM,AMLODIPINE
189,SODIUM POLYSTYRENE SULFONATE,PHENERGAN,NEOSTIGMINE,NITROPRUSSIDE,SERTRALINE,VASOPRESSIN,OXYCODONE,CLONAZEPAM
190,DILTIAZEM,MOTRIN,METHYLPREDNISOLONE,LORATADINE,SIMETHICONE,NALOXONE,TAMSULOSIN,MORPHINE
191,METOCLOPRAMIDE,METOCLOPRAMIDE,NEOSTIGMINE METHYLSULFATE,NITROGLYCERIN,MAGNESIUM CHLORIDE,LORAZEPAM,SERTRALINE,MONO-SOD
192,CITALOPRAM,MONO-SOD,MONO-SOD,TRANSDERM-SCOP,LOSARTAN,LOSARTAN,LEVETIRACETAM,THIAMINE
193,ROCURONIUM,PHENYLEPHRINE,NICARDIPINE,SODIUM PHOSPHATE,MAALOX,MAALOX,CEFTRIAXONE,SIMVASTATIN
194,AZITHROMYCIN,PHYTONADIONE,MEDROL,MEDROL,WARFARIN,VENTOLIN,MINERAL,GLARGINE
195,SODIUM BICARBONATE,PIPERACILLIN,NORCO,MEPERIDINE,SUBLIMAZE,VITAMIN,NITROGLYCERIN,MEPERIDINE
196,SIMETHICONE,PLASMA-LYTE,PROCHLORPERAZINE,NICARDIPINE,NICODERM,NARCAN,FENTANYL,PRILOCAINE
197,NITRO-BID,OPTIRAY,OMEPRAZOLE,NICODERM,MOTRIN,XANAX,MAGNESIUM HYDROXIDE,LEVETIRACETAM
198,WARFARIN,PLAVIX,ROXICODONE,NICOTINE,NALOXONE,ZESTRIL,TIOTROPIUM,NICARDIPINE
199,NITROGLYCERIN,PNEUMOCOCCAL,MEPERIDINE,NITRO-BID,NAFCILLIN,ZOCOR,HYDROCODONE,LANTUS
200,NICODERM,PNU-IMMUNE-23,SERTRALINE,MERREM,SUCCINYLCHOLINE,ZOLPIDEM,THIAMINE,ZOLPIDEM
201,NITROPRUSSIDE,NORVASC,MERREM,VASOPRESSIN,NARCAN,NITROGLYCERIN,VANCOMYCIN,PIPERACILLIN
202,NEURONTIN,NYSTATIN,MEROPENEM,NEXTERONE,TACROLIMUS,MOTRIN,DIAZEPAM,LISINOPRIL
203,NEOSTIGMINE METHYLSULFATE,OMEPRAZOLE,NORVASC,VALIUM,TAMSULOSIN,SODIUM PHOSPHATE,TRAMADOL,DILTIAZEM
