,420,122,243,252,458,199,73,Agg
17,hemoglobin_first,bg_pao2_max,METOPROLOL,albumin_min,diasbp_min,sysbp_last,ASPIRIN,bg_pao2fio2ratio_min
18,METOPROLOL,is_female,bicarbonate_min,creatinine_max,resprate_min,glucose_max,hematocrit_first,glucose_min
19,VANCOMYCIN,POTASSIUM CHLORIDE,creatinine_min,METOPROLOL,DEXTROSE,meanbp_first,tempc_max,CHLORHEXIDINE
20,bun_last,hemoglobin_first,ACETAMIN,creatinine_first,SODIUM CHLORIDE,creatinine_last,creatinine_first,glucose_max
21,CALCIUM GLUCONATE,MAGNESIUM SULF,creatinine_max,POTASSIUM CHLORIDE,potassium_last,bun_first,potassium_max,calcium_min
22,calcium_min,wbc_min,heartrate_first,meanbp_first,CHLORHEXIDINE,meanbp_min,BMI,wbc_first
23,creatinine_max,sodium_first,calcium_last,SENNOSIDES,lactate_last,lactate_first,heartrate_last,hematocrit_max
24,POTASSIUM CHLORIDE,urineoutput_sum,bg_paco2_max,resprate_first,creatinine_max,spo2_min,bg_paco2_first,bg_ph_last
25,RINGERS SOLUTION,sysbp_first,CHLORHEXIDINE,BMI,ACETAMIN,platelet_last,resprate_first,hematocrit_first
26,creatinine_min,spo2_first,calcium_min,heartrate_min,bg_ph_last,sysbp_max,diasbp_first,ASPIRIN
27,tempc_max,glucose_min,meanbp_min,FENTANYL,heartrate_first,CHLORHEXIDINE,INSULIN,sysbp_max
28,FOLIC ACID,resprate_first,is_female,spo2_last,creatinine_min,spo2_last,bg_pao2_first,hemoglobin_last
29,MAGNESIUM SULF,bg_ph_max,hematocrit_last,sodium_last,hemoglobin_first,tempc_last,LACTATED RINGER,bg_baseexcess_min
30,bg_baseexcess_min,resprate_min,resprate_last,potassium_max,glucose_first,platelet_min,ALUM HYDROXIDE,sodium_min
31,heartrate_min,BMI,ONDANSETRON,ACETAMIN,calcium_last,glucose_first,IPRATROPIUM,SENNOSIDES
32,DOCUSATE,spo2_last,bg_pao2fio2ratio_first,FAMOTIDINE,PANTOPRAZOLE,wbc_first,meanbp_min,albumin_min
33,bg_pao2_min,wbc_first,spo2_min,glucose_max,resprate_max,bg_pao2_max,NITROGLYCERIN,HYDROMORPHONE
34,glucose_max,hemoglobin_min,potassium_last,tempc_max,resprate_first,SENNOSIDES,GLUCOSE,bg_paco2_min
35,heartrate_first,diasbp_max,resprate_first,sodium_first,resprate_last,bg_pao2fio2ratio_max,glucose_max,meanbp_last
36,age,sodium_max,PANTOPRAZOLE,HYDRALAZINE,hematocrit_min,diasbp_min,ALBUTEROL,ALBUMIN
37,glucose_first,ALBUTEROL,glucose_first,bg_pao2_last,hemoglobin_max,SODIUM CHLORIDE,PANTOPRAZOLE,resprate_max
38,bg_ph_min,potassium_min,creatinine_first,glucose_last,bg_paco2_min,spo2_max,is_female,LACTATED RINGER
39,NOREPINEPHRINE,bun_max,urineoutput_sum,bg_pao2_max,sysbp_min,tempc_min,CHLORHEXIDINE,wbc_max
40,ACETAMIN,heartrate_last,sysbp_max,resprate_last,diasbp_first,creatinine_min,lactate_last,heartrate_min
41,bg_ph_max,SODIUM CHLORIDE,hematocrit_min,wbc_last,INSULIN,tempc_max,potassium_last,wbc_min
42,LISPRO,hematocrit_last,hemoglobin_max,MIDAZOLAM,bg_pao2fio2ratio_min,albumin_first,DEXTROSE,bg_ph_max
43,calcium_first,glucose_max,bg_pao2_first,VANCOMYCIN,meanbp_min,hematocrit_first,bg_paco2_last,spo2_max
44,bg_pao2_max,creatinine_first,hematocrit_max,DOCUSATE,potassium_first,diasbp_first,HEPARIN,FENTANYL
45,hemoglobin_max,bg_baseexcess_max,BISACODYL,CEFAZOLIN,lactate_min,INSULIN,bicarbonate_first,lactate_last
46,heartrate_max,diasbp_first,bicarbonate_first,tempc_last,wbc_max,heartrate_max,hematocrit_min,hemoglobin_min
47,heartrate_last,sodium_last,calcium_first,PROPOFOL,platelet_max,sodium_min,LORAZEPAM,lactate_first
48,bicarbonate_max,albumin_max,bg_paco2_last,meanbp_min,electivesurgery,albumin_min,SODIUM CHLORIDE,diasbp_last
49,hematocrit_first,lactate_first,resprate_min,diasbp_first,heartrate_max,OMEPRAZOLE,sodium_min,hematocrit_min
50,potassium_max,age,bg_paco2_min,tempc_first,race_black,bg_ph_first,race_black,bun_first
51,bg_pao2fio2ratio_min,electivesurgery,spo2_last,hemoglobin_max,creatinine_first,tempc_first,bg_ph_last,bg_pao2fio2ratio_max
52,meanbp_last,sodium_min,wbc_max,sysbp_last,spo2_min,sysbp_first,heartrate_min,bg_ph_min
53,bg_ph_first,bg_pao2_first,BIOTENE,DEXTROSE,bg_pao2fio2ratio_first,bg_pao2fio2ratio_last,LISPRO,bg_pao2_last
54,diasbp_min,race_black,bg_baseexcess_min,POLYETHYLENE GLYCOL,bicarbonate_first,creatinine_max,PROCHLORPERAZINE,bilirubin_max
55,bg_pao2fio2ratio_first,heartrate_max,bilirubin_first,bg_paco2_last,bg_ph_min,FENTANYL,diasbp_max,lactate_max
56,ALBUTEROL,bg_baseexcess_first,BMI,sodium_max,sysbp_last,CEFAZOLIN,sysbp_min,INSULIN
57,CEFTRIAXONE,sysbp_max,platelet_first,hematocrit_max,sysbp_max,bg_paco2_min,heartrate_first,bg_baseexcess_last
58,diasbp_last,bg_ph_min,meanbp_max,meanbp_last,sodium_first,hemoglobin_first,LABETALOL,creatinine_first
59,bg_paco2_max,meanbp_first,MORPHINE,meanbp_max,bg_pao2fio2ratio_last,HEPARIN,bg_pao2fio2ratio_last,heartrate_max
60,bun_max,hematocrit_min,hemoglobin_last,age,bg_baseexcess_min,bg_baseexcess_last,PROPOFOL,bg_pao2_max
61,spo2_first,potassium_first,NOREPINEPHRINE,electivesurgery,wbc_first,calcium_max,calcium_min,calcium_max
62,spo2_last,heartrate_min,spo2_max,calcium_first,BMI,heartrate_min,hemoglobin_last,bg_paco2_last
63,tempc_last,bg_pao2fio2ratio_last,lactate_max,bg_pao2fio2ratio_min,FENTANYL,heartrate_first,hematocrit_max,glucose_last
64,LORAZEPAM,hemoglobin_last,glucose_min,bg_baseexcess_first,diasbp_max,creatinine_first,ALBUMIN,tempc_last
65,bg_pao2_first,lactate_min,heartrate_min,BISACODYL,bun_last,BMI,bicarbonate_last,bicarbonate_last
66,spo2_max,ONDANSETRON,ATORVASTATIN,bg_paco2_first,ASPIRIN,ALBUTEROL,spo2_max,MAGNESIUM SULF
67,meanbp_max,hemoglobin_max,electivesurgery,hemoglobin_first,wbc_min,CALCIUM GLUCONATE,bg_pao2fio2ratio_min,diasbp_first
68,platelet_min,race_other,bg_pao2fio2ratio_last,spo2_first,meanbp_first,resprate_min,bun_first,potassium_first
69,FENTANYL,bg_ph_last,bicarbonate_last,diasbp_max,potassium_min,meanbp_last,diasbp_min,tempc_first
70,PROPOFOL,potassium_max,wbc_min,bg_baseexcess_min,platelet_last,albumin_max,MORPHINE,bilirubin_first
71,sysbp_first,tempc_last,diasbp_last,hematocrit_min,spo2_max,hemoglobin_min,bg_paco2_min,resprate_min
72,OMEPRAZOLE,METOPROLOL,albumin_last,HYDROCODONE,hemoglobin_last,resprate_last,resprate_min,calcium_first
73,bicarbonate_first,bg_baseexcess_min,HYDRALAZINE,calcium_max,DOCUSATE,bicarbonate_last,bg_baseexcess_min,bg_pao2_first
74,hematocrit_max,bicarbonate_min,NITROGLYCERIN,OMEPRAZOLE,bg_ph_first,spo2_first,CALCIUM GLUCONATE,bg_ph_first
75,SENNOSIDES,spo2_min,sysbp_first,ATORVASTATIN,bg_baseexcess_first,diasbp_max,bg_ph_first,lactate_min
76,lactate_max,resprate_last,bg_baseexcess_first,sodium_min,albumin_min,bg_paco2_max,age,platelet_max
77,wbc_max,ACETAMIN,sodium_last,calcium_last,bg_pao2_max,platelet_first,glucose_first,tempc_min
78,bg_paco2_last,sysbp_min,race_black,bg_paco2_max,inr_last,lactate_last,tempc_last,potassium_max
79,diasbp_max,HYDROCODONE,wbc_last,potassium_min,LISPRO,inr_last,spo2_first,electivesurgery
80,meanbp_min,wbc_max,lactate_last,heartrate_first,bg_pao2fio2ratio_max,lactate_min,bg_pao2_max,hematocrit_last
81,LEVETIRACETAM,bicarbonate_max,tempc_last,wbc_first,bg_ph_max,wbc_max,bg_baseexcess_max,spo2_first
82,sysbp_last,PANTOPRAZOLE,spo2_first,bg_ph_first,lactate_max,MAGNESIUM SULF,ATORVASTATIN,sodium_max
83,wbc_min,inr_min,sodium_min,inr_first,albumin_last,albumin_last,sysbp_max,calcium_last
84,lactate_last,bg_ph_first,MIDAZOLAM,hematocrit_last,bicarbonate_last,ONDANSETRON,SENNOSIDES,albumin_last
85,ALBUMIN,albumin_min,ENOXAPARIN,hemoglobin_min,potassium_max,hemoglobin_last,albumin_last,PANTOPRAZOLE
86,resprate_min,tempc_max,heartrate_max,HEPARIN,heartrate_min,inr_max,GLUCAGON,LISPRO
87,wbc_first,meanbp_min,SODIUM CHLORIDE,heartrate_max,inr_min,AMIODARONE,hematocrit_last,bicarbonate_max
88,albumin_max,IPRATROPIUM,age,potassium_first,urineoutput_sum,sodium_last,hemoglobin_first,ALBUTEROL
89,albumin_first,calcium_min,DOCUSATE,MAGNESIUM SULF,hematocrit_last,bg_ph_max,potassium_min,wbc_last
90,PHENYLEPHRINE,inr_first,albumin_min,bicarbonate_first,platelet_first,urineoutput_sum,DEXMEDETOMIDINE,NOREPINEPHRINE
91,potassium_last,bicarbonate_last,bun_last,bg_pao2_first,ALBUTEROL,DEXTROSE,sodium_max,race_other
92,hematocrit_last,bicarbonate_first,sysbp_last,wbc_min,albumin_first,bilirubin_max,platelet_max,bilirubin_last
93,bg_baseexcess_max,lactate_last,sysbp_min,albumin_last,POTASSIUM CHLORIDE,sodium_max,lactate_max,sysbp_min
94,CEFAZOLIN,bg_paco2_first,bun_min,diasbp_last,bg_paco2_max,potassium_max,calcium_last,heartrate_last
95,sodium_first,calcium_first,HEPARIN,glucose_first,MORPHINE,bg_pao2_min,bg_pao2fio2ratio_first,albumin_first
96,sysbp_min,glucose_last,calcium_max,bicarbonate_max,bicarbonate_max,bg_pao2_last,resprate_last,age
97,meanbp_first,glucose_first,lactate_min,hemoglobin_last,calcium_max,bilirubin_first,bilirubin_first,tempc_max
98,lactate_min,bg_paco2_last,bicarbonate_max,bg_ph_min,heartrate_last,sodium_first,glucose_min,bun_max
99,bg_paco2_min,potassium_last,bg_baseexcess_last,spo2_min,hematocrit_first,diasbp_last,CEFAZOLIN,BISACODYL
100,resprate_first,LABETALOL,VANCOMYCIN,is_female,METOPROLOL,bg_baseexcess_min,bg_pao2_min,bicarbonate_min
101,POTASSIUM PHOSPHATE,bg_baseexcess_last,bg_ph_max,DIPHENHYDRAMINE,hemoglobin_min,platelet_max,bg_pao2fio2ratio_max,DEXTROSE
102,PANTOPRAZOLE,hematocrit_first,bg_ph_last,resprate_max,bg_baseexcess_last,bg_ph_min,bg_paco2_max,bg_pao2fio2ratio_first
103,HYDROCORTISONE,platelet_first,bilirubin_max,bilirubin_min,sodium_max,bg_baseexcess_max,bg_pao2_last,bg_pao2fio2ratio_last
104,spo2_min,platelet_min,LISINOPRIL,PANTOPRAZOLE,tempc_last,ASPIRIN,diasbp_last,ATORVASTATIN
105,ENOXAPARIN,ZOLPIDEM,platelet_last,DEXMEDETOMIDINE,lactate_first,meanbp_max,heartrate_max,bg_baseexcess_max
106,LABETALOL,bg_paco2_max,FENTANYL,calcium_min,bg_pao2_min,calcium_min,sodium_last,spo2_last
107,ATORVASTATIN,ASPIRIN,bg_paco2_first,platelet_max,bg_paco2_first,IPRATROPIUM,DOCUSATE,ENOXAPARIN
108,bg_pao2_last,platelet_max,PHENYLEPHRINE,bicarbonate_min,bicarbonate_min,hematocrit_max,albumin_min,spo2_min
109,bilirubin_min,calcium_last,tempc_first,potassium_last,LACTATED RINGER,bg_pao2fio2ratio_first,albumin_max,platelet_min
110,FAMOTIDINE,lactate_max,inr_first,IPRATROPIUM,bun_min,hemoglobin_max,DEXAMETHASONE,sodium_last
111,INSULIN,diasbp_min,platelet_max,bilirubin_first,bg_pao2_last,wbc_last,meanbp_last,BMI
112,lactate_first,spo2_max,hemoglobin_min,bicarbonate_last,platelet_min,bicarbonate_first,bilirubin_last,resprate_last
113,inr_last,albumin_last,AMLODIPINE,platelet_last,inr_first,PIPERACILLIN,albumin_first,NITROGLYCERIN
114,electivesurgery,platelet_last,meanbp_last,bg_paco2_min,bilirubin_last,POTASSIUM CHLORIDE,glucose_last,POTASSIUM CHLORIDE
115,hemoglobin_last,AMIODARONE,SENNOSIDES,bun_last,MAGNESIUM SULF,calcium_last,wbc_max,bg_pao2_min
116,tempc_min,meanbp_max,race_other,tempc_min,tempc_first,hematocrit_min,HYDROCODONE,CEFTRIAXONE
117,potassium_min,bilirubin_max,DIPHENHYDRAMINE,wbc_max,sodium_last,bicarbonate_min,tempc_first,urineoutput_sum
118,inr_max,inr_max,sodium_max,inr_max,bun_max,METOPROLOL,sysbp_last,ONDANSETRON
119,bg_baseexcess_last,MORPHINE,DIAZEPAM,bg_ph_last,IPRATROPIUM,bilirubin_last,hemoglobin_min,MORPHINE
120,inr_min,bun_first,CARVEDILOL,AMLODIPINE,meanbp_last,ENOXAPARIN,BISACODYL,bicarbonate_first
121,tempc_first,diasbp_last,albumin_first,resprate_min,LORAZEPAM,lactate_max,MAGNESIUM HYDROXIDE,inr_last
122,hemoglobin_min,ATORVASTATIN,ZOLPIDEM,bun_max,bg_baseexcess_max,bicarbonate_max,HYDROMORPHONE,meanbp_max
123,creatinine_first,calcium_max,LACTATED RINGER,bg_baseexcess_max,LISINOPRIL,glucose_min,sysbp_first,inr_first
124,PREDNISONE,albumin_first,bg_pao2fio2ratio_max,diasbp_min,race_other,heartrate_last,spo2_min,HYDRALAZINE
125,SODIUM CHLORIDE,hematocrit_max,wbc_first,bun_min,bun_first,ASPART,ENOXAPARIN,ACETAMIN
126,DIAZEPAM,inr_last,diasbp_first,bg_baseexcess_last,inr_max,inr_min,LISINOPRIL,VANCOMYCIN
127,LEVOTHYROXINE,tempc_min,inr_max,bg_pao2fio2ratio_max,bg_paco2_last,age,inr_max,HYDROCODONE
128,platelet_last,AMLODIPINE,potassium_first,bg_pao2_min,GLUCOSE,inr_first,calcium_max,bilirubin_min
129,THIAMINE,bilirubin_last,tempc_min,bilirubin_max,NITROGLYCERIN,ACETAMIN,inr_first,is_female
130,KETOROLAC,bilirubin_first,sodium_first,bun_first,ENOXAPARIN,ALBUMIN,bg_baseexcess_last,SODIUM CHLORIDE
131,wbc_last,bilirubin_min,bg_ph_first,lactate_min,glucose_last,ALTEPLASE,bicarbonate_max,OMEPRAZOLE
132,bg_pao2fio2ratio_last,NITROGLYCERIN,inr_min,lactate_last,bilirubin_max,resprate_max,FAMOTIDINE,METOPROLOL
133,bun_min,FOLIC ACID,bun_first,LORAZEPAM,calcium_min,electivesurgery,HYDRALAZINE,glucose_first
134,sodium_last,ENOXAPARIN,glucose_last,bg_pao2fio2ratio_first,hematocrit_max,calcium_first,METOPROLOL,sodium_first
135,bg_baseexcess_first,INSULIN DETEMIR,resprate_max,inr_last,FAMOTIDINE,PLASMA-LYTE,MONO-SOD,resprate_first
136,CEFEPIME,VITAMIN,diasbp_max,heartrate_last,CARVEDILOL,hematocrit_last,MUPIROCIN,HEPARIN
137,bg_pao2fio2ratio_max,DOCUSATE,ALPRAZOLAM,bg_pao2fio2ratio_last,NOREPINEPHRINE,wbc_min,VANCOMYCIN,sysbp_first
138,diasbp_first,LIDOCAINE,LORAZEPAM,lactate_max,bilirubin_first,OXYCODONE,bun_min,diasbp_min
139,bicarbonate_min,FAMOTIDINE,albumin_max,platelet_min,SODIUM BICARBONATE,MORPHINE,tempc_min,diasbp_max
140,TRAZODONE,POLYETHYLENE GLYCOL,DEXTROSE,platelet_first,PHENYLEPHRINE,bg_paco2_last,bun_last,ALUM HYDROXIDE
141,NALOXONE,WARFARIN,LEVOFLOXACIN,lactate_first,AZITHROMYCIN,bg_baseexcess_first,bg_ph_max,IPRATROPIUM
142,sodium_max,PREDNISONE,HYDROCODONE,MORPHINE,bilirubin_min,NITROGLYCERIN,ZOLPIDEM,PREDNISONE
143,bicarbonate_last,LACTULOSE,bg_pao2_min,NOREPINEPHRINE,DIPHENHYDRAMINE,MIDAZOLAM,CLONIDINE,meanbp_min
144,CHLORHEXIDINE,MEDROL,platelet_min,ENOXAPARIN,wbc_last,bilirubin_min,REFRESH P.M. OP OINT,bun_min
145,inr_first,MINERAL OIL,DEXMEDETOMIDINE,MAGNESIUM HYDROXIDE,HYDROMORPHONE,NOREPINEPHRINE,meanbp_max,GLUCAGON
146,MORPHINE,MONO-SOD,TRAMADOL,bilirubin_last,BISACODYL,VANCOMYCIN,CARVEDILOL,PROPOFOL
147,albumin_last,MOTRIN,bg_pao2_last,METHYLPREDNISOLONE,LANTUS,HYDROMORPHONE,sodium_first,ASPART
148,albumin_min,MINERAL,MAGNESIUM SULF,LABETALOL,PROMETHAZINE,LEVETIRACETAM,inr_last,albumin_max
149,bg_ph_last,NAFCILLIN,GLARGINE,MEROPENEM,AMIODARONE,CEFTRIAXONE,METOCLOPRAMIDE,CEFAZOLIN
150,bg_paco2_first,MIDAZOLAM,bun_max,hematocrit_first,HYDRALAZINE,PHENYLEPHRINE,VITAMIN,inr_min
151,LISINOPRIL,MIDODRINE,lactate_first,SODIUM BICARBONATE,ZOLPIDEM,race_other,NITROPRUSSIDE,inr_max
152,METRONIDAZOLE,MILK OF MAGNESIA,bg_baseexcess_max,PIPERACILLIN,ATROPINE,PROPOFOL,urineoutput_sum,LABETALOL
153,hematocrit_min,NALOXONE,IPRATROPIUM,inr_min,HYDROCODONE,THIAMINE,CLOPIDOGREL,PROCHLORPERAZINE
154,TAMSULOSIN,MAGOX,LOSARTAN,METOCLOPRAMIDE,OXYCODONE,POLYETHYLENE GLYCOL,bg_baseexcess_first,VITAMIN
155,potassium_first,NARCAN,AMIODARONE,NITROGLYCERIN,VANCOMYCIN,race_hispanic,electivesurgery,HYDROCORTISONE
156,PHYTONADIONE,MEPERIDINE,TICAGRELOR,race_other,GABAPENTIN,FOLIC ACID,LIDOCAINE,OXYCODONE
157,AMIODARONE,METHYLPREDNISOLONE,LEVOTHYROXINE,LISINOPRIL,CLOPIDOGREL,MEROPENEM,bilirubin_max,FAMOTIDINE
158,bun_first,METOCLOPRAMIDE,THIAMINE,race_black,AMLODIPINE,LORAZEPAM,inr_min,MAGNESIUM HYDROXIDE
159,MIDAZOLAM,METRONIDAZOLE,PROPOFOL,CLOPIDOGREL,albumin_max,CEFEPIME,PIPERACILLIN,DOCUSATE
160,LACTULOSE,NEOSTIGMINE METHYLSULFATE,bilirubin_last,IOPAMIDOL,THIAMINE,BISACODYL,bicarbonate_min,LISINOPRIL
161,DILTIAZEM,MUPIROCIN,ALBUTEROL,FOLIC ACID,METOCLOPRAMIDE,race_black,calcium_first,race_black
162,bilirubin_last,VENTOLIN,CLOPIDOGREL,ALBUMIN,KETOROLAC,INFUVITE,SODIUM BICARBONATE,MIDAZOLAM
163,platelet_max,PARENTERAL NUTRITION,bilirubin_min,CALCIUM CARBONATE,MAGNESIUM OXIDE,WARFARIN,CEFTRIAXONE,NALOXONE
164,platelet_first,METFORMIN,PNEUMOCOCCAL,LEVOTHYROXINE,VITAMIN,GABAPENTIN,PNEUMOCOCCAL,AMIODARONE
165,bilirubin_max,PERCOCET,POLYETHYLENE GLYCOL,TAMSULOSIN,ALPRAZOLAM,PREDNISONE,bilirubin_min,RINGERS SOLUTION
166,HYDROMORPHONE,NEXTERONE,PIPERACILLIN,ZOLPIDEM,ATORVASTATIN,NICOTINE,race_hispanic,FOLIC ACID
167,GABAPENTIN,NEURONTIN,WARFARIN,LEVOFLOXACIN,MEPERIDINE,VENTOLIN,platelet_first,METRONIDAZOLE
168,METHYLPREDNISOLONE,MERREM,SIMVASTATIN,AZITHROMYCIN,CLONIDINE,VASOPRESSIN,METHYLPREDNISOLONE,NITROPRUSSIDE
169,bilirubin_first,SIMETHICONE,DIGOXIN,CARVEDILOL,LEVOTHYROXINE,NITRO-BID,NOREPINEPHRINE,GLUCOSE
170,IPRATROPIUM,SIMVASTATIN,LORATADINE,LISPRO,HALOPERIDOL,VITAMIN,lactate_first,LEVOTHYROXINE
171,race_black,SODIUM BICARBONATE,diasbp_min,SIMVASTATIN,SODIUM PHOSPHATE,NICARDIPINE,NICARDIPINE,MONO-SOD
172,SODIUM BICARBONATE,OPTIRAY,HYDROCHLOROTHIAZIDE,METFORMIN,ROCURONIUM,SEROQUEL,wbc_min,CARVEDILOL
173,BISACODYL,OXYCODONE,LEVETIRACETAM,TRAMADOL,DILTIAZEM,NALOXONE,AMIODARONE,POLYETHYLENE GLYCOL
174,VITAMIN,NICODERM,GABAPENTIN,HYDROMORPHONE,DIGOXIN,VALIUM,GLARGINE,CLONIDINE
175,DEXTROSE,NEOSTIGMINE,inr_last,VITAMIN,FERROUS,NITROPRUSSIDE,platelet_last,CALCIUM GLUCONATE
176,HALOPERIDOL,ZOCOR,METOCLOPRAMIDE,LACTATED RINGER,SIMVASTATIN,ULTRAM,MAGNESIUM SULF,ALTEPLASE
177,LIDOCAINE,SODIUM PHOSPHATE,INSULIN,TICAGRELOR,race_asian,NORCO,SIMVASTATIN,THIAMINE
178,NITROGLYCERIN,SODIUM POLYSTYRENE SULFONATE,FERROUS,GABAPENTIN,ETOMIDATE,NEXTERONE,OXYCODONE,ALLOPURINOL
179,QUETIAPINE,SPIRONOLACTONE,SODIUM BICARBONATE,SERTRALINE,NALOXONE,TRAZODONE,platelet_min,DIPHENHYDRAMINE
180,SIMVASTATIN,OMEPRAZOLE,METHYLPREDNISOLONE,SPIRONOLACTONE,LACTULOSE,NICODERM,TRAMADOL,METOCLOPRAMIDE
181,PIPERACILLIN,SUBLIMAZE,TAMSULOSIN,GLARGINE,PREDNISONE,NEOSTIGMINE,MINERAL,GABAPENTIN
182,HYDRALAZINE,MAGNESIUM CHLORIDE,SPIRONOLACTONE,LEVETIRACETAM,LIDOCAINE,NEOSTIGMINE METHYLSULFATE,HYDROCORTISONE,IOPAMIDOL
183,calcium_last,NYSTATIN,FOLIC ACID,ALUM HYDROXIDE,CLONAZEPAM,NEURONTIN,FLUTICASONE-SALMETEROL,GLARGINE
184,race_other,MAALOX,HYDROCORTISONE,PREDNISONE,DEXAMETHASONE,NARCAN,LEVETIRACETAM,SODIUM BICARBONATE
185,GLUCAGON,SUCCINYLCHOLINE,ISOSORBIDE,AMIODARONE,IBUPROFEN,NAFCILLIN,ANTICOAGULANT,LORAZEPAM
186,GLUCOSE,TACROLIMUS,METFORMIN,OXYCODONE,FOLIC ACID,NORVASC,ALTEPLASE,KETOROLAC
187,AMLODIPINE,TAMSULOSIN,PREDNISONE,CEFTRIAXONE,ATENOLOL,METRONIDAZOLE,MIDAZOLAM,PIPERACILLIN
188,ATENOLOL,MAGNESIUM HYDROXIDE,CIPROFLOXACIN,HYDROCHLOROTHIAZIDE,PIPERACILLIN,MEDROL,ATROPINE,CALCIUM CHLORIDE
189,CLOPIDOGREL,NOREPINEPHRINE,CLONIDINE,THIAMINE,SENNOSIDES,MEPERIDINE,PREDNISONE,MINERAL
190,TACROLIMUS,NICARDIPINE,PRAVASTATIN SODIUM,WARFARIN,POTASSIUM PHOSPHATE,ZOLPIDEM,FOLIC ACID,MUPIROCIN
191,DEXAMETHASONE,NORVASC,CALCIUM CARBONATE,ALPRAZOLAM,CITALOPRAM,MERREM,DIPHENHYDRAMINE,PHENYLEPHRINE
192,DIPHENHYDRAMINE,THIAMINE,HYDROMORPHONE,DIAZEPAM,SPIRONOLACTONE,METFORMIN,IOPAMIDOL,TAMSULOSIN
193,ALLOPURINOL,TICAGRELOR,race_asian,TRAZODONE,CALCIUM CARBONATE,METHYLPREDNISOLONE,INFLUENZA VAC,PNEUMOCOCCAL
194,AMINOCAPROIC ACID,TIOTROPIUM,MEROPENEM,FERROUS,HYDROCHLOROTHIAZIDE,METOCLOPRAMIDE,POLYETHYLENE GLYCOL,AMLODIPINE
195,ALPRAZOLAM,NORMODYNE,NALOXONE,PARENTERAL NUTRITION,TAMSULOSIN,ZOCOR,HALOPERIDOL,LEVETIRACETAM
196,WARFARIN,TORADOL,PROMETHAZINE,ALLOPURINOL,ALLOPURINOL,ZESTRIL,bun_max,WARFARIN
197,SODIUM POLYSTYRENE SULFONATE,MAGNESIUM OXIDE,MAGNESIUM HYDROXIDE,CEFEPIME,OMEPRAZOLE,MUPIROCIN,THIAMINE,LEVOFLOXACIN
198,DIGOXIN,NITROPRUSSIDE,ALUM HYDROXIDE,race_asian,OPTIRAY,MIDODRINE,LACTULOSE,LACTULOSE
199,ROCURONIUM,NORCO,ALLOPURINOL,NICOTINE,PARENTERAL NUTRITION,MILK OF MAGNESIA,LEVOTHYROXINE,METHYLPREDNISOLONE
200,CALCIUM CARBONATE,TRAMADOL,FAMOTIDINE,ALTEPLASE,PERCOCET,XANAX,AZITHROMYCIN,ATROPINE
201,METOCLOPRAMIDE,MEROPENEM,GUAIFENESIN,DEXAMETHASONE,NYSTATIN,MINERAL,METRONIDAZOLE,TRAZODONE
202,SODIUM PHOSPHATE,NICOTINE,ALTEPLASE,MAGNESIUM OXIDE,ATROVENT,MINERAL OIL,CEFEPIME,NICARDIPINE
203,MAGNESIUM OXIDE,NITRO-BID,MIDODRINE,TIOTROPIUM,NORVASC,MONO-SOD,lactate_min,DIAZEPAM
