,420,122,243,252,458,199,73,Agg
120,SODIUM CHLORIDE,platelet_min,bilirubin_first,bicarbonate_first,albumin_first,POTASSIUM CHLORIDE,LISINOPRIL,spo2_min
121,platelet_first,inr_max,bg_baseexcess_max,bg_ph_last,wbc_first,lactate_min,calcium_max,hematocrit_last
122,METRONIDAZOLE,albumin_min,resprate_max,calcium_last,bg_pao2_min,heartrate_last,ENOXAPARIN,bg_pao2fio2ratio_last
123,hematocrit_min,inr_last,SODIUM CHLORIDE,lactate_min,NITROGLYCERIN,ACETAMIN,albumin_min,spo2_last
124,THIAMINE,ATORVASTATIN,calcium_max,bilirubin_last,MAGNESIUM SULF,PIPERACILLIN,albumin_max,GLUCAGON
125,platelet_min,ENOXAPARIN,sodium_last,bg_pao2fio2ratio_first,bilirubin_first,albumin_max,FAMOTIDINE,HEPARIN
126,HYDROCORTISONE,INSULIN DETEMIR,LISINOPRIL,platelet_max,inr_first,ALTEPLASE,REFRESH P.M. OP OINT,inr_max
127,bilirubin_max,AMLODIPINE,bun_first,lactate_first,bg_paco2_max,VANCOMYCIN,CLONIDINE,meanbp_min
128,potassium_min,bg_baseexcess_last,bg_pao2_last,lactate_last,SODIUM BICARBONATE,MIDAZOLAM,hematocrit_max,METOPROLOL
129,bg_ph_first,platelet_last,inr_max,inr_max,bilirubin_max,diasbp_last,tempc_first,tempc_last
130,bg_baseexcess_first,meanbp_min,AMLODIPINE,AMLODIPINE,lactate_max,hematocrit_max,MUPIROCIN,ASPART
131,bg_paco2_max,tempc_min,tempc_min,PANTOPRAZOLE,bilirubin_last,ALBUMIN,meanbp_max,bicarbonate_first
132,inr_first,bilirubin_min,sodium_max,bun_min,BISACODYL,MORPHINE,bun_last,inr_min
133,LEVOTHYROXINE,NITROGLYCERIN,albumin_max,resprate_min,NOREPINEPHRINE,lactate_max,MONO-SOD,ACETAMIN
134,KETOROLAC,DOCUSATE,bilirubin_last,NOREPINEPHRINE,bg_pao2fio2ratio_max,PLASMA-LYTE,DEXAMETHASONE,diasbp_min
135,bilirubin_last,VITAMIN,wbc_min,IPRATROPIUM,bicarbonate_max,METOPROLOL,GLUCAGON,MAGNESIUM HYDROXIDE
136,DIAZEPAM,LIDOCAINE,bg_pao2_min,bg_pao2fio2ratio_last,bun_min,OXYCODONE,METOPROLOL,sysbp_first
137,bilirubin_min,bilirubin_last,HYDROCODONE,potassium_last,inr_max,glucose_min,inr_min,PANTOPRAZOLE
138,INSULIN,FOLIC ACID,meanbp_last,METHYLPREDNISOLONE,PHENYLEPHRINE,platelet_first,calcium_last,ONDANSETRON
139,lactate_first,FAMOTIDINE,TRAMADOL,ENOXAPARIN,AZITHROMYCIN,age,bg_baseexcess_max,VANCOMYCIN
140,bg_ph_last,PREDNISONE,bg_baseexcess_last,bilirubin_first,LANTUS,wbc_min,DOCUSATE,resprate_first
141,bg_paco2_first,WARFARIN,VANCOMYCIN,bg_paco2_min,ENOXAPARIN,PHENYLEPHRINE,bilirubin_min,ALUM HYDROXIDE
142,CHLORHEXIDINE,POLYETHYLENE GLYCOL,DEXTROSE,inr_min,ATORVASTATIN,DEXTROSE,VITAMIN,PROCHLORPERAZINE
143,LACTULOSE,LACTULOSE,platelet_max,SODIUM BICARBONATE,VANCOMYCIN,NOREPINEPHRINE,inr_first,PREDNISONE
144,bilirubin_first,MEDROL,GLARGINE,bilirubin_max,CLOPIDOGREL,hemoglobin_max,CLOPIDOGREL,bicarbonate_max
145,MIDAZOLAM,MEPERIDINE,TICAGRELOR,MEROPENEM,albumin_min,bilirubin_min,bg_baseexcess_first,IPRATROPIUM
146,albumin_min,MEROPENEM,MAGNESIUM SULF,heartrate_first,DIPHENHYDRAMINE,BISACODYL,NITROPRUSSIDE,is_female
147,TRAZODONE,MERREM,THIAMINE,race_other,ZOLPIDEM,CEFTRIAXONE,wbc_min,GLUCOSE
148,sodium_last,MAGOX,ALPRAZOLAM,PIPERACILLIN,PROMETHAZINE,NITROGLYCERIN,NOREPINEPHRINE,CALCIUM GLUCONATE
149,HYDROMORPHONE,METFORMIN,PIPERACILLIN,LABETALOL,METOCLOPRAMIDE,LEVETIRACETAM,OXYCODONE,LABETALOL
150,diasbp_first,MAGNESIUM CHLORIDE,bg_ph_max,LEVOTHYROXINE,bilirubin_min,PROPOFOL,CARVEDILOL,HYDROCORTISONE
151,bg_pao2fio2ratio_last,MAGNESIUM HYDROXIDE,LORAZEPAM,MORPHINE,ATROPINE,LORAZEPAM,VANCOMYCIN,NALOXONE
152,spo2_min,MAGNESIUM OXIDE,LOSARTAN,LORAZEPAM,HYDROCODONE,POLYETHYLENE GLYCOL,PIPERACILLIN,CEFAZOLIN
153,HYDRALAZINE,METHYLPREDNISOLONE,METOCLOPRAMIDE,MAGNESIUM HYDROXIDE,bun_max,HYDROMORPHONE,PNEUMOCOCCAL,FAMOTIDINE
154,platelet_max,METOCLOPRAMIDE,IPRATROPIUM,NITROGLYCERIN,tempc_first,platelet_max,bicarbonate_min,LISINOPRIL
155,bun_first,METRONIDAZOLE,PNEUMOCOCCAL,FOLIC ACID,KETOROLAC,THIAMINE,HYDROMORPHONE,NITROPRUSSIDE
156,bg_pao2fio2ratio_max,MINERAL OIL,ALBUTEROL,METOCLOPRAMIDE,bun_first,FOLIC ACID,NICARDIPINE,VITAMIN
157,meanbp_first,ZESTRIL,bilirubin_max,ALBUMIN,HYDRALAZINE,race_other,CEFAZOLIN,FOLIC ACID
158,CEFEPIME,MONO-SOD,albumin_first,CALCIUM CARBONATE,MEPERIDINE,race_hispanic,platelet_first,RINGERS SOLUTION
159,TAMSULOSIN,MAALOX,HYDROCHLOROTHIAZIDE,LISPRO,GABAPENTIN,MEROPENEM,bg_pao2fio2ratio_first,SODIUM CHLORIDE
160,MORPHINE,MIDAZOLAM,diasbp_max,platelet_min,AMIODARONE,CEFEPIME,bg_baseexcess_last,AMIODARONE
161,NALOXONE,MIDODRINE,LEVOFLOXACIN,IOPAMIDOL,HALOPERIDOL,race_black,LIDOCAINE,OXYCODONE
162,PIPERACILLIN,ZOCOR,potassium_first,LISINOPRIL,HYDROMORPHONE,WARFARIN,SODIUM BICARBONATE,CALCIUM CHLORIDE
163,AMIODARONE,MILK OF MAGNESIA,LEVOTHYROXINE,TRAMADOL,FOLIC ACID,INFUVITE,AMIODARONE,METOCLOPRAMIDE
164,METHYLPREDNISOLONE,MUPIROCIN,AMIODARONE,CLOPIDOGREL,LEVOTHYROXINE,PREDNISONE,ANTICOAGULANT,DIPHENHYDRAMINE
165,PHYTONADIONE,MINERAL,bun_max,ZOLPIDEM,OXYCODONE,GABAPENTIN,lactate_first,GABAPENTIN
166,SODIUM BICARBONATE,VENTOLIN,PROPOFOL,bg_pao2_min,MAGNESIUM OXIDE,NORCO,meanbp_last,glucose_first
167,IPRATROPIUM,NORVASC,LORATADINE,race_black,NALOXONE,NEOSTIGMINE METHYLSULFATE,CEFTRIAXONE,METRONIDAZOLE
168,GABAPENTIN,NYSTATIN,inr_last,HYDROMORPHONE,race_asian,NICARDIPINE,TRAMADOL,ALLOPURINOL
169,VITAMIN,THIAMINE,bilirubin_min,LEVOFLOXACIN,SODIUM PHOSPHATE,MINERAL,calcium_first,bicarbonate_min
170,DEXTROSE,OMEPRAZOLE,POLYETHYLENE GLYCOL,GABAPENTIN,CLONIDINE,MEDROL,MINERAL,LEVOTHYROXINE
171,LISINOPRIL,VASOPRESSIN,LEVETIRACETAM,AMIODARONE,AMLODIPINE,MEPERIDINE,GLARGINE,THIAMINE
172,DILTIAZEM,NITROPRUSSIDE,METFORMIN,LACTATED RINGER,DIGOXIN,NICODERM,bilirubin_last,DEXMEDETOMIDINE
173,BISACODYL,NORCO,INSULIN,TICAGRELOR,TAMSULOSIN,NICOTINE,bilirubin_max,LORAZEPAM
174,HALOPERIDOL,NOREPINEPHRINE,WARFARIN,VITAMIN,CITALOPRAM,OPTIRAY,urineoutput_sum,MUPIROCIN
175,NITROGLYCERIN,NORMODYNE,TAMSULOSIN,SERTRALINE,ALPRAZOLAM,MERREM,MIDAZOLAM,PIPERACILLIN
176,LIDOCAINE,OPTIRAY,HYDROMORPHONE,ALPRAZOLAM,ROCURONIUM,METFORMIN,IOPAMIDOL,albumin_max
177,GLUCOSE,SERTRALINE,PREDNISONE,AZITHROMYCIN,VITAMIN,METHYLPREDNISOLONE,ATROPINE,POLYETHYLENE GLYCOL
178,potassium_first,PULMICORT RESPULE,CLONIDINE,LEVETIRACETAM,FERROUS,NORVASC,INFLUENZA VAC,CLONIDINE
179,ATENOLOL,QUETIAPINE,ISOSORBIDE,CEFTRIAXONE,THIAMINE,NITROPRUSSIDE,METHYLPREDNISOLONE,ZOLPIDEM
180,sodium_max,LORAZEPAM,FERROUS,THIAMINE,LIDOCAINE,NYSTATIN,race_hispanic,ALTEPLASE
181,race_black,REFRESH P.M. OP OINT,SIMVASTATIN,DIAZEPAM,DILTIAZEM,NITRO-BID,lactate_min,PHENYLEPHRINE
182,CLOPIDOGREL,NICODERM,HYDROCORTISONE,ALUM HYDROXIDE,ETOMIDATE,METOCLOPRAMIDE,LEVETIRACETAM,CARVEDILOL
183,race_other,MOTRIN,NALOXONE,TAMSULOSIN,PREDNISONE,METRONIDAZOLE,SIMVASTATIN,SODIUM BICARBONATE
184,DIPHENHYDRAMINE,NITRO-BID,CALCIUM CARBONATE,PREDNISONE,SENNOSIDES,MIDODRINE,HYDROCORTISONE,METHYLPREDNISOLONE
185,bicarbonate_min,REGLAN,DIGOXIN,SPIRONOLACTONE,SIMVASTATIN,MILK OF MAGNESIA,AMLODIPINE,LOSARTAN
186,SIMVASTATIN,RESTORIL,SODIUM BICARBONATE,OXYCODONE,PIPERACILLIN,NORMODYNE,bun_min,GLARGINE
187,TACROLIMUS,RINGERS SOLUTION,CIPROFLOXACIN,CARVEDILOL,CALCIUM CARBONATE,MINERAL OIL,FLUTICASONE-SALMETEROL,LEVETIRACETAM
188,QUETIAPINE,NEOSTIGMINE METHYLSULFATE,FOLIC ACID,METFORMIN,IBUPROFEN,NEXTERONE,MAGNESIUM SULF,TAMSULOSIN
189,AMINOCAPROIC ACID,NEURONTIN,METHYLPREDNISOLONE,NICOTINE,WARFARIN,MONO-SOD,DIPHENHYDRAMINE,KETOROLAC
190,GLUCAGON,NEXTERONE,SERTRALINE,GLARGINE,DEXAMETHASONE,MOTRIN,calcium_min,IOPAMIDOL
191,SODIUM PHOSPHATE,NICOTINE,FAMOTIDINE,FERROUS,CLONAZEPAM,MUPIROCIN,CALCIUM CHLORIDE,LACTULOSE
192,DIGOXIN,ROCURONIUM,PRAVASTATIN SODIUM,DEXAMETHASONE,LACTULOSE,NAFCILLIN,platelet_min,race_black
193,ALLOPURINOL,ROXICODONE,CLOPIDOGREL,WARFARIN,HYDROCHLOROTHIAZIDE,NALOXONE,FOLIC ACID,AMLODIPINE
194,AMLODIPINE,SENNOSIDES,MEROPENEM,SIMVASTATIN,SPIRONOLACTONE,NARCAN,PREDNISONE,MIDAZOLAM
195,ALPRAZOLAM,NEOSTIGMINE,race_asian,CEFEPIME,ATENOLOL,NEOSTIGMINE,TICAGRELOR,NICARDIPINE
196,WARFARIN,SEROQUEL,PROMETHAZINE,ALLOPURINOL,POTASSIUM PHOSPHATE,PANTOPRAZOLE,WARFARIN,TRAZODONE
197,DEXAMETHASONE,SIMETHICONE,ALUM HYDROXIDE,HYDROCHLOROTHIAZIDE,ALLOPURINOL,NEURONTIN,PRILOCAINE,PRAVASTATIN SODIUM
198,ROCURONIUM,NALOXONE,MAGNESIUM HYDROXIDE,ALTEPLASE,NORCO,ZOLPIDEM,AZITHROMYCIN,bg_baseexcess_last
199,MAGNESIUM OXIDE,XANAX,SPIRONOLACTONE,TRAZODONE,NITROPRUSSIDE,TICAGRELOR,THIAMINE,MINERAL
200,SODIUM POLYSTYRENE SULFONATE,NARCAN,GABAPENTIN,PARENTERAL NUTRITION,TRAMADOL,PARENTERAL NUTRITION,METRONIDAZOLE,LEVOFLOXACIN
201,AZITHROMYCIN,PROMETHAZINE,TIOTROPIUM,race_asian,TRANDATE,REFRESH P.M. OP OINT,LACTULOSE,DOCUSATE
202,METOCLOPRAMIDE,SIMVASTATIN,ALLOPURINOL,MAGNESIUM OXIDE,NORMODYNE,RESTORIL,GUAIFENESIN,WARFARIN
203,CARVEDILOL,SODIUM BICARBONATE,ALTEPLASE,MOTRIN,TRANSDERM-SCOP,RINGERS SOLUTION,LEVOTHYROXINE,MONO-SOD
