,420 Score,122 Score,243 Score,252 Score,458 Score,199 Score,73 Score,Aggregate Score
ONDANSETRON,3.0982093811035156,8.656607627868652,3.1297929286956787,0.8700259327888489,2.2711706161499023,2.9982211589813232,0.532539427280426,0.0
IPRATROPIUM,2.9949090480804443,8.033220291137695,0.0,1.0262975692749023,0.0,17.525449752807617,1.734810709953308,4.0
bg_paco2_first,2.916050434112549,2.3280556201934814,4.7458882331848145,1.8387531042099,6.565112113952637,8.732934951782227,4.340610504150391,43.0
POTASSIUM PHOSPHATE,2.8765554428100586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resprate_min,2.7170021533966064,1.2412468194961548,1.3964136838912964,5.089535236358643,6.819331169128418,12.719630241394043,15.338899612426758,47.0
SODIUM CHLORIDE,2.618839979171753,5.45203971862793,0.4471777081489563,6.5963215827941895,0.8538457751274109,1.1601085662841797,1.21012544631958,4.0
PANTOPRAZOLE,2.5108718872070312,8.704490661621094,1.2986767292022705,0.05353899300098419,12.722515106201172,0.0,0.0,3.0
HALOPERIDOL,2.3684439659118652,0.0,0.0,0.0,0.0,0.0,0.0,1.0
bicarbonate_max,2.3453750610351562,2.1283133029937744,3.3030996322631836,0.3151020109653473,2.7368109226226807,5.721023082733154,3.281827926635742,20.0
SODIUM BICARBONATE,2.308187961578369,0.0,0.0,0.0,0.0,0.0,28.494354248046875,2.0
SENNOSIDES,2.301870346069336,0.0,12.120270729064941,0.0,0.0,4.115851879119873,0.0,6.0
hemoglobin_max,2.2515528202056885,9.456616401672363,3.0547409057617188,16.668642044067383,3.3689165115356445,11.152793884277344,22.31999397277832,18.0
wbc_min,2.177881956100464,3.7510015964508057,4.768912315368652,3.1404285430908203,2.671694278717041,0.6325799226760864,5.058810710906982,32.0
hemoglobin_first,2.1522912979125977,5.016617298126221,2.1268646717071533,3.6770782470703125,2.9936375617980957,4.851548671722412,8.105814933776855,27.0
spo2_first,1.9414055347442627,4.316619873046875,7.2312846183776855,4.025660037994385,5.361881256103516,6.904872894287109,6.524423599243164,47.0
ACETAMIN,1.8771544694900513,0.0,6.766755104064941,0.12449968606233597,0.4984097480773926,6.166340351104736,3.863893508911133,3.0
bg_pao2fio2ratio_last,1.8769501447677612,0.9272930026054382,2.109452962875366,1.6637139320373535,5.593708515167236,1.5302222967147827,7.6538166999816895,23.0
MAGNESIUM SULF,1.8727587461471558,8.365467071533203,0.0,0.13956020772457123,0.0,0.7931030988693237,2.1615912914276123,7.0
bun_min,1.7589644193649292,4.002912521362305,0.4483862817287445,0.8459327220916748,18.676687240600586,13.058076858520508,5.335423469543457,27.0
bilirubin_max,1.7417930364608765,0.7652478814125061,1.179505705833435,7.550474166870117,15.827216148376465,10.057238578796387,6.803377151489258,23.0
platelet_max,1.7257928848266602,0.6012045741081238,3.052661895751953,2.3314003944396973,4.004613876342773,6.029201030731201,9.484085083007812,23.0
potassium_first,1.6053626537322998,13.136812210083008,2.412320375442505,10.121599197387695,9.621495246887207,3.1544456481933594,7.350490570068359,35.0
heartrate_min,1.5918587446212769,8.266152381896973,3.81469988822937,1.3160876035690308,4.046728134155273,4.329935550689697,5.003111362457275,39.0
bg_pao2fio2ratio_min,1.5916513204574585,4.594064235687256,5.026697158813477,1.9565565586090088,2.603196859359741,4.656834602355957,8.027554512023926,43.0
platelet_first,1.5133404731750488,14.76602840423584,12.412206649780273,1.8889524936676025,13.298503875732422,3.3248653411865234,8.557138442993164,37.0
sysbp_max,1.4156821966171265,8.142770767211914,4.342689514160156,0.9586249589920044,5.393957138061523,5.129148006439209,12.60486125946045,37.0
bg_paco2_max,1.343999981880188,2.7602450847625732,3.986278772354126,1.1744290590286255,0.699536919593811,4.146640777587891,3.418771505355835,36.0
lactate_max,1.289994716644287,6.9509663581848145,4.95163106918335,1.5752511024475098,2.123361110687256,11.043121337890625,4.06817626953125,28.0
bilirubin_min,1.2889009714126587,1.9691674709320068,1.6341592073440552,0.6846281886100769,0.794428288936615,10.42575740814209,7.462050914764404,17.0
hemoglobin_last,1.0325965881347656,20.99666976928711,8.119169235229492,12.252370834350586,8.119756698608398,3.658247709274292,15.81973648071289,30.0
bicarbonate_first,0.9707278609275818,10.46403694152832,1.9423121213912964,20.65146827697754,8.646055221557617,6.711189270019531,10.816360473632812,22.0
lactate_last,0.911517858505249,0.4342695474624634,2.5964481830596924,1.533392071723938,1.4162287712097168,5.052993297576904,5.982900619506836,33.0
is_female,0.8549949526786804,4.352689266204834,1.4820525646209717,0.0,1.89255690574646,1.137662649154663,1.2478164434432983,3.0
LISPRO,0.6640505790710449,0.0,0.0,11.814922332763672,2.673013687133789,0.0,31.255325317382812,4.0
AMLODIPINE,0.6341469883918762,0.0,0.0,0.0,0.0,0.0,28.834997177124023,1.0
KETOROLAC,0.5701442956924438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TACROLIMUS,0.5075868964195251,0.0,0.0,0.0,0.0,0.0,0.0,2.0
GABAPENTIN,0.435550332069397,0.0,1.7618999481201172,0.0,8.100744247436523,0.0,2.9715912342071533,1.0
albumin_min,0.42302489280700684,0.20465344190597534,8.92712116241455,7.583547115325928,0.3775692880153656,7.186140537261963,3.863351821899414,11.0
OXYCODONE,0.33006444573402405,0.0,1.7710944414138794,0.0,0.0,0.0,0.0,4.0
HYDROCORTISONE,0.3241262435913086,0.0,7.70026969909668,0.0,0.0,0.0,0.0,0.0
inr_min,0.32300710678100586,9.231668472290039,6.50735330581665,2.758877754211426,3.436638832092285,5.632757186889648,8.159716606140137,19.0
CEFTRIAXONE,0.2751097083091736,0.0,0.0,0.0,0.0,0.0,7.082756042480469,0.0
electivesurgery,0.23382815718650818,0.0,24.091062545776367,0.42420852184295654,0.0,0.0,0.0,5.0
CALCIUM GLUCONATE,0.14564591646194458,0.0,0.0,0.0,0.0,3.2299318313598633,12.180630683898926,2.0
MIDAZOLAM,0.12702931463718414,0.0,5.480246067047119,2.1593103408813477,0.0,12.17027473449707,6.0170440673828125,3.0
FOLIC ACID,0.12271079421043396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAMOTIDINE,0.11422307789325714,0.0,0.0,0.3834165632724762,3.930449962615967,7.996088981628418,5.149129390716553,1.0
OMEPRAZOLE,0.08991535007953644,0.0,0.0,31.181259155273438,0.0,0.0,0.0,1.0
FENTANYL,0.08953581750392914,0.0,0.6579077243804932,0.19247204065322876,0.0,0.43575525283813477,4.935220241546631,1.0
CEFEPIME,0.0,0.0,0.0,0.0,0.0,0.0,0.8738297820091248,0.0
OPTIRAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALDOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIPITOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAGNESIUM HYDROXIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROMETHAZINE,0.0,0.0,0.0,0.0,2.244527816772461,0.0,0.0,0.0
TORADOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYDROMORPHONE,0.0,0.0,0.0,3.9397029876708984,27.08285140991211,0.0,10.411094665527344,1.0
ATROPINE,0.0,0.0,0.0,0.0,0.0,0.0,4.516269683837891,3.0
LIDOCAINE,0.0,1.343315839767456,0.0,0.0,0.0,0.0,50.39967727661133,5.0
LOSARTAN,0.0,0.0,0.0,0.0,0.0,0.0,3.324126958847046,0.0
CALCIUM CHLORIDE,0.0,0.0,0.0,0.0,0.0,0.0,26.874801635742188,0.0
NEOSTIGMINE METHYLSULFATE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LANOXIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCUSATE,0.0,0.0,1.1398828029632568,0.5561409592628479,5.500187873840332,2.6035070419311523,4.133079528808594,3.0
INFUVITE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLONAZEPAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROXICODONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RINGERS SOLUTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
COZAAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REFRESH P.M. OP OINT,0.0,0.0,0.0,0.0,0.0,0.0,26.471269607543945,0.0
DEXTROSE,0.0,0.0,6.575117588043213,0.35037755966186523,1.420233130455017,5.106126308441162,0.6974188685417175,2.0
LEVAQUIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LABETALOL,0.0,0.0,0.0,9.295673370361328,0.0,0.0,72.7601318359375,3.0
LEVEMIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DECADRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPHEDRINE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUMEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
race_hispanic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIAZEPAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FLAGYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUCOSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
CARVEDILOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VITAMIN,0.0,0.0,0.0,0.0,0.0,0.0,5.290552616119385,1.0
PLASMA-LYTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CIPROFLOXACIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NICARDIPINE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRANDATE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DELTASONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NITROPRUSSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.9623255133628845,3.0
GLUCAGEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECEDEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PULMICORT RESPULE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORMODYNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYSTATIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRINIVIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORVASC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAGNESIUM OXIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LACTATED RINGER,0.0,0.0,22.064085006713867,0.0,0.0,0.0,19.388389587402344,1.0
COREG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASCORBIC ACID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMINOCAPROIC ACID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROCURONIUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORPHINE,0.0,0.0,0.0,3.3213088512420654,0.0,2.208794116973877,6.015124320983887,1.0
AMIODARONE,0.0,0.0,16.833314895629883,10.9293794631958,5.293026447296143,0.0,33.383934020996094,12.0
REGLAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PREDNISONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZESTRIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEXAMETHASONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANTICOAGULANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALUM HYDROXIDE,0.0,0.0,0.0,0.0,0.0,0.0,3.8251290321350098,0.0
MIDODRINE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADVAIR DISKUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITALOPRAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NITRO-BID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNEUMOCOCCAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOPAMINE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLOMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEPERIDINE,0.0,0.0,0.0,0.0,4.3090338706970215,0.0,0.0,4.0
INSULIN DETEMIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUMULIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRILOCAINE,0.0,0.0,0.0,0.0,0.0,0.0,0.9449915885925293,1.0
MILK OF MAGNESIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METFORMIN,0.0,0.0,0.0,8.629745483398438,0.0,0.0,0.0,0.0
BAYER CHEWABLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLOPURINOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MINERAL,0.0,0.0,0.0,0.0,0.0,0.0,1.1694698333740234,0.0
PROCHLORPERAZINE,0.0,0.0,0.0,0.0,0.0,0.0,3.8633298873901367,1.0
CALCIUM CARBONATE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAFCILLIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALIUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLINDAMYCIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUBLIMAZE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
