,420,122,243,252,458,199,73,Agg
43,tempc_first,bicarbonate_max,albumin_last,wbc_last,potassium_min,potassium_min,sysbp_first,bicarbonate_min
44,tempc_last,spo2_min,lactate_min,METHYLPREDNISOLONE,wbc_first,sysbp_max,albumin_first,bg_pao2fio2ratio_min
45,diasbp_first,potassium_min,ATORVASTATIN,diasbp_first,sysbp_max,bg_paco2_first,potassium_last,diasbp_first
46,OXYCODONE,spo2_first,heartrate_max,age,potassium_last,creatinine_min,glucose_min,resprate_max
47,LISPRO,sodium_first,diasbp_max,glucose_first,hemoglobin_max,sysbp_min,diasbp_last,ALBUTEROL
48,lactate_max,platelet_first,bg_paco2_last,bg_pao2fio2ratio_last,bicarbonate_first,bg_pao2fio2ratio_first,bg_pao2fio2ratio_min,wbc_max
49,bg_pao2fio2ratio_first,wbc_first,hemoglobin_max,bg_pao2_last,bg_pao2fio2ratio_first,bg_paco2_min,spo2_first,glucose_max
50,spo2_last,creatinine_last,meanbp_max,glucose_last,bg_pao2_min,heartrate_min,potassium_max,BMI
51,ENOXAPARIN,bg_paco2_max,lactate_max,sysbp_min,bicarbonate_max,bg_ph_last,bg_ph_last,bg_pao2fio2ratio_max
52,albumin_last,bun_last,bg_pao2_first,platelet_last,meanbp_max,inr_first,wbc_max,bg_pao2_last
53,wbc_last,bg_ph_min,sysbp_max,platelet_min,bun_last,bg_paco2_max,creatinine_min,bg_paco2_first
54,hemoglobin_last,bg_pao2_first,bg_ph_max,wbc_first,bg_baseexcess_last,glucose_last,lactate_first,bicarbonate_last
55,sysbp_first,sysbp_max,hemoglobin_first,electivesurgery,lactate_last,lactate_min,bg_pao2fio2ratio_first,spo2_min
56,bun_first,wbc_last,diasbp_first,creatinine_last,bg_pao2fio2ratio_last,diasbp_last,urineoutput_sum,age
57,hematocrit_max,bg_pao2fio2ratio_first,wbc_last,glucose_min,glucose_max,potassium_max,bg_paco2_first,meanbp_min
58,SODIUM CHLORIDE,hemoglobin_last,lactate_last,bg_pao2fio2ratio_min,bg_pao2fio2ratio_min,creatinine_last,spo2_min,glucose_min
59,hemoglobin_min,bg_baseexcess_first,diasbp_min,resprate_max,platelet_max,bg_ph_min,wbc_first,bg_pao2_min
60,hemoglobin_first,wbc_min,tempc_first,diasbp_max,bg_pao2_max,bg_pao2_last,FENTANYL,potassium_last
61,bg_baseexcess_last,calcium_min,age,calcium_last,creatinine_last,bg_pao2fio2ratio_max,tempc_last,bg_baseexcess_max
62,bg_ph_last,bg_pao2_last,inr_last,albumin_min,diasbp_last,meanbp_last,meanbp_first,lactate_last
63,bilirubin_first,hemoglobin_first,resprate_last,bg_pao2_max,bg_ph_max,bg_baseexcess_last,inr_first,spo2_last
64,creatinine_max,bg_ph_max,bg_pao2_max,bg_baseexcess_min,albumin_first,glucose_min,resprate_last,inr_min
65,calcium_last,bicarbonate_last,glucose_max,spo2_last,diasbp_max,meanbp_min,creatinine_max,calcium_first
66,sysbp_max,wbc_max,tempc_last,bicarbonate_max,bg_ph_min,bg_baseexcess_max,bg_paco2_min,lactate_min
67,glucose_max,albumin_min,inr_first,bun_last,heartrate_last,platelet_last,spo2_last,INSULIN
68,inr_min,creatinine_max,calcium_min,bicarbonate_first,sodium_last,glucose_first,bun_min,bun_last
69,bicarbonate_min,bun_max,bicarbonate_first,wbc_min,bg_pao2_last,bg_baseexcess_min,hematocrit_first,potassium_min
70,potassium_first,bg_baseexcess_min,bg_pao2fio2ratio_last,creatinine_max,heartrate_min,bicarbonate_first,resprate_max,bg_pao2fio2ratio_first
71,sysbp_min,glucose_max,bg_pao2_min,hematocrit_max,bilirubin_max,bun_first,creatinine_first,creatinine_last
72,hematocrit_last,potassium_first,platelet_max,FENTANYL,creatinine_min,inr_min,bg_pao2fio2ratio_last,hematocrit_max
73,sodium_max,platelet_last,resprate_min,bg_ph_first,bun_min,potassium_last,bg_ph_min,potassium_first
74,hematocrit_first,bg_pao2fio2ratio_max,meanbp_last,bg_paco2_min,spo2_first,bg_pao2fio2ratio_last,lactate_min,diasbp_max
75,BMI,platelet_min,potassium_first,resprate_last,tempc_last,PIPERACILLIN,meanbp_min,sysbp_max
76,lactate_first,glucose_min,spo2_last,potassium_min,platelet_first,tempc_min,CALCIUM GLUCONATE,bg_ph_max
77,wbc_max,spo2_last,platelet_last,potassium_first,diasbp_first,heartrate_last,bg_pao2_last,bilirubin_min
78,bicarbonate_last,creatinine_min,bg_ph_last,bg_pao2_first,calcium_max,spo2_min,hemoglobin_min,bicarbonate_first
79,resprate_last,bg_pao2_min,bg_pao2fio2ratio_first,CLOPIDOGREL,platelet_last,spo2_last,sodium_last,sysbp_first
80,bg_paco2_max,sysbp_min,bg_paco2_min,bun_min,bg_paco2_max,platelet_max,bg_paco2_max,tempc_min
81,bun_max,bun_first,potassium_min,lactate_first,lactate_min,CEFEPIME,meanbp_last,calcium_max
82,bg_pao2_max,creatinine_first,bg_pao2_last,hemoglobin_first,inr_last,lactate_max,calcium_last,CEFEPIME
83,platelet_min,ALBUTEROL,bilirubin_min,hematocrit_last,bg_ph_last,hemoglobin_last,lactate_max,diasbp_last
84,bg_pao2_first,sysbp_last,hematocrit_last,lactate_last,lactate_first,resprate_last,LACTULOSE,meanbp_max
85,spo2_min,bilirubin_last,hematocrit_min,bg_paco2_first,sodium_max,tempc_last,platelet_last,sysbp_last
86,bg_paco2_min,meanbp_last,glucose_min,platelet_max,inr_first,platelet_first,bg_ph_max,sodium_min
87,hemoglobin_max,diasbp_max,DEXTROSE,bg_baseexcess_first,spo2_last,resprate_min,platelet_min,hematocrit_last
88,sysbp_last,hematocrit_max,bg_pao2fio2ratio_min,DEXAMETHASONE,hemoglobin_first,CEFAZOLIN,bicarbonate_first,bg_ph_first
89,resprate_min,sodium_max,albumin_max,bun_max,hematocrit_last,bg_baseexcess_first,bicarbonate_max,CLOPIDOGREL
90,METHYLPREDNISOLONE,bg_baseexcess_last,platelet_min,lactate_min,wbc_min,hemoglobin_min,inr_last,ALBUMIN
91,sodium_first,calcium_max,glucose_last,bilirubin_first,bg_paco2_last,bilirubin_first,albumin_min,platelet_min
92,platelet_last,glucose_first,wbc_min,albumin_max,potassium_first,calcium_max,bg_pao2fio2ratio_max,hemoglobin_last
93,bg_baseexcess_min,calcium_first,bg_pao2fio2ratio_max,ONDANSETRON,bg_paco2_min,hematocrit_first,bg_baseexcess_min,bilirubin_max
94,bg_paco2_first,sodium_min,bicarbonate_last,hematocrit_min,sodium_first,bg_pao2fio2ratio_min,calcium_first,hemoglobin_max
95,meanbp_min,bilirubin_first,bg_baseexcess_first,sodium_first,tempc_min,bilirubin_last,inr_max,meanbp_last
96,calcium_min,calcium_last,calcium_max,bg_paco2_last,bilirubin_last,hemoglobin_first,bilirubin_max,bg_pao2fio2ratio_last
97,platelet_first,meanbp_first,sodium_first,bilirubin_last,hematocrit_first,hematocrit_min,sodium_max,GLUCOSE
98,bg_ph_max,lactate_last,inr_min,potassium_last,potassium_max,sodium_first,hemoglobin_last,hemoglobin_min
99,platelet_max,lactate_max,race_black,lactate_max,hemoglobin_min,albumin_last,sodium_first,CEFTRIAXONE
100,inr_max,hemoglobin_min,ACETAMIN,calcium_first,bilirubin_first,bilirubin_min,SODIUM CHLORIDE,bilirubin_first
101,bg_pao2_min,bilirubin_min,bun_max,inr_first,sodium_min,bun_min,ASPIRIN,CARVEDILOL
102,potassium_max,bg_pao2fio2ratio_min,bg_baseexcess_last,potassium_max,hematocrit_max,sodium_last,electivesurgery,lactate_max
103,bg_paco2_last,bg_pao2fio2ratio_last,potassium_max,inr_last,lactate_max,hemoglobin_max,bg_baseexcess_last,ENOXAPARIN
104,sodium_min,lactate_min,calcium_first,bun_first,bilirubin_min,albumin_min,albumin_max,wbc_first
105,bg_ph_first,is_female,bilirubin_first,bg_paco2_max,PANTOPRAZOLE,sodium_min,REFRESH P.M. OP OINT,calcium_last
106,diasbp_max,bilirubin_max,inr_max,albumin_first,bg_baseexcess_first,albumin_first,bilirubin_last,bg_paco2_last
107,lactate_min,PANTOPRAZOLE,sodium_min,PIPERACILLIN,inr_max,meanbp_max,AMIODARONE,PROPOFOL
108,wbc_first,spo2_max,hemoglobin_min,bicarbonate_last,hematocrit_min,hematocrit_last,bilirubin_first,wbc_min
109,spo2_first,sodium_last,platelet_first,spo2_max,bicarbonate_last,lactate_first,CEFEPIME,platelet_max
110,bg_baseexcess_first,inr_last,PROPOFOL,bicarbonate_min,bicarbonate_min,spo2_max,potassium_first,bg_ph_last
111,calcium_max,inr_first,OXYCODONE,inr_min,FUROSEMIDE,bicarbonate_max,sodium_min,hemoglobin_first
112,bg_baseexcess_max,hematocrit_min,hemoglobin_last,sodium_max,is_female,bilirubin_max,hematocrit_last,platelet_first
113,albumin_first,lactate_first,BIOTENE,MIDAZOLAM,LACTATED RINGER,albumin_max,potassium_min,bilirubin_last
114,PROPOFOL,ASPIRIN,sodium_max,diasbp_min,LISPRO,hematocrit_max,LORAZEPAM,glucose_last
115,sodium_last,METOPROLOL,ASPIRIN,sodium_min,spo2_max,bicarbonate_min,bicarbonate_min,LISPRO
116,potassium_last,IPRATROPIUM,bilirubin_max,sodium_last,race_black,bicarbonate_last,platelet_first,platelet_last
117,hematocrit_min,inr_min,sodium_last,bilirubin_min,DOCUSATE,PLASMA-LYTE,inr_min,sodium_last
118,meanbp_max,ENOXAPARIN,bilirubin_last,calcium_max,BISACODYL,sodium_max,AZITHROMYCIN,meanbp_first
119,wbc_min,LABETALOL,METOPROLOL,hemoglobin_last,MAGNESIUM SULF,PHENYLEPHRINE,bilirubin_min,bun_first
120,bg_pao2_last,inr_max,HYDROCORTISONE,inr_max,ONDANSETRON,DOCUSATE,LEVOFLOXACIN,METOPROLOL
121,bg_ph_min,DOCUSATE,potassium_last,hemoglobin_max,FAMOTIDINE,CALCIUM GLUCONATE,NICOTINE,lactate_first
122,ALBUTEROL,ACETAMIN,ONDANSETRON,FAMOTIDINE,albumin_min,HEPARIN,bg_baseexcess_first,calcium_min
123,bicarbonate_max,PREDNISONE,bg_baseexcess_max,MEROPENEM,VANCOMYCIN,ASPIRIN,FAMOTIDINE,sodium_first
124,bilirubin_last,AMIODARONE,DOCUSATE,is_female,MORPHINE,SENNOSIDES,hematocrit_max,hematocrit_first
125,NOREPINEPHRINE,ONDANSETRON,AMLODIPINE,ALBUTEROL,CHLORHEXIDINE,FUROSEMIDE,calcium_max,hematocrit_min
126,ACETAMIN,ZOLPIDEM,GLARGINE,bilirubin_max,CARVEDILOL,ALBUTEROL,ALTEPLASE,IPRATROPIUM
127,FENTANYL,LIDOCAINE,SODIUM CHLORIDE,BISACODYL,DEXTROSE,METOPROLOL,spo2_max,potassium_max
128,ASPART,race_black,ENOXAPARIN,LORAZEPAM,INSULIN,POTASSIUM CHLORIDE,HYDROMORPHONE,sodium_max
129,albumin_max,INSULIN DETEMIR,spo2_max,FUROSEMIDE,ACETAMIN,MIDAZOLAM,HYDROCODONE,ONDANSETRON
130,AZITHROMYCIN,WARFARIN,FUROSEMIDE,LISINOPRIL,IBUPROFEN,POLYETHYLENE GLYCOL,DOCUSATE,MAGNESIUM SULF
131,SIMVASTATIN,MORPHINE,INSULIN,HYDROMORPHONE,SODIUM CHLORIDE,DEXTROSE,ATORVASTATIN,bg_ph_min
132,GABAPENTIN,MIDAZOLAM,MIDAZOLAM,PANTOPRAZOLE,ENOXAPARIN,ONDANSETRON,HEPARIN,RINGERS SOLUTION
133,FAMOTIDINE,MIDODRINE,bg_baseexcess_min,DEXTROSE,FENTANYL,ACETAMIN,LEVETIRACETAM,inr_last
134,ASPIRIN,OPTIRAY,electivesurgery,AMLODIPINE,albumin_max,ENOXAPARIN,hemoglobin_first,HEPARIN
135,DIAZEPAM,OXYCODONE,VANCOMYCIN,SODIUM BICARBONATE,HYDRALAZINE,is_female,BISACODYL,HYDRALAZINE
136,bilirubin_min,METRONIDAZOLE,MORPHINE,HYDROCODONE,race_asian,NOREPINEPHRINE,race_other,spo2_max
137,NYSTATIN,METHYLPREDNISOLONE,is_female,ASPIRIN,GLUCOSE,PROPOFOL,MAGNESIUM SULF,ATORVASTATIN
138,METOPROLOL,METOCLOPRAMIDE,ALBUTEROL,OMEPRAZOLE,SODIUM PHOSPHATE,MORPHINE,CLOPIDOGREL,FLUTICASONE-SALMETEROL
139,ATORVASTATIN,VITAMIN,SIMVASTATIN,MORPHINE,ASPIRIN,BISACODYL,ALBUTEROL,ACETAMIN
140,VITAMIN,ROXICODONE,METHYLPREDNISOLONE,METOPROLOL,DIPHENHYDRAMINE,LORAZEPAM,MONO-SOD,DEXTROSE
141,albumin_min,SENNOSIDES,LORAZEPAM,TRAMADOL,SENNOSIDES,INSULIN,CARVEDILOL,ALUM HYDROXIDE
142,DIPHENHYDRAMINE,METFORMIN,DEXMEDETOMIDINE,AZITHROMYCIN,PHENYLEPHRINE,FAMOTIDINE,INSULIN,MEROPENEM
143,POTASSIUM PHOSPHATE,SEROQUEL,MAGNESIUM SULF,PREDNISONE,TAMSULOSIN,IPRATROPIUM,hemoglobin_max,is_female
144,INSULIN,SERTRALINE,ASPART,SENNOSIDES,NOREPINEPHRINE,ASPART,IPRATROPIUM,CHLORHEXIDINE
145,QUETIAPINE,SIMETHICONE,NITROGLYCERIN,INSULIN,ETOMIDATE,OXYCODONE,DEXAMETHASONE,AZITHROMYCIN
146,HYDRALAZINE,SIMVASTATIN,GUAIFENESIN,POLYETHYLENE GLYCOL,AMIODARONE,NEOSTIGMINE,METOPROLOL,PHENYLEPHRINE
147,race_black,MEDROL,NOREPINEPHRINE,MAGNESIUM HYDROXIDE,LORAZEPAM,NEOSTIGMINE METHYLSULFATE,ONDANSETRON,OXYCODONE
148,GLUCAGON,MEPERIDINE,TIOTROPIUM,MAGNESIUM SULF,HALOPERIDOL,PANTOPRAZOLE,METHYLPREDNISOLONE,METRONIDAZOLE
149,HEPARIN,MEROPENEM,IPRATROPIUM,IPRATROPIUM,METOPROLOL,SODIUM POLYSTYRENE SULFONATE,LACTATED RINGER,REFRESH P.M. OP OINT
150,DEXTROSE,MERREM,WARFARIN,CEFTRIAXONE,MINERAL,PARENTERAL NUTRITION,TAMSULOSIN,LEVOFLOXACIN
151,MAGNESIUM SULF,SODIUM BICARBONATE,SENNOSIDES,HEPARIN,MINERAL OIL,TRANDATE,MINERAL,METHYLPREDNISOLONE
152,electivesurgery,MAGNESIUM OXIDE,PANTOPRAZOLE,HYDRALAZINE,MOTRIN,NAFCILLIN,PROCHLORPERAZINE,GLARGINE
153,CITALOPRAM,MAGOX,PNEUMOCOCCAL,GABAPENTIN,PARENTERAL NUTRITION,NALOXONE,LISPRO,POTASSIUM CHLORIDE
154,HYDROMORPHONE,ULTRAM,TAMSULOSIN,METOCLOPRAMIDE,MUPIROCIN,NARCAN,MORPHINE,POTASSIUM PHOSPHATE
155,MORPHINE,LEVOFLOXACIN,PHENYLEPHRINE,AMIODARONE,MIDAZOLAM,SODIUM BICARBONATE,NOREPINEPHRINE,FUROSEMIDE
156,CALCIUM GLUCONATE,SODIUM PHOSPHATE,LEVOTHYROXINE,ALTEPLASE,MIDODRINE,SODIUM PHOSPHATE,ACETAMIN,MORPHINE
157,OMEPRAZOLE,SODIUM POLYSTYRENE SULFONATE,HYDROCODONE,FOLIC ACID,MILK OF MAGNESIA,SPIRONOLACTONE,HYDRALAZINE,NYSTATIN
158,PHENYLEPHRINE,MAGNESIUM HYDROXIDE,METOCLOPRAMIDE,CEFEPIME,MONO-SOD,MUPIROCIN,NITROGLYCERIN,SPIRONOLACTONE
159,TACROLIMUS,SPIRONOLACTONE,ALPRAZOLAM,THIAMINE,VITAMIN,SUBLIMAZE,HYDROCORTISONE,TRAMADOL
160,LABETALOL,LOSARTAN,HEPARIN,LABETALOL,PERCOCET,MAGNESIUM SULF,NITROPRUSSIDE,OMEPRAZOLE
161,LEVETIRACETAM,MAALOX,MIDODRINE,QUETIAPINE,METHYLPREDNISOLONE,MOTRIN,ZOLPIDEM,PANTOPRAZOLE
162,LORAZEPAM,MAGNESIUM CHLORIDE,LEVOFLOXACIN,DEXMEDETOMIDINE,NAFCILLIN,MAGNESIUM OXIDE,POTASSIUM CHLORIDE,SENNOSIDES
163,RINGERS SOLUTION,SUBLIMAZE,HYDROMORPHONE,LACTATED RINGER,METOCLOPRAMIDE,SUCCINYLCHOLINE,CHLORHEXIDINE,AMLODIPINE
164,SENNOSIDES,SUCCINYLCHOLINE,THIAMINE,ENOXAPARIN,METRONIDAZOLE,TACROLIMUS,CALCIUM CHLORIDE,ASPART
165,DOCUSATE,TACROLIMUS,POTASSIUM CHLORIDE,DOCUSATE,PHENERGAN,TAMSULOSIN,DEXTROSE,LABETALOL
166,POTASSIUM CHLORIDE,LORAZEPAM,NARCAN,ATORVASTATIN,SIMVASTATIN,MAGOX,MEROPENEM,LACTATED RINGER
167,PANTOPRAZOLE,VASOPRESSIN,MILK OF MAGNESIA,OXYCODONE,SODIUM BICARBONATE,MINERAL,SIMVASTATIN,ETOMIDATE
168,LEVOTHYROXINE,TAMSULOSIN,MINERAL,PROPOFOL,MERREM,MINERAL OIL,LISINOPRIL,AMINOCAPROIC ACID
169,CHLORHEXIDINE,THIAMINE,MINERAL OIL,CARVEDILOL,SODIUM POLYSTYRENE SULFONATE,MONO-SOD,CEFTRIAXONE,LACTULOSE
170,WARFARIN,TICAGRELOR,MEPERIDINE,ALLOPURINOL,SPIRONOLACTONE,THIAMINE,GLUCAGON,LORAZEPAM
171,THIAMINE,LISINOPRIL,MEROPENEM,METFORMIN,MEDROL,MILK OF MAGNESIA,ALLOPURINOL,GABAPENTIN
172,HALOPERIDOL,LISPRO,MERREM,ACETAMIN,MEPERIDINE,TICAGRELOR,TACROLIMUS,CALCIUM GLUCONATE
173,BISACODYL,LORATADINE,METFORMIN,MINERAL OIL,MEROPENEM,TIOTROPIUM,NALOXONE,THIAMINE
174,NALOXONE,TIOTROPIUM,MONO-SOD,MONO-SOD,SUBLIMAZE,TORADOL,PREDNISONE,SODIUM BICARBONATE
175,IBUPROFEN,MINERAL,MOTRIN,MOTRIN,SUCCINYLCHOLINE,TRAMADOL,ENOXAPARIN,HYDROCORTISONE
176,KETOROLAC,MAGNESIUM SULF,MUPIROCIN,MUPIROCIN,TACROLIMUS,MEPERIDINE,FUROSEMIDE,KETOROLAC
177,race_other,LIPITOR,MAGNESIUM OXIDE,MINERAL,MAGOX,MIDODRINE,QUETIAPINE,race_hispanic
178,ATENOLOL,TORADOL,MAGOX,NAFCILLIN,THIAMINE,MEDROL,race_hispanic,LEVETIRACETAM
179,LISINOPRIL,VANCOMYCIN,MEDROL,MIDODRINE,MAGNESIUM CHLORIDE,TRANSDERM-SCOP,ALBUMIN,race_black
180,ROCURONIUM,TRAMADOL,NAFCILLIN,NEOSTIGMINE METHYLSULFATE,MAGNESIUM HYDROXIDE,PERCOCET,ALUM HYDROXIDE,BISACODYL
181,NITROGLYCERIN,MILK OF MAGNESIA,NALOXONE,MILK OF MAGNESIA,MAGNESIUM OXIDE,TRAZODONE,PROPOFOL,ATROPINE
182,SODIUM POLYSTYRENE SULFONATE,TRANDATE,ZOCOR,NALOXONE,TICAGRELOR,ULTRAM,CIPROFLOXACIN,GLUCAGON
183,FUROSEMIDE,OMEPRAZOLE,MAGNESIUM HYDROXIDE,NARCAN,TIOTROPIUM,NEURONTIN,SODIUM BICARBONATE,NALOXONE
184,METOCLOPRAMIDE,XANAX,TRAMADOL,NEOSTIGMINE,TORADOL,METOCLOPRAMIDE,IOPAMIDOL,race_asian
185,CLOPIDOGREL,MONO-SOD,NEOSTIGMINE,MAGOX,METFORMIN,MERREM,LABETALOL,LISINOPRIL
186,TRAZODONE,TRANSDERM-SCOP,METRONIDAZOLE,MEDROL,LOSARTAN,METRONIDAZOLE,MIDODRINE,ZOLPIDEM
187,PREDNISONE,TRAZODONE,MAGNESIUM CHLORIDE,MEPERIDINE,MAALOX,VALIUM,POLYETHYLENE GLYCOL,ASPIRIN
188,BUMETANIDE,ROCURONIUM,PARENTERAL NUTRITION,MERREM,TRAMADOL,LEVOTHYROXINE,DIPHENHYDRAMINE,HYDROMORPHONE
189,FOLIC ACID,ZESTRIL,SODIUM PHOSPHATE,VASOPRESSIN,NALOXONE,VASOPRESSIN,GLARGINE,DEXAMETHASONE
190,HYDROCORTISONE,RINGERS SOLUTION,REGLAN,PARENTERAL NUTRITION,TRANDATE,MAGNESIUM CHLORIDE,GABAPENTIN,GUAIFENESIN
191,IPRATROPIUM,NORMODYNE,NORVASC,PERCOCET,TRANSDERM-SCOP,MAGNESIUM HYDROXIDE,METRONIDAZOLE,ALPRAZOLAM
192,race_asian,NORVASC,NYSTATIN,SIMVASTATIN,TRAZODONE,NEXTERONE,MIDAZOLAM,NOREPINEPHRINE
193,MIDODRINE,NYSTATIN,NORCO,MAGNESIUM CHLORIDE,ULTRAM,VENTOLIN,MERREM,FAMOTIDINE
194,ADVAIR DISKUS,RESTORIL,RESTORIL,MAGNESIUM OXIDE,NITROPRUSSIDE,VITAMIN,METFORMIN,race_other
195,MILK OF MAGNESIA,POTASSIUM CHLORIDE,RINGERS SOLUTION,SODIUM PHOSPHATE,NEOSTIGMINE,WARFARIN,METOCLOPRAMIDE,SERTRALINE
196,MERREM,PARENTERAL NUTRITION,ROCURONIUM,SODIUM POLYSTYRENE SULFONATE,LORATADINE,XANAX,MILK OF MAGNESIA,LOSARTAN
197,METFORMIN,PERCOCET,NORMODYNE,SPIRONOLACTONE,VALIUM,ZESTRIL,MINERAL OIL,MONO-SOD
198,MINERAL,NITROGLYCERIN,ROXICODONE,NEURONTIN,VASOPRESSIN,LISINOPRIL,MOTRIN,FERROUS
199,MINERAL OIL,NITROPRUSSIDE,NITROPRUSSIDE,MAALOX,VENTOLIN,OPTIRAY,MEDROL,DIPHENHYDRAMINE
200,MONO-SOD,NORCO,NEOSTIGMINE METHYLSULFATE,SUBLIMAZE,NORMODYNE,LIPITOR,MUPIROCIN,SIMVASTATIN
201,MOTRIN,NOREPINEPHRINE,ZOLPIDEM,SUCCINYLCHOLINE,LIPITOR,ZOLPIDEM,MAGOX,METOCLOPRAMIDE
202,NORCO,PHENERGAN,SEROQUEL,TACROLIMUS,NITRO-BID,ZOCOR,NAFCILLIN,DIGOXIN
203,PARENTERAL NUTRITION,PHENYLEPHRINE,SERTRALINE,TAMSULOSIN,NITROGLYCERIN,SIMVASTATIN,NARCAN,ALTEPLASE
204,NITRO-BID,PHYTONADIONE,SIMETHICONE,METRONIDAZOLE,NYSTATIN,LISPRO,NEOSTIGMINE,AMIODARONE
