,420,122,243,252,458,199,73,Agg
16,sodium_min,bg_paco2_max,lactate_max,bg_paco2_min,IPRATROPIUM,tempc_max,CHLORHEXIDINE,PIPERACILLIN
17,sysbp_first,bg_baseexcess_first,sysbp_last,is_female,glucose_min,inr_max,bun_first,albumin_min
18,creatinine_last,resprate_last,bg_paco2_max,FAMOTIDINE,electivesurgery,hemoglobin_max,ASPIRIN,lactate_max
19,bg_baseexcess_max,glucose_min,inr_max,wbc_first,bg_pao2fio2ratio_max,bg_baseexcess_first,CEFAZOLIN,tempc_max
20,CEFAZOLIN,sodium_first,meanbp_min,wbc_max,bicarbonate_max,creatinine_max,meanbp_first,bg_ph_first
21,wbc_last,resprate_first,resprate_first,bg_paco2_max,hematocrit_last,ALBUTEROL,FUROSEMIDE,bg_pao2fio2ratio_last
22,bg_pao2_last,sysbp_min,glucose_max,glucose_max,bg_ph_last,sodium_max,bg_pao2fio2ratio_first,platelet_min
23,bg_paco2_max,spo2_last,sodium_max,wbc_min,ALBUTEROL,spo2_min,bg_paco2_first,race_other
24,is_female,wbc_min,sodium_first,heartrate_last,spo2_min,tempc_min,glucose_last,SODIUM CHLORIDE
25,meanbp_last,tempc_first,diasbp_first,tempc_last,bg_baseexcess_max,BMI,bg_pao2_first,lactate_min
26,NOREPINEPHRINE,is_female,tempc_min,hematocrit_max,calcium_last,inr_last,diasbp_max,bun_first
27,bg_baseexcess_last,sysbp_max,ATORVASTATIN,bg_pao2_last,age,bg_pao2fio2ratio_max,potassium_max,calcium_first
28,sodium_first,heartrate_last,hematocrit_last,creatinine_first,wbc_max,diasbp_max,hemoglobin_last,wbc_last
29,bicarbonate_min,ALBUTEROL,tempc_first,SODIUM CHLORIDE,heartrate_max,heartrate_first,bicarbonate_first,inr_last
30,hematocrit_min,lactate_min,bg_pao2_min,urineoutput_sum,bg_pao2fio2ratio_min,sysbp_first,FAMOTIDINE,NITROGLYCERIN
31,bg_ph_max,bg_pao2_max,tempc_last,CEFAZOLIN,creatinine_min,meanbp_first,meanbp_last,albumin_last
32,diasbp_min,potassium_last,diasbp_max,lactate_last,ENOXAPARIN,albumin_min,heartrate_first,hemoglobin_max
33,meanbp_min,bg_paco2_last,bg_ph_min,BISACODYL,lactate_first,CHLORHEXIDINE,POTASSIUM CHLORIDE,heartrate_first
34,bg_paco2_min,bg_pao2fio2ratio_max,bg_pao2_last,ALBUTEROL,INSULIN,inr_first,SODIUM CHLORIDE,resprate_min
35,sysbp_max,bun_last,bicarbonate_last,inr_last,bun_max,bg_ph_last,spo2_last,glucose_max
36,albumin_first,bun_first,glucose_first,potassium_last,glucose_max,lactate_last,ALBUMIN,hematocrit_first
37,bg_pao2fio2ratio_min,spo2_min,SODIUM CHLORIDE,PANTOPRAZOLE,wbc_min,wbc_min,wbc_last,bicarbonate_first
38,METRONIDAZOLE,sodium_min,hemoglobin_max,hemoglobin_min,resprate_last,potassium_last,hemoglobin_first,bg_baseexcess_max
39,hemoglobin_max,platelet_max,potassium_last,diasbp_min,bg_pao2_max,DEXTROSE,bg_paco2_max,potassium_last
40,calcium_first,bg_pao2_last,HEPARIN,bg_ph_min,sysbp_min,sodium_min,PANTOPRAZOLE,meanbp_last
41,glucose_min,diasbp_max,bg_baseexcess_last,lactate_first,is_female,bg_pao2_last,diasbp_last,heartrate_min
42,potassium_last,calcium_first,GLARGINE,bg_pao2fio2ratio_max,bg_ph_min,MAGNESIUM SULF,albumin_max,bg_paco2_max
43,bilirubin_max,sysbp_first,bg_pao2_max,glucose_last,lactate_max,DOCUSATE,VANCOMYCIN,bg_pao2fio2ratio_max
44,FAMOTIDINE,wbc_first,bun_min,sysbp_max,albumin_first,SENNOSIDES,albumin_min,resprate_first
45,hemoglobin_min,albumin_first,heartrate_last,inr_max,sysbp_max,resprate_first,ALBUTEROL,age
46,bg_pao2_max,platelet_last,hemoglobin_first,hematocrit_last,bg_paco2_first,bg_pao2_first,bg_pao2_last,glucose_min
47,ENOXAPARIN,urineoutput_sum,DOCUSATE,METHYLPREDNISOLONE,inr_last,albumin_max,GLUCOSE,bg_ph_min
48,bg_paco2_first,resprate_max,heartrate_max,spo2_last,bicarbonate_min,resprate_min,albumin_first,lactate_first
49,BISACODYL,calcium_min,BIOTENE,potassium_max,resprate_first,wbc_max,tempc_last,hemoglobin_min
50,hematocrit_max,meanbp_last,bg_ph_last,calcium_max,BMI,bg_ph_min,hematocrit_min,meanbp_max
51,ASPIRIN,bicarbonate_last,bg_paco2_last,bun_last,spo2_max,lactate_min,resprate_min,albumin_first
52,PANTOPRAZOLE,albumin_min,hemoglobin_last,DEXTROSE,SODIUM CHLORIDE,hematocrit_min,tempc_first,sodium_last
53,inr_last,hematocrit_min,potassium_max,bg_ph_first,bun_first,heartrate_min,spo2_max,ALBUMIN
54,bg_baseexcess_first,hemoglobin_first,wbc_max,heartrate_min,creatinine_last,bg_pao2_max,bg_ph_first,diasbp_max
55,ATORVASTATIN,hemoglobin_max,BISACODYL,tempc_min,bg_baseexcess_first,resprate_last,bg_baseexcess_max,potassium_min
56,bg_ph_last,meanbp_first,sodium_min,bg_pao2_max,heartrate_min,OXYCODONE,lactate_min,lactate_last
57,albumin_min,sodium_max,METOPROLOL,tempc_first,bg_pao2_last,hematocrit_max,BMI,LISPRO
58,potassium_max,BMI,CLOPIDOGREL,bg_pao2fio2ratio_last,bg_baseexcess_last,bg_pao2fio2ratio_last,HYDROCODONE,tempc_first
59,ALBUTEROL,bun_max,bg_pao2fio2ratio_last,METOCLOPRAMIDE,albumin_max,INSULIN,sodium_min,bg_pao2_first
60,sodium_max,potassium_first,race_black,bg_pao2_min,albumin_min,potassium_min,MAGNESIUM HYDROXIDE,sodium_max
61,SODIUM CHLORIDE,potassium_min,POTASSIUM CHLORIDE,bg_pao2_first,calcium_max,bg_baseexcess_max,bicarbonate_last,bg_ph_max
62,bg_pao2_min,bg_pao2_first,age,HYDROCODONE,calcium_first,resprate_max,LORAZEPAM,potassium_max
63,potassium_min,platelet_first,bicarbonate_max,sysbp_first,race_other,bicarbonate_max,CEFEPIME,bg_paco2_first
64,heartrate_min,tempc_last,is_female,bg_baseexcess_min,bicarbonate_last,CEFAZOLIN,bg_baseexcess_min,CEFTRIAXONE
65,inr_max,tempc_min,ALBUTEROL,bicarbonate_last,resprate_max,urineoutput_sum,DEXTROSE,glucose_last
66,POTASSIUM CHLORIDE,meanbp_min,diasbp_min,lactate_max,inr_max,is_female,resprate_first,bg_ph_last
67,diasbp_max,lactate_first,platelet_max,potassium_first,NITROGLYCERIN,bg_pao2fio2ratio_first,diasbp_first,bg_baseexcess_last
68,creatinine_max,wbc_last,spo2_first,bg_pao2fio2ratio_min,GLUCOSE,MIDAZOLAM,platelet_first,PROPOFOL
69,hematocrit_last,albumin_last,calcium_last,hematocrit_first,platelet_last,bg_paco2_first,bg_baseexcess_first,sodium_first
70,glucose_first,HYDROCODONE,resprate_last,resprate_min,tempc_min,PHENYLEPHRINE,bg_pao2_min,calcium_max
71,age,bicarbonate_min,creatinine_max,FENTANYL,potassium_last,PIPERACILLIN,platelet_max,platelet_max
72,LORAZEPAM,hematocrit_last,PROPOFOL,CLOPIDOGREL,bg_paco2_min,tempc_last,bun_last,bicarbonate_max
73,BMI,sodium_last,wbc_first,sodium_first,meanbp_max,bg_ph_first,calcium_last,is_female
74,bicarbonate_first,potassium_max,spo2_min,bg_baseexcess_max,sodium_last,glucose_min,sysbp_last,sodium_min
75,bg_pao2_first,heartrate_max,ASPART,sysbp_last,sodium_min,bicarbonate_first,bun_max,sysbp_max
76,VANCOMYCIN,heartrate_min,VANCOMYCIN,sodium_last,platelet_first,potassium_first,hematocrit_first,ONDANSETRON
77,sysbp_min,bg_baseexcess_last,ONDANSETRON,OMEPRAZOLE,hematocrit_max,FENTANYL,tempc_min,bun_min
78,heartrate_last,bg_pao2fio2ratio_last,glucose_last,ASPIRIN,sodium_first,platelet_last,sodium_max,heartrate_last
79,calcium_min,bicarbonate_max,CARVEDILOL,IPRATROPIUM,lactate_last,glucose_max,bg_ph_min,glucose_first
80,ASPART,spo2_first,sodium_last,platelet_first,potassium_max,electivesurgery,INFLUENZA VAC,urineoutput_sum
81,heartrate_max,bg_paco2_min,NOREPINEPHRINE,hemoglobin_max,LACTATED RINGER,bicarbonate_last,HEPARIN,wbc_min
82,bicarbonate_last,calcium_max,bicarbonate_first,MORPHINE,bg_pao2fio2ratio_last,platelet_max,hemoglobin_min,ACETAMIN
83,lactate_min,hematocrit_first,bg_baseexcess_max,bun_min,meanbp_first,albumin_first,race_other,POTASSIUM CHLORIDE
84,glucose_last,spo2_max,urineoutput_sum,ENOXAPARIN,bun_last,calcium_first,inr_max,calcium_last
85,LEVETIRACETAM,glucose_max,spo2_max,bun_max,PANTOPRAZOLE,bg_baseexcess_last,sysbp_min,FENTANYL
86,bg_pao2fio2ratio_first,bg_paco2_first,HYDROCODONE,POTASSIUM CHLORIDE,bg_paco2_last,bg_pao2fio2ratio_min,diasbp_min,calcium_min
87,calcium_last,POTASSIUM CHLORIDE,HYDROCORTISONE,hemoglobin_first,DEXTROSE,ONDANSETRON,CARVEDILOL,spo2_last
88,electivesurgery,ACETAMIN,hematocrit_max,hemoglobin_last,sodium_max,age,IPRATROPIUM,inr_first
89,glucose_max,wbc_max,inr_first,METOPROLOL,albumin_last,bg_baseexcess_min,bun_min,INSULIN
90,inr_min,race_other,potassium_min,INSULIN,diasbp_min,PLASMA-LYTE,bicarbonate_min,bicarbonate_last
91,bun_last,bun_min,bun_last,MAGNESIUM HYDROXIDE,diasbp_first,hemoglobin_first,GLUCAGON,MORPHINE
92,bg_pao2fio2ratio_max,glucose_last,bg_pao2fio2ratio_first,inr_min,potassium_first,bun_min,NITROGLYCERIN,bicarbonate_min
93,bicarbonate_max,lactate_last,calcium_min,spo2_max,hemoglobin_last,FUROSEMIDE,platelet_last,DEXTROSE
94,DEXTROSE,electivesurgery,resprate_max,bg_baseexcess_last,hematocrit_first,potassium_max,urineoutput_sum,meanbp_first
95,bun_min,ONDANSETRON,LORAZEPAM,albumin_min,LORAZEPAM,spo2_max,AMIODARONE,MIDAZOLAM
96,tempc_last,ASPIRIN,hematocrit_min,creatinine_min,bg_pao2fio2ratio_first,meanbp_last,sysbp_first,HEPARIN
97,diasbp_last,bg_ph_min,bg_ph_first,potassium_min,bicarbonate_first,calcium_max,METOCLOPRAMIDE,bun_last
98,ACETAMIN,sysbp_last,glucose_min,meanbp_first,bun_min,spo2_last,bg_pao2_max,electivesurgery
99,HEPARIN,IPRATROPIUM,hematocrit_first,SENNOSIDES,spo2_first,HEPARIN,potassium_last,hematocrit_max
100,wbc_max,bg_pao2fio2ratio_first,meanbp_max,heartrate_first,meanbp_min,heartrate_last,bg_ph_last,diasbp_last
101,platelet_last,lactate_max,bg_pao2fio2ratio_min,FUROSEMIDE,diasbp_last,platelet_min,creatinine_last,diasbp_min
102,wbc_first,PANTOPRAZOLE,wbc_min,sysbp_min,POTASSIUM CHLORIDE,bun_first,hematocrit_last,METOPROLOL
103,AMINOCAPROIC ACID,bg_baseexcess_min,creatinine_first,diasbp_first,lactate_min,hematocrit_last,glucose_min,LABETALOL
104,potassium_first,race_black,albumin_first,DOCUSATE,FAMOTIDINE,inr_min,MIDAZOLAM,bg_pao2_max
105,inr_first,creatinine_min,platelet_first,albumin_max,platelet_max,bg_paco2_min,ACETAMIN,creatinine_max
106,ONDANSETRON,NITROGLYCERIN,bun_max,bg_baseexcess_first,bilirubin_last,heartrate_max,MAGNESIUM SULF,resprate_max
107,meanbp_first,bg_ph_max,calcium_first,creatinine_last,hemoglobin_min,IPRATROPIUM,LEVETIRACETAM,HYDRALAZINE
108,albumin_last,ENOXAPARIN,wbc_last,MIDAZOLAM,bilirubin_min,ACETAMIN,wbc_max,spo2_first
109,THIAMINE,inr_last,bun_first,platelet_min,BISACODYL,calcium_last,BISACODYL,diasbp_first
110,sysbp_last,hemoglobin_min,bilirubin_min,bg_pao2fio2ratio_first,creatinine_first,OMEPRAZOLE,DOCUSATE,bg_pao2_last
111,INSULIN,platelet_min,bilirubin_max,inr_first,ATORVASTATIN,lactate_max,bg_ph_max,ASPIRIN
112,bilirubin_last,creatinine_last,resprate_min,MAGNESIUM SULF,creatinine_max,bun_max,SENNOSIDES,bg_pao2_min
113,tempc_first,hematocrit_max,meanbp_last,electivesurgery,inr_min,bg_paco2_last,PROPOFOL,potassium_first
114,calcium_max,albumin_max,calcium_max,bg_ph_max,HYDROMORPHONE,METOPROLOL,inr_last,bilirubin_min
115,albumin_max,FAMOTIDINE,lactate_first,bg_paco2_last,HYDRALAZINE,bg_pao2_min,spo2_min,sysbp_min
116,urineoutput_sum,creatinine_max,bg_paco2_first,platelet_max,bilirubin_max,meanbp_max,bicarbonate_max,MAGNESIUM SULF
117,bun_max,bg_pao2fio2ratio_min,spo2_last,age,CLOPIDOGREL,diasbp_min,heartrate_last,tempc_min
118,METOCLOPRAMIDE,inr_max,meanbp_first,creatinine_max,DOCUSATE,bg_paco2_max,bg_pao2fio2ratio_max,bun_max
119,DOCUSATE,DOCUSATE,lactate_last,spo2_first,meanbp_last,albumin_last,meanbp_max,platelet_first
120,PROPOFOL,bilirubin_max,LEVOTHYROXINE,bicarbonate_min,CARVEDILOL,FAMOTIDINE,calcium_max,GLUCOSE
121,OXYCODONE,LABETALOL,TRAMADOL,spo2_min,urineoutput_sum,bicarbonate_min,spo2_first,bg_pao2fio2ratio_min
122,bg_ph_first,METOPROLOL,platelet_min,glucose_min,bg_ph_first,ASPIRIN,calcium_first,IPRATROPIUM
123,LIDOCAINE,MAGNESIUM SULF,albumin_last,calcium_first,bg_paco2_max,meanbp_min,METHYLPREDNISOLONE,spo2_max
124,KETOROLAC,inr_first,platelet_last,GLARGINE,tempc_last,NOREPINEPHRINE,calcium_min,tempc_last
125,hematocrit_first,glucose_first,heartrate_first,resprate_max,FUROSEMIDE,sodium_first,MORPHINE,resprate_last
126,meanbp_max,creatinine_first,METOCLOPRAMIDE,albumin_last,ONDANSETRON,glucose_first,NOREPINEPHRINE,FLUTICASONE-SALMETEROL
127,platelet_min,POLYETHYLENE GLYCOL,electivesurgery,calcium_last,diasbp_max,bilirubin_first,potassium_first,sysbp_first
128,spo2_min,MORPHINE,ASPIRIN,sodium_min,FENTANYL,platelet_first,MINERAL,spo2_min
129,MORPHINE,LIDOCAINE,BMI,albumin_first,heartrate_first,hemoglobin_min,potassium_min,creatinine_min
130,resprate_last,bilirubin_first,bg_baseexcess_min,calcium_min,CHLORHEXIDINE,creatinine_min,sysbp_max,DOCUSATE
131,CALCIUM GLUCONATE,bilirubin_last,LISINOPRIL,heartrate_max,race_black,sodium_last,ALUM HYDROXIDE,heartrate_max
132,DIAZEPAM,inr_min,PHENYLEPHRINE,bicarbonate_max,METOPROLOL,bg_ph_max,meanbp_min,BMI
133,platelet_max,AMLODIPINE,POLYETHYLENE GLYCOL,sodium_max,ACETAMIN,CEFEPIME,bg_pao2fio2ratio_last,albumin_max
134,hemoglobin_last,ATORVASTATIN,MIDAZOLAM,diasbp_last,MAGNESIUM SULF,lactate_first,HYDRALAZINE,inr_max
135,HYDROMORPHONE,bilirubin_min,MORPHINE,PROPOFOL,LISINOPRIL,CALCIUM GLUCONATE,MONO-SOD,CEFEPIME
136,VITAMIN,AMIODARONE,creatinine_min,DIPHENHYDRAMINE,PHENYLEPHRINE,sysbp_min,heartrate_min,inr_min
137,tempc_min,INSULIN DETEMIR,WARFARIN,lactate_min,bilirubin_first,bilirubin_last,lactate_first,CEFAZOLIN
138,spo2_last,ZOLPIDEM,hemoglobin_min,CEFTRIAXONE,bg_pao2_min,bilirubin_max,platelet_min,sysbp_last
139,NALOXONE,FOLIC ACID,OXYCODONE,resprate_last,bg_ph_max,diasbp_last,race_black,ALBUTEROL
140,MAGNESIUM SULF,VITAMIN,creatinine_last,ATORVASTATIN,platelet_min,ALTEPLASE,creatinine_max,FAMOTIDINE
141,platelet_first,PREDNISONE,AMLODIPINE,LACTATED RINGER,spo2_last,ASPART,hemoglobin_max,bilirubin_last
142,IPRATROPIUM,LACTULOSE,MAGNESIUM SULF,bilirubin_first,ATROPINE,bun_last,CLOPIDOGREL,CARVEDILOL
143,LISINOPRIL,WARFARIN,potassium_first,bg_paco2_first,LISPRO,LEVETIRACETAM,resprate_last,bilirubin_first
144,SIMVASTATIN,MAGNESIUM OXIDE,ALLOPURINOL,bilirubin_max,sysbp_first,PROPOFOL,INSULIN,FUROSEMIDE
145,FUROSEMIDE,ZESTRIL,inr_last,DEXAMETHASONE,DIPHENHYDRAMINE,CEFTRIAXONE,resprate_max,PANTOPRAZOLE
146,resprate_min,MAGOX,bg_pao2fio2ratio_max,IOPAMIDOL,ASPIRIN,AMIODARONE,METOPROLOL,SENNOSIDES
147,bilirubin_first,MEDROL,albumin_max,HYDRALAZINE,NOREPINEPHRINE,WARFARIN,LISPRO,bg_pao2fio2ratio_first
148,WARFARIN,MAALOX,DIPHENHYDRAMINE,AZITHROMYCIN,inr_first,bilirubin_min,LACTULOSE,CLOPIDOGREL
149,CHLORHEXIDINE,MAGNESIUM CHLORIDE,HYDRALAZINE,DEXMEDETOMIDINE,LANTUS,HYDROMORPHONE,lactate_last,creatinine_last
150,TACROLIMUS,MAGNESIUM HYDROXIDE,lactate_min,bilirubin_last,VANCOMYCIN,MORPHINE,ALTEPLASE,ENOXAPARIN
151,PHYTONADIONE,ZOCOR,METHYLPREDNISOLONE,bun_first,race_asian,POLYETHYLENE GLYCOL,NALOXONE,CALCIUM GLUCONATE
152,RINGERS SOLUTION,MEPERIDINE,bilirubin_first,AMIODARONE,HYDROCODONE,ENOXAPARIN,creatinine_first,OXYCODONE
153,sodium_last,MERREM,LACTATED RINGER,HEPARIN,MORPHINE,ALBUMIN,FLUTICASONE-SALMETEROL,NOREPINEPHRINE
154,FOLIC ACID,MILK OF MAGNESIA,bg_baseexcess_first,LORAZEPAM,AMIODARONE,FOLIC ACID,CLONIDINE,MEROPENEM
155,wbc_min,METFORMIN,ALUM HYDROXIDE,platelet_last,THIAMINE,LORAZEPAM,LABETALOL,TRAMADOL
156,HYDROCORTISONE,MEROPENEM,bg_paco2_min,bilirubin_min,SODIUM PHOSPHATE,BISACODYL,FOLIC ACID,bilirubin_max
157,PHENYLEPHRINE,XANAX,DIAZEPAM,TRAMADOL,DIGOXIN,THIAMINE,is_female,DEXAMETHASONE
158,NITROGLYCERIN,MINERAL OIL,SODIUM BICARBONATE,LABETALOL,FOLIC ACID,INFUVITE,albumin_last,HYDROCODONE
159,CLOPIDOGREL,MINERAL,IPRATROPIUM,SIMVASTATIN,AMLODIPINE,PANTOPRAZOLE,creatinine_min,ZOLPIDEM
160,NYSTATIN,NORVASC,bg_pao2_first,PREDNISONE,OXYCODONE,NITROGLYCERIN,glucose_first,LISINOPRIL
161,SODIUM BICARBONATE,METHYLPREDNISOLONE,NITROGLYCERIN,TICAGRELOR,ZOLPIDEM,MEROPENEM,DEXAMETHASONE,ATORVASTATIN
162,lactate_first,METOCLOPRAMIDE,TAMSULOSIN,PIPERACILLIN,PROMETHAZINE,TRAZODONE,FERROUS,PREDNISONE
163,GABAPENTIN,LORAZEPAM,LEVETIRACETAM,SODIUM BICARBONATE,KETOROLAC,race_other,wbc_min,FOLIC ACID
164,IBUPROFEN,NITROPRUSSIDE,bicarbonate_min,ALTEPLASE,CLONIDINE,race_hispanic,lactate_max,BISACODYL
165,SENNOSIDES,NORCO,ALPRAZOLAM,ALUM HYDROXIDE,DILTIAZEM,MIDODRINE,AZITHROMYCIN,GLUCAGON
166,diasbp_first,NOREPINEPHRINE,SENNOSIDES,CARVEDILOL,LEVOTHYROXINE,MEPERIDINE,PNEUMOCOCCAL,INFLUENZA VAC
167,GLUCAGON,NORMODYNE,inr_min,ALPRAZOLAM,SIMVASTATIN,MERREM,ATORVASTATIN,LEVETIRACETAM
168,HALOPERIDOL,METRONIDAZOLE,INSULIN,LEVOTHYROXINE,VITAMIN,METFORMIN,CALCIUM CHLORIDE,GABAPENTIN
169,FENTANYL,MIDAZOLAM,AMIODARONE,DILTIAZEM,PREDNISONE,METHYLPREDNISOLONE,SODIUM BICARBONATE,MONO-SOD
170,CLONAZEPAM,MIDODRINE,bilirubin_last,MEROPENEM,GABAPENTIN,VITAMIN,bilirubin_first,ASPART
171,METHYLPREDNISOLONE,VENTOLIN,GABAPENTIN,AMLODIPINE,NALOXONE,NITRO-BID,inr_first,PROCHLORPERAZINE
172,lactate_last,ULTRAM,PROMETHAZINE,LISINOPRIL,SODIUM POLYSTYRENE SULFONATE,MINERAL OIL,LEVOTHYROXINE,REFRESH P.M. OP OINT
173,ROCURONIUM,TRAZODONE,ENOXAPARIN,METFORMIN,SENNOSIDES,MEDROL,DEXMEDETOMIDINE,SIMVASTATIN
174,METOPROLOL,NICODERM,TRAZODONE,GABAPENTIN,LEVETIRACETAM,METOCLOPRAMIDE,heartrate_max,DEXMEDETOMIDINE
175,resprate_max,NICOTINE,HYDROMORPHONE,race_other,SODIUM BICARBONATE,METRONIDAZOLE,wbc_first,ALLOPURINOL
176,race_black,NITRO-BID,SIMVASTATIN,POLYETHYLENE GLYCOL,TACROLIMUS,MILK OF MAGNESIA,inr_min,LEVOFLOXACIN
177,LABETALOL,NYSTATIN,SERTRALINE,WARFARIN,LACTULOSE,NYSTATIN,DILTIAZEM,AMIODARONE
178,QUETIAPINE,SPIRONOLACTONE,ALTEPLASE,LISPRO,ALPRAZOLAM,MINERAL,ALPRAZOLAM,race_hispanic
179,race_other,TACROLIMUS,DEXMEDETOMIDINE,LEVETIRACETAM,HALOPERIDOL,NORCO,MEPERIDINE,METOCLOPRAMIDE
180,ATENOLOL,NEURONTIN,CLONAZEPAM,NITROGLYCERIN,CLONAZEPAM,NORVASC,VITAMIN,ALTEPLASE
181,PREDNISONE,VASOPRESSIN,THIAMINE,OXYCODONE,ALLOPURINOL,OPTIRAY,NICARDIPINE,LORAZEPAM
182,creatinine_min,NEXTERONE,MAGNESIUM HYDROXIDE,TAMSULOSIN,AZITHROMYCIN,NITROPRUSSIDE,hematocrit_max,WARFARIN
183,SODIUM PHOSPHATE,NICARDIPINE,LEVOFLOXACIN,FOLIC ACID,MEPERIDINE,MONO-SOD,OXYCODONE,FERROUS
184,HYDRALAZINE,PRINIVIL,TICAGRELOR,LEVOFLOXACIN,IBUPROFEN,NICOTINE,HYDROCORTISONE,ALUM HYDROXIDE
185,DEXAMETHASONE,PROCHLORPERAZINE,FOLIC ACID,NICOTINE,DIAZEPAM,MOTRIN,ENOXAPARIN,THIAMINE
186,bilirubin_min,PROMETHAZINE,ZOLPIDEM,DIAZEPAM,LABETALOL,MUPIROCIN,race_hispanic,VITAMIN
187,POTASSIUM PHOSPHATE,PROPOFOL,PNEUMOCOCCAL,ALBUMIN,CITALOPRAM,NORMODYNE,POLYETHYLENE GLYCOL,PRAVASTATIN SODIUM
188,DIPHENHYDRAMINE,NEOSTIGMINE METHYLSULFATE,LORATADINE,THIAMINE,TAMSULOSIN,NAFCILLIN,SERTRALINE,OMEPRAZOLE
189,TRAZODONE,PULMICORT RESPULE,race_asian,TRAZODONE,METOCLOPRAMIDE,NALOXONE,PROCHLORPERAZINE,NALOXONE
190,ALBUMIN,VALIUM,FERROUS,race_black,MAGNESIUM OXIDE,NARCAN,ANTICOAGULANT,POLYETHYLENE GLYCOL
191,lactate_max,NARCAN,NICOTINE,race_asian,WARFARIN,NEOSTIGMINE,GLARGINE,MINERAL
192,AMIODARONE,NEOSTIGMINE,TIOTROPIUM,SERTRALINE,PIPERACILLIN,NEURONTIN,LACTATED RINGER,SODIUM PHOSPHATE
193,race_asian,QUETIAPINE,LOSARTAN,SPIRONOLACTONE,SPIRONOLACTONE,NEXTERONE,THIAMINE,METHYLPREDNISOLONE
194,OMEPRAZOLE,REFRESH P.M. OP OINT,METFORMIN,CALCIUM CHLORIDE,HYDROCHLOROTHIAZIDE,NICARDIPINE,GABAPENTIN,AMLODIPINE
195,HYDROCHLOROTHIAZIDE,REGLAN,ISOSORBIDE,VITAMIN,OMEPRAZOLE,NICODERM,bilirubin_min,SERTRALINE
196,AMLODIPINE,RESTORIL,PREDNISONE,CEFEPIME,NYSTATIN,NEOSTIGMINE METHYLSULFATE,NITROPRUSSIDE,SPIRONOLACTONE
197,spo2_first,MOTRIN,CLONIDINE,HYDROCHLOROTHIAZIDE,OPTIRAY,PNEUMOCOCCAL,IOPAMIDOL,DIPHENHYDRAMINE
198,LEVOTHYROXINE,MUPIROCIN,LABETALOL,QUETIAPINE,MINERAL OIL,PARENTERAL NUTRITION,AMLODIPINE,HYDROCHLOROTHIAZIDE
199,GLUCOSE,NAFCILLIN,HYDROCHLOROTHIAZIDE,ZOLPIDEM,NITRO-BID,SERTRALINE,METRONIDAZOLE,MUPIROCIN
200,AZITHROMYCIN,NALOXONE,NALOXONE,HYDROMORPHONE,NORVASC,SIMETHICONE,SODIUM PHOSPHATE,HYDROMORPHONE
201,GLYCOPYRROLATE,RINGERS SOLUTION,FAMOTIDINE,CALCIUM CARBONATE,NEOSTIGMINE METHYLSULFATE,SIMVASTATIN,bilirubin_last,LACTATED RINGER
202,CARVEDILOL,ROCURONIUM,PRAVASTATIN SODIUM,TACROLIMUS,MONO-SOD,ZESTRIL,NICOTINE,LIDOCAINE
203,TRAMADOL,ROXICODONE,AZITHROMYCIN,ALLOPURINOL,MOTRIN,SODIUM BICARBONATE,LIDOCAINE,KETOROLAC
