col_name,Agg
PHYTONADIONE,0.016086670468327218
race_asian,0.010402022948913044
bg_pao2_first,0.009832255153740558
ALUM HYDROXIDE,0.0091689778406283
TRAZODONE,0.007215363570057287
CALCIUM CARBONATE,0.004808184991469684
HALOPERIDOL,0.002773125835616711
MEROPENEM,0.0015627583309774417
SPIRONOLACTONE,0.0008611765993794748
NEOSTIGMINE METHYLSULFATE,0.0006997397258562897
AMBIEN,0.0
ASCORBIC ACID,0.0
ADVAIR DISKUS,0.0
APRESOLINE,0.0
PRECEDEX,0.0
PLAVIX,0.0
PNU-IMMUNE-23,0.0
FAT EMULSION,0.0
PRINIVIL,0.0
PROMETHAZINE,0.0
ZOCOR,0.0
ZESTRIL,0.0
XANAX,0.0
VENTOLIN,0.0
VASOPRESSIN,0.0
VALIUM,0.0
ULTRAM,0.0
TRANSDERM-SCOP,0.0
TRANDATE,0.0
TORADOL,0.0
SUCCINYLCHOLINE,0.0
SUBLIMAZE,0.0
SIMETHICONE,0.0
SEROQUEL,0.0
PERCOCET,0.0
ROXICODONE,0.0
RESTORIL,0.0
REGLAN,0.0
PULMICORT RESPULE,0.0
PHENERGAN,0.0
NEOSTIGMINE,0.0
PARENTERAL NUTRITION,0.0
DECADRON,0.0
LEVEMIR,0.0
LEVAQUIN,0.0
LANOXIN,0.0
CLINDAMYCIN,0.0
KLONOPIN,0.0
KEPPRA,0.0
KAYEXALATE,0.0
KAYCIEL,0.0
COMPAZINE,0.0
COREG,0.0
IOHEXOL,0.0
COZAAR,0.0
INFUVITE,0.0
IMDUR,0.0
ATENOLOL,0.0
DEFINITY,0.0
DELTASONE,0.0
HUMULIN,0.0
DIPRIVAN,0.0
HALDOL,0.0
DOPAMINE,0.0
ECOTRIN,0.0
GLUCAGEN,0.0
EPHEDRINE,0.0
EPINEPHRINE,0.0
ETOMIDATE,0.0
FLUMAZENIL,0.0
FLOMAX,0.0
CISATRACURIUM,0.0
CETIRIZINE,0.0
LIPITOR,0.0
CEPHULAC,0.0
OPTIRAY,0.0
ATROVENT,0.0
NORVASC,0.0
NORMODYNE,0.0
NORCO,0.0
NITRO-BID,0.0
NICODERM,0.0
NEXTERONE,0.0
NEURONTIN,0.0
FLAGYL,0.0
NARCAN,0.0
BAYER CHEWABLE,0.0
NAFCILLIN,0.0
MOTRIN,0.0
BUMETANIDE,0.0
MINERAL OIL,0.0
MINERAL,0.0
MILK OF MAGNESIA,0.0
BUMEX,0.0
BUMINATE,0.0
MERREM,0.0
MEDROL,0.0
MAGOX,0.0
CARDIZEM,0.0
MAGNESIUM CHLORIDE,0.0
MAALOX,0.0
CATAPRES,0.0
ZOSYN,0.0
