,420,122,243,252,458,199,73,Agg
86,meanbp_first,hemoglobin_max,bilirubin_first,FENTANYL,bg_ph_min,spo2_last,AMIODARONE,sysbp_last
87,bicarbonate_first,bun_first,PROPOFOL,sysbp_min,LISPRO,bg_paco2_min,spo2_min,potassium_last
88,bun_min,platelet_min,bg_ph_min,sodium_first,tempc_last,platelet_last,bg_paco2_max,diasbp_last
89,AMINOCAPROIC ACID,bg_pao2fio2ratio_first,age,hematocrit_last,bg_pao2fio2ratio_first,electivesurgery,albumin_max,bg_pao2_last
90,calcium_last,potassium_max,wbc_last,age,diasbp_min,albumin_last,CEFEPIME,platelet_min
91,resprate_max,LABETALOL,DOCUSATE,bg_baseexcess_last,race_black,is_female,DEXAMETHASONE,bun_first
92,lactate_min,inr_min,BMI,calcium_min,CLOPIDOGREL,glucose_max,inr_max,glucose_min
93,albumin_first,tempc_min,creatinine_max,MORPHINE,hematocrit_max,HEPARIN,meanbp_max,bg_pao2fio2ratio_last
94,glucose_last,NITROGLYCERIN,hematocrit_first,bun_min,sodium_first,albumin_first,resprate_max,race_black
95,CHLORHEXIDINE,hemoglobin_min,BISACODYL,POLYETHYLENE GLYCOL,hemoglobin_last,bg_ph_max,inr_last,hemoglobin_min
96,calcium_max,hematocrit_first,heartrate_first,ASPIRIN,meanbp_last,bicarbonate_min,bg_ph_last,bg_pao2_min
97,METOCLOPRAMIDE,POTASSIUM CHLORIDE,LISINOPRIL,HYDRALAZINE,platelet_first,heartrate_max,urineoutput_sum,bicarbonate_min
98,tempc_last,potassium_min,creatinine_min,MIDAZOLAM,diasbp_first,lactate_first,MINERAL,bicarbonate_max
99,bg_ph_first,glucose_max,calcium_min,bun_max,bg_pao2fio2ratio_last,bicarbonate_last,bg_pao2_last,bg_baseexcess_min
100,diasbp_max,creatinine_min,potassium_min,resprate_max,bg_ph_first,meanbp_min,CLONIDINE,LEVETIRACETAM
101,sodium_last,bicarbonate_min,glucose_min,inr_min,inr_max,PHENYLEPHRINE,wbc_max,hematocrit_last
102,KETOROLAC,bilirubin_max,hematocrit_max,sysbp_first,creatinine_first,ASPIRIN,DOCUSATE,heartrate_last
103,MORPHINE,calcium_max,meanbp_first,bg_baseexcess_max,bun_min,OMEPRAZOLE,race_other,wbc_min
104,heartrate_last,bg_pao2fio2ratio_min,platelet_last,platelet_max,platelet_max,potassium_min,MONO-SOD,bg_paco2_max
105,platelet_last,METOPROLOL,ASPIRIN,platelet_first,ATORVASTATIN,METOPROLOL,ALUM HYDROXIDE,GLUCOSE
106,FOLIC ACID,bg_ph_max,TRAMADOL,INSULIN,albumin_last,potassium_first,race_black,LISPRO
107,DOCUSATE,inr_last,diasbp_min,bicarbonate_min,sodium_max,diasbp_min,hemoglobin_min,NOREPINEPHRINE
108,LIDOCAINE,bun_min,PHENYLEPHRINE,bg_pao2fio2ratio_first,ONDANSETRON,MORPHINE,resprate_first,SENNOSIDES
109,DIAZEPAM,ACETAMIN,LEVOTHYROXINE,glucose_min,bicarbonate_min,lactate_max,bun_last,spo2_first
110,ASPART,FAMOTIDINE,MORPHINE,sodium_max,HYDRALAZINE,bilirubin_last,calcium_min,potassium_min
111,PROPOFOL,spo2_max,HYDROCORTISONE,creatinine_min,urineoutput_sum,bun_min,bg_ph_max,lactate_first
112,PHENYLEPHRINE,race_other,bg_pao2fio2ratio_first,MAGNESIUM SULF,platelet_last,sodium_first,potassium_min,ALBUMIN
113,meanbp_max,creatinine_first,bilirubin_min,bg_baseexcess_first,METOPROLOL,FUROSEMIDE,albumin_last,is_female
114,sysbp_last,bg_baseexcess_min,resprate_min,creatinine_last,creatinine_max,MAGNESIUM SULF,SENNOSIDES,ALTEPLASE
115,spo2_last,DOCUSATE,OXYCODONE,IOPAMIDOL,DOCUSATE,platelet_min,HEPARIN,HYDRALAZINE
116,MAGNESIUM SULF,spo2_first,is_female,platelet_last,bilirubin_min,tempc_last,calcium_max,calcium_last
117,DEXTROSE,inr_max,NITROGLYCERIN,heartrate_max,diasbp_last,glucose_first,MIDAZOLAM,bg_ph_last
118,LISINOPRIL,lactate_max,electivesurgery,PROPOFOL,bg_paco2_max,FAMOTIDINE,bg_pao2fio2ratio_max,MIDAZOLAM
119,FUROSEMIDE,potassium_first,POLYETHYLENE GLYCOL,electivesurgery,HYDROMORPHONE,bicarbonate_first,bicarbonate_max,heartrate_max
120,HYDROMORPHONE,INSULIN DETEMIR,creatinine_first,sodium_min,bicarbonate_last,wbc_min,METOCLOPRAMIDE,CEFEPIME
121,VITAMIN,AMLODIPINE,hemoglobin_min,diasbp_last,BISACODYL,meanbp_last,glucose_min,lactate_last
122,inr_max,hematocrit_max,WARFARIN,bicarbonate_max,FENTANYL,PROPOFOL,BISACODYL,bg_pao2_max
123,TACROLIMUS,ZOLPIDEM,lactate_first,bilirubin_max,CHLORHEXIDINE,CEFEPIME,heartrate_last,glucose_first
124,CALCIUM GLUCONATE,inr_first,METOCLOPRAMIDE,albumin_max,POTASSIUM CHLORIDE,heartrate_last,LABETALOL,wbc_first
125,wbc_min,ENOXAPARIN,platelet_min,DOCUSATE,DEXTROSE,resprate_max,bg_pao2fio2ratio_last,FLUTICASONE-SALMETEROL
126,bicarbonate_max,sysbp_last,bg_ph_first,diasbp_first,LISINOPRIL,platelet_first,DEXMEDETOMIDINE,creatinine_max
127,albumin_max,wbc_max,meanbp_last,DEXAMETHASONE,meanbp_max,meanbp_max,bg_pao2_max,ZOLPIDEM
128,lactate_last,ATORVASTATIN,wbc_first,albumin_last,CARVEDILOL,sodium_last,glucose_first,calcium_max
129,NYSTATIN,creatinine_last,calcium_max,bg_paco2_first,bg_pao2_last,calcium_max,resprate_last,lactate_max
130,spo2_min,MAGNESIUM SULF,spo2_last,AMLODIPINE,sysbp_first,ALBUMIN,LEVETIRACETAM,HEPARIN
131,METHYLPREDNISOLONE,MORPHINE,hematocrit_min,METOPROLOL,bilirubin_last,bun_last,FLUTICASONE-SALMETEROL,creatinine_first
132,ASPIRIN,POLYETHYLENE GLYCOL,MIDAZOLAM,bilirubin_last,diasbp_max,bilirubin_first,MUPIROCIN,OXYCODONE
133,SODIUM BICARBONATE,AMIODARONE,bg_paco2_first,albumin_first,LANTUS,LEVETIRACETAM,PROPOFOL,METOPROLOL
134,tempc_min,bg_baseexcess_last,bicarbonate_min,bg_ph_max,ACETAMIN,AMIODARONE,FOLIC ACID,IPRATROPIUM
135,bilirubin_last,bilirubin_first,creatinine_last,TRAMADOL,ATROPINE,diasbp_last,METOPROLOL,albumin_last
136,GLUCOSE,bilirubin_min,DIAZEPAM,creatinine_max,MORPHINE,ALTEPLASE,meanbp_min,bun_max
137,NALOXONE,PREDNISONE,bilirubin_max,FUROSEMIDE,PHENYLEPHRINE,bun_max,bg_pao2_min,calcium_first
138,hematocrit_first,LIDOCAINE,lactate_last,GLARGINE,FUROSEMIDE,hemoglobin_min,sodium_min,inr_first
139,lactate_max,bilirubin_last,albumin_first,HEPARIN,spo2_last,NOREPINEPHRINE,METHYLPREDNISOLONE,platelet_last
140,platelet_min,WARFARIN,lactate_min,spo2_max,lactate_min,IPRATROPIUM,ALTEPLASE,ATORVASTATIN
141,albumin_last,VITAMIN,NOREPINEPHRINE,ATORVASTATIN,NOREPINEPHRINE,creatinine_min,MORPHINE,hematocrit_max
142,bg_baseexcess_first,FOLIC ACID,meanbp_max,resprate_last,inr_min,bun_first,LACTULOSE,GLUCAGON
143,diasbp_first,LACTULOSE,AMLODIPINE,inr_first,platelet_min,bilirubin_max,bun_min,race_other
144,lactate_first,MEROPENEM,bun_first,DIPHENHYDRAMINE,inr_first,POLYETHYLENE GLYCOL,potassium_first,albumin_min
145,IPRATROPIUM,MERREM,potassium_first,AMIODARONE,ASPIRIN,CALCIUM GLUCONATE,IPRATROPIUM,BISACODYL
146,bun_last,METHYLPREDNISOLONE,ZOLPIDEM,CEFTRIAXONE,DIPHENHYDRAMINE,bg_baseexcess_min,OXYCODONE,DEXAMETHASONE
147,glucose_max,MOTRIN,INSULIN,TICAGRELOR,bilirubin_first,bilirubin_min,is_female,MORPHINE
148,ACETAMIN,MEPERIDINE,ALLOPURINOL,race_black,bilirubin_max,bg_paco2_last,calcium_first,MAGNESIUM HYDROXIDE
149,WARFARIN,METOCLOPRAMIDE,HYDRALAZINE,AZITHROMYCIN,MAGNESIUM SULF,WARFARIN,spo2_first,LISINOPRIL
150,SIMVASTATIN,MAGNESIUM HYDROXIDE,bg_pao2_first,ALTEPLASE,VANCOMYCIN,HYDROMORPHONE,MAGNESIUM SULF,REFRESH P.M. OP OINT
151,RINGERS SOLUTION,MAGNESIUM OXIDE,ALUM HYDROXIDE,LABETALOL,AMIODARONE,CEFTRIAXONE,platelet_last,TRAMADOL
152,resprate_last,MAGOX,bg_baseexcess_min,bilirubin_first,HYDROCODONE,FOLIC ACID,lactate_last,PROPOFOL
153,urineoutput_sum,MEDROL,bg_baseexcess_first,PREDNISONE,AMLODIPINE,ENOXAPARIN,ENOXAPARIN,bilirubin_first
154,PHYTONADIONE,METRONIDAZOLE,bg_baseexcess_max,LISINOPRIL,bg_pao2_min,calcium_last,AZITHROMYCIN,LABETALOL
155,HYDROCORTISONE,MIDAZOLAM,LACTATED RINGER,DEXMEDETOMIDINE,THIAMINE,MEROPENEM,creatinine_max,sysbp_first
156,platelet_first,MIDODRINE,METHYLPREDNISOLONE,LORAZEPAM,OXYCODONE,NITROGLYCERIN,bicarbonate_min,CLONIDINE
157,GABAPENTIN,MILK OF MAGNESIA,bg_pao2fio2ratio_max,LACTATED RINGER,VITAMIN,THIAMINE,sysbp_first,NALOXONE
158,DIPHENHYDRAMINE,METFORMIN,DIPHENHYDRAMINE,MEROPENEM,ZOLPIDEM,LORAZEPAM,bun_max,METOCLOPRAMIDE
159,bg_pao2fio2ratio_max,MAALOX,inr_last,CARVEDILOL,DIGOXIN,race_other,wbc_first,FOLIC ACID
160,LEVOTHYROXINE,MAGNESIUM CHLORIDE,IPRATROPIUM,GABAPENTIN,PROMETHAZINE,BISACODYL,GLARGINE,resprate_last
161,resprate_min,MINERAL,LEVETIRACETAM,bilirubin_min,LEVOTHYROXINE,INFUVITE,LEVOTHYROXINE,LEVOTHYROXINE
162,SENNOSIDES,MINERAL OIL,inr_min,LEVOFLOXACIN,SODIUM PHOSPHATE,PANTOPRAZOLE,lactate_first,ENOXAPARIN
163,METOPROLOL,OPTIRAY,ENOXAPARIN,DILTIAZEM,NALOXONE,TRAZODONE,inr_first,DIPHENHYDRAMINE
164,THIAMINE,MUPIROCIN,TAMSULOSIN,lactate_min,GABAPENTIN,race_hispanic,NALOXONE,METHYLPREDNISOLONE
165,LABETALOL,ZOCOR,SIMVASTATIN,ALUM HYDROXIDE,CLONIDINE,MIDODRINE,NOREPINEPHRINE,bg_pao2fio2ratio_max
166,wbc_max,NYSTATIN,DEXMEDETOMIDINE,spo2_min,race_asian,MEDROL,PNEUMOCOCCAL,sodium_min
167,CLOPIDOGREL,OMEPRAZOLE,MAGNESIUM SULF,ALPRAZOLAM,LACTULOSE,MEPERIDINE,MEPERIDINE,DEXMEDETOMIDINE
168,ALBUMIN,NALOXONE,albumin_max,LEVOTHYROXINE,KETOROLAC,MERREM,ZOLPIDEM,bun_last
169,FENTANYL,MONO-SOD,SODIUM BICARBONATE,race_other,SENNOSIDES,METFORMIN,creatinine_first,diasbp_min
170,bilirubin_first,LORAZEPAM,PNEUMOCOCCAL,PIPERACILLIN,FOLIC ACID,NYSTATIN,race_hispanic,ALUM HYDROXIDE
171,SODIUM PHOSPHATE,OXYCODONE,PROMETHAZINE,bun_first,DILTIAZEM,VASOPRESSIN,calcium_last,meanbp_min
172,IBUPROFEN,TORADOL,bg_paco2_min,LEVETIRACETAM,MEPERIDINE,NITRO-BID,NICARDIPINE,MINERAL
173,HYDRALAZINE,VENTOLIN,HYDROMORPHONE,platelet_min,LEVETIRACETAM,NICOTINE,lactate_max,FERROUS
174,race_black,NOREPINEPHRINE,ISOSORBIDE,TAMSULOSIN,PREDNISONE,METHYLPREDNISOLONE,ALPRAZOLAM,CLOPIDOGREL
175,GLUCAGON,NORMODYNE,SENNOSIDES,LISPRO,SIMVASTATIN,METOCLOPRAMIDE,heartrate_max,GABAPENTIN
176,ROCURONIUM,NORVASC,NALOXONE,WARFARIN,SODIUM POLYSTYRENE SULFONATE,METRONIDAZOLE,HYDROCORTISONE,PREDNISONE
177,hematocrit_max,REFRESH P.M. OP OINT,AMIODARONE,calcium_first,ALPRAZOLAM,MILK OF MAGNESIA,LACTATED RINGER,bilirubin_last
178,HALOPERIDOL,REGLAN,THIAMINE,SIMVASTATIN,HALOPERIDOL,NORVASC,FERROUS,NITROGLYCERIN
179,CLONAZEPAM,RESTORIL,ALPRAZOLAM,OXYCODONE,IBUPROFEN,NORCO,CLOPIDOGREL,bilirubin_min
180,NITROGLYCERIN,NORCO,ALTEPLASE,NICOTINE,SODIUM BICARBONATE,NITROPRUSSIDE,VITAMIN,LACTULOSE
181,race_other,RINGERS SOLUTION,FOLIC ACID,calcium_last,CLONAZEPAM,OPTIRAY,LISINOPRIL,MAGNESIUM SULF
182,DEXAMETHASONE,NITRO-BID,TRAZODONE,SODIUM BICARBONATE,ALLOPURINOL,MINERAL,NITROGLYCERIN,PRAVASTATIN SODIUM
183,AMIODARONE,NAFCILLIN,bun_max,NITROGLYCERIN,DIAZEPAM,MINERAL OIL,METRONIDAZOLE,SIMVASTATIN
184,PREDNISONE,XANAX,TIOTROPIUM,FOLIC ACID,TACROLIMUS,MONO-SOD,PRAVASTATIN SODIUM,CEFTRIAXONE
185,inr_first,NITROPRUSSIDE,FERROUS,IPRATROPIUM,CITALOPRAM,MOTRIN,GABAPENTIN,LACTATED RINGER
186,TRAZODONE,ROCURONIUM,CLONAZEPAM,THIAMINE,WARFARIN,NORMODYNE,inr_min,MONO-SOD
187,platelet_max,ROXICODONE,GUAIFENESIN,SERTRALINE,AZITHROMYCIN,MUPIROCIN,bilirubin_first,GLARGINE
188,bun_max,SENNOSIDES,SERTRALINE,METFORMIN,METOCLOPRAMIDE,NAFCILLIN,SPIRONOLACTONE,TRAZODONE
189,CALCIUM CARBONATE,SEROQUEL,race_asian,DIAZEPAM,TAMSULOSIN,NALOXONE,ATORVASTATIN,PROCHLORPERAZINE
190,QUETIAPINE,NICODERM,LEVOFLOXACIN,CEFEPIME,HYDROCHLOROTHIAZIDE,NARCAN,LOSARTAN,AMLODIPINE
191,POTASSIUM PHOSPHATE,TRAMADOL,LORATADINE,TRAZODONE,SPIRONOLACTONE,NEOSTIGMINE,IOPAMIDOL,SPIRONOLACTONE
192,race_asian,NICOTINE,LOSARTAN,ALBUMIN,MAGNESIUM OXIDE,NEURONTIN,hematocrit_max,WARFARIN
193,ATENOLOL,SERTRALINE,CLONIDINE,QUETIAPINE,PIPERACILLIN,NEXTERONE,GUAIFENESIN,bun_min
194,AZITHROMYCIN,SIMETHICONE,PREDNISONE,HYDROCHLOROTHIAZIDE,LABETALOL,NICARDIPINE,DILTIAZEM,IOPAMIDOL
195,LACTULOSE,SIMVASTATIN,TICAGRELOR,ZOLPIDEM,NORCO,NICODERM,PROCHLORPERAZINE,ASPART
196,bilirubin_min,SODIUM BICARBONATE,GABAPENTIN,CALCIUM CHLORIDE,TRANDATE,NEOSTIGMINE METHYLSULFATE,wbc_min,NICOTINE
197,hemoglobin_last,NICARDIPINE,HYDROCHLOROTHIAZIDE,VITAMIN,NITROPRUSSIDE,PLAVIX,SODIUM BICARBONATE,POLYETHYLENE GLYCOL
198,CARVEDILOL,TRANDATE,MAGNESIUM HYDROXIDE,SPIRONOLACTONE,TRAMADOL,PARENTERAL NUTRITION,AMLODIPINE,race_hispanic
199,creatinine_min,SODIUM PHOSPHATE,AZITHROMYCIN,HYDROMORPHONE,TORADOL,SEROQUEL,SIMVASTATIN,MEROPENEM
200,HYDROCHLOROTHIAZIDE,SODIUM POLYSTYRENE SULFONATE,METFORMIN,race_asian,TRANSDERM-SCOP,ZESTRIL,SERTRALINE,bilirubin_max
201,AMLODIPINE,NEURONTIN,FAMOTIDINE,CALCIUM CARBONATE,TRAZODONE,SIMETHICONE,LIDOCAINE,TAMSULOSIN
202,GLYCOPYRROLATE,NARCAN,NICOTINE,ALLOPURINOL,ULTRAM,SIMVASTATIN,THIAMINE,GUAIFENESIN
203,TRAMADOL,ZESTRIL,LABETALOL,FERROUS,NITRO-BID,XANAX,DIGOXIN,ALLOPURINOL
204,OMEPRAZOLE,NEXTERONE,SPIRONOLACTONE,TACROLIMUS,NICOTINE,SODIUM BICARBONATE,TRAMADOL,AZITHROMYCIN
